G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
27,2024-02-10,,Radford,W,76,73,28,51,0.549,8,18,0.444,12,21,0.571,7,23,11,6,4,7,14,,29,53,0.547,9,15,0.6,6,13,0.462,6,28,12,3,3,10,16,Presbyterian
28,2024-02-14,@,UNC Asheville,L,69,71,23,51,0.451,10,23,0.435,13,22,0.591,8,29,12,8,6,11,25,,18,47,0.383,5,14,0.357,30,37,0.811,6,30,7,5,3,10,19,Presbyterian
29,2024-02-17,,Longwood,L,73,81,25,59,0.424,6,19,0.316,17,23,0.739,13,28,16,9,3,15,24,,24,46,0.522,6,14,0.429,27,35,0.771,7,29,12,12,0,13,19,Presbyterian
30,2024-02-21,@,Winthrop,W,78,55,32,61,0.525,6,19,0.316,8,13,0.615,12,30,14,11,2,10,17,,22,51,0.431,5,19,0.263,6,12,0.5,9,27,11,3,3,16,15,Presbyterian
31,2024-02-28,@,USC Upstate,L,72,74,26,57,0.456,5,19,0.263,15,21,0.714,8,34,5,9,3,12,19,,30,61,0.492,6,18,0.333,8,19,0.421,10,35,12,6,4,12,19,Presbyterian
32,2024-03-02,,Charleston Southern,W,72,65,26,58,0.448,2,13,0.154,18,23,0.783,8,36,12,8,1,13,15,,25,59,0.424,7,26,0.269,8,15,0.533,6,25,13,5,3,12,21,Presbyterian
33,2024-03-08,N,Gardner-Webb,L,60,61,24,61,0.393,5,17,0.294,7,10,0.7,9,30,12,8,2,12,10,,22,51,0.431,8,16,0.5,9,15,0.6,5,32,14,7,7,14,13,Presbyterian
1,2023-11-06,,Toccoa Falls,W,94,59,37,71,0.521,11,29,0.379,9,15,0.6,14,46,19,7,5,13,18,,22,65,0.338,3,22,0.136,12,17,0.706,12,33,4,8,1,14,16,Charleston Southern
2,2023-11-09,,North Florida,L,70,81,23,47,0.489,3,10,0.3,21,30,0.7,7,30,6,3,2,12,21,,24,54,0.444,11,24,0.458,22,26,0.846,5,24,9,8,0,8,21,Charleston Southern
3,2023-11-13,,Johnson & Wales (NC),W,102,61,38,63,0.603,13,29,0.448,13,17,0.765,8,37,22,4,2,9,19,,22,61,0.361,1,10,0.1,16,22,0.727,11,28,2,4,0,13,10,Charleston Southern
4,2023-11-17,@,NC State,L,53,87,19,48,0.396,6,18,0.333,9,11,0.818,5,24,10,2,5,18,16,,32,63,0.508,5,17,0.294,18,23,0.783,9,33,14,11,3,6,14,Charleston Southern
5,2023-11-20,@,Bethune-Cookman,L,73,79,25,50,0.5,10,22,0.455,13,19,0.684,9,26,16,3,1,17,17,,30,61,0.492,4,14,0.286,15,21,0.714,13,32,14,10,2,9,18,Charleston Southern
6,2023-11-24,@,Wake Forest,L,56,71,19,51,0.373,6,22,0.273,12,16,0.75,6,27,9,5,0,15,22,,21,48,0.438,5,14,0.357,24,27,0.889,5,30,9,9,3,9,15,Charleston Southern
7,2023-11-28,@,The Citadel,L,52,81,18,60,0.3,2,18,0.111,14,16,0.875,7,26,5,1,4,11,20,,28,56,0.5,8,16,0.5,17,28,0.607,10,41,13,4,4,11,18,Charleston Southern
8,2023-12-02,,South Carolina State,W,66,64,23,45,0.511,5,13,0.385,15,26,0.577,5,30,11,4,4,16,18,,24,63,0.381,4,15,0.267,12,25,0.48,15,35,7,7,0,12,21,Charleston Southern
9,2023-12-13,,North Alabama,L,64,76,20,62,0.323,9,29,0.31,15,20,0.75,8,28,8,5,3,9,18,,30,58,0.517,3,10,0.3,13,19,0.684,7,37,9,7,2,10,18,Charleston Southern
10,2023-12-16,@,South Carolina,L,69,73,28,58,0.483,7,18,0.389,6,8,0.75,6,23,11,4,7,5,11,,29,63,0.46,6,25,0.24,9,11,0.818,12,35,18,3,0,6,7,Charleston Southern
11,2023-12-19,@,Loyola (IL),L,59,72,20,52,0.385,5,17,0.294,14,20,0.7,5,27,9,4,4,6,10,,31,58,0.534,4,15,0.267,6,10,0.6,6,33,18,4,5,5,15,Charleston Southern
12,2023-12-21,,Kentucky Christian,W,103,79,37,67,0.552,12,23,0.522,17,19,0.895,8,37,17,5,2,11,9,,30,67,0.448,10,27,0.37,9,12,0.75,4,26,16,5,1,10,14,Charleston Southern
13,2023-12-29,@,UNC,L,60,105,21,63,0.333,10,25,0.4,8,9,0.889,5,23,12,1,2,10,13,,41,73,0.562,11,26,0.423,12,14,0.857,13,46,20,9,7,5,8,Charleston Southern
14,2024-01-03,,Presbyterian,L,61,68,19,42,0.452,5,13,0.385,18,20,0.9,1,27,7,3,5,16,15,,25,57,0.439,5,17,0.294,13,19,0.684,7,27,6,9,0,7,12,Charleston Southern
15,2024-01-06,@,Longwood,L,56,77,19,62,0.306,4,22,0.182,14,19,0.737,15,32,5,6,2,10,17,,28,54,0.519,7,14,0.5,14,19,0.737,10,37,13,2,4,14,18,Charleston Southern
16,2024-01-10,@,Gardner-Webb,W,86,74,23,48,0.479,12,22,0.545,28,35,0.8,3,35,15,3,1,12,24,,26,67,0.388,6,24,0.25,16,24,0.667,9,33,12,6,1,7,27,Charleston Southern
17,2024-01-13,,USC Upstate,W,77,70,24,49,0.49,10,23,0.435,19,20,0.95,8,28,14,4,3,12,17,,23,47,0.489,7,14,0.5,17,24,0.708,4,19,10,6,4,9,18,Charleston Southern
18,2024-01-20,@,High Point,L,79,86,25,55,0.455,6,12,0.5,23,29,0.793,4,25,8,2,3,7,24,,26,64,0.406,8,28,0.286,26,33,0.788,14,37,8,1,4,6,21,Charleston Southern
19,2024-01-24,,Winthrop,L,59,78,21,64,0.328,2,22,0.091,15,16,0.938,15,34,6,6,2,13,12,,33,57,0.579,6,19,0.316,6,11,0.545,4,30,17,7,1,12,17,Charleston Southern
20,2024-01-27,,UNC Asheville,L,65,71,28,72,0.389,4,19,0.211,5,12,0.417,19,45,3,0,2,9,15,,28,60,0.467,6,17,0.353,9,16,0.563,7,28,11,5,7,6,16,Charleston Southern
21,2024-01-31,@,Radford,W,63,60,25,54,0.463,4,14,0.286,9,14,0.643,7,27,6,4,2,12,8,,22,59,0.373,9,22,0.409,7,9,0.778,11,29,13,7,6,11,13,Charleston Southern
22,2024-02-03,,Longwood,W,83,77,34,58,0.586,5,13,0.385,10,15,0.667,7,29,13,5,5,13,25,,28,69,0.406,4,16,0.25,17,28,0.607,15,34,10,6,1,11,17,Charleston Southern
23,2024-02-07,@,Winthrop,L,46,67,17,59,0.288,5,23,0.217,7,10,0.7,16,42,6,9,5,20,17,,25,59,0.424,7,24,0.292,10,14,0.714,8,36,14,11,3,11,12,Charleston Southern
24,2024-02-14,,Gardner-Webb,L,77,85,25,69,0.362,10,26,0.385,17,21,0.81,10,34,12,6,4,11,21,,29,64,0.453,8,21,0.381,19,28,0.679,7,36,17,6,4,8,19,Charleston Southern
25,2024-02-17,@,UNC Asheville,L,55,86,17,67,0.254,7,29,0.241,14,22,0.636,11,32,6,4,1,7,17,,33,63,0.524,10,24,0.417,10,16,0.625,6,40,16,4,9,12,18,Charleston Southern
26,2024-02-21,@,USC Upstate,W,63,60,21,55,0.382,5,18,0.278,16,21,0.762,14,43,7,3,2,17,18,,20,51,0.392,4,19,0.211,16,20,0.8,3,25,8,10,1,6,17,Charleston Southern
27,2024-02-24,,High Point,L,59,74,22,58,0.379,6,22,0.273,9,12,0.75,5,29,8,4,2,8,16,,28,61,0.459,4,22,0.182,14,18,0.778,8,40,9,4,3,6,10,Charleston Southern
28,2024-02-28,,Radford,W,58,57,23,64,0.359,11,32,0.344,1,5,0.2,10,32,11,0,2,8,15,,23,55,0.418,0,9,0.0,11,18,0.611,9,36,6,3,3,5,11,Charleston Southern
29,2024-03-02,@,Presbyterian,L,65,72,25,59,0.424,7,26,0.269,8,15,0.533,6,25,13,5,3,12,21,,26,58,0.448,2,13,0.154,18,23,0.783,8,36,12,8,1,13,15,Charleston Southern
30,2024-03-08,N,UNC Asheville,L,55,60,19,55,0.345,6,20,0.3,11,18,0.611,10,42,11,3,5,13,18,,22,60,0.367,7,25,0.28,9,13,0.692,5,32,16,3,2,5,15,Charleston Southern
1,2023-11-06,@,UNC,L,70,86,28,66,0.424,5,21,0.238,9,10,0.9,6,27,5,8,3,10,21,,32,61,0.525,7,20,0.35,15,23,0.652,11,36,18,4,5,11,11,Radford
2,2023-11-10,N,Marshall,W,66,62,23,61,0.377,9,25,0.36,11,18,0.611,10,38,12,4,5,14,20,,21,65,0.323,4,19,0.211,16,22,0.727,7,30,12,7,6,6,17,Radford
3,2023-11-12,,Eastern Mennonite,W,84,47,32,55,0.582,7,18,0.389,13,18,0.722,10,42,17,10,5,14,12,,16,64,0.25,7,34,0.206,8,16,0.5,11,26,6,9,0,11,15,Radford
4,2023-11-15,@,VCU,L,50,73,18,54,0.333,4,18,0.222,10,17,0.588,9,29,5,7,2,17,19,,24,50,0.48,6,20,0.3,19,26,0.731,7,32,13,5,3,10,17,Radford
5,2023-11-17,@,James Madison,L,73,76,30,59,0.508,7,19,0.368,6,8,0.75,10,35,12,6,0,16,18,,27,62,0.435,6,24,0.25,16,21,0.762,12,31,12,11,3,9,11,Radford
6,2023-11-21,N,Morgan State,W,82,72,30,60,0.5,11,17,0.647,11,18,0.611,9,36,11,6,3,11,16,,25,62,0.403,6,20,0.3,16,19,0.842,9,32,7,4,2,11,19,Radford
7,2023-11-22,N,Northern Colorado,W,79,68,29,62,0.468,7,20,0.35,14,17,0.824,8,36,11,9,2,9,13,,23,58,0.397,12,31,0.387,10,14,0.714,5,28,14,3,0,12,17,Radford
8,2023-11-26,,Notre Dame (MD),W,100,53,36,56,0.643,12,23,0.522,16,17,0.941,5,41,19,3,4,12,16,,20,63,0.317,6,25,0.24,7,10,0.7,5,16,7,7,2,9,16,Radford
9,2023-11-29,@,Old Dominion,L,68,69,24,60,0.4,11,24,0.458,9,12,0.75,10,33,16,4,7,14,18,,23,60,0.383,6,21,0.286,17,20,0.85,12,31,14,7,6,7,12,Radford
10,2023-12-03,,Elon,W,82,72,27,53,0.509,7,15,0.467,21,30,0.7,11,31,11,5,2,9,22,,23,49,0.469,5,21,0.238,21,31,0.677,11,29,7,4,3,12,26,Radford
11,2023-12-09,,North Carolina Central,W,82,74,26,55,0.473,8,22,0.364,22,26,0.846,12,37,15,5,10,13,16,,30,66,0.455,5,17,0.294,9,16,0.563,11,27,5,6,3,9,23,Radford
12,2023-12-12,,VMI,W,73,56,26,57,0.456,9,20,0.45,12,19,0.632,7,27,14,5,5,3,12,,21,57,0.368,5,19,0.263,9,14,0.643,15,39,7,2,1,13,19,Radford
13,2023-12-16,@,Bucknell,W,70,63,25,57,0.439,9,26,0.346,11,11,1.0,7,24,15,9,5,8,17,,19,47,0.404,10,23,0.435,15,15,1.0,3,19,14,3,2,12,13,Radford
14,2023-12-20,@,West Virginia,W,66,65,25,67,0.373,7,29,0.241,9,12,0.75,11,41,10,5,4,7,17,,25,61,0.41,4,21,0.19,11,17,0.647,5,36,12,5,3,7,12,Radford
15,2023-12-29,@,Clemson,L,58,93,22,53,0.415,8,22,0.364,6,7,0.857,1,10,8,7,4,8,13,,34,60,0.567,11,29,0.379,14,14,1.0,13,41,14,7,2,13,6,Radford
16,2024-01-03,,High Point,L,71,85,26,53,0.491,6,14,0.429,13,17,0.765,3,18,6,2,3,5,23,,26,60,0.433,7,24,0.292,26,30,0.867,13,36,11,3,2,6,19,Radford
17,2024-01-11,@,Longwood,W,69,58,28,55,0.509,7,20,0.35,6,8,0.75,6,22,6,9,1,11,13,,25,54,0.463,4,14,0.286,4,9,0.444,12,28,12,6,4,16,16,Radford
18,2024-01-13,@,Winthrop,L (3 OT),88,92,34,78,0.436,8,29,0.276,12,15,0.8,12,38,9,4,1,12,31,,29,63,0.46,10,29,0.345,24,38,0.632,10,34,13,7,2,14,16,Radford
19,2024-01-17,,Gardner-Webb,L,68,74,27,58,0.466,5,14,0.357,9,16,0.563,6,25,16,8,0,9,15,,27,53,0.509,10,23,0.435,10,15,0.667,8,32,15,4,2,13,16,Radford
20,2024-01-20,,USC Upstate,W,64,61,20,48,0.417,9,22,0.409,15,22,0.682,7,32,11,5,6,12,18,,21,57,0.368,5,22,0.227,14,18,0.778,10,31,6,9,2,9,16,Radford
21,2024-01-24,@,UNC Asheville,L,69,81,25,54,0.463,9,25,0.36,10,11,0.909,6,21,10,5,3,11,14,,31,52,0.596,7,16,0.438,12,14,0.857,3,23,17,4,3,8,9,Radford
22,2024-01-27,,Presbyterian,W,73,58,27,52,0.519,9,25,0.36,10,14,0.714,11,37,12,6,5,11,15,,19,54,0.352,7,19,0.368,13,18,0.722,10,27,9,2,0,7,11,Radford
23,2024-01-31,,Charleston Southern,L,60,63,22,59,0.373,9,22,0.409,7,9,0.778,11,29,13,7,6,11,13,,25,54,0.463,4,14,0.286,9,14,0.643,7,27,6,4,2,12,8,Radford
24,2024-02-03,@,USC Upstate,L,69,78,25,59,0.424,7,21,0.333,12,15,0.8,8,35,11,6,3,10,17,,27,55,0.491,11,28,0.393,13,20,0.65,6,33,20,2,4,11,17,Radford
25,2024-02-10,@,Presbyterian,L,73,76,29,53,0.547,9,15,0.6,6,13,0.462,6,28,12,3,3,10,16,,28,51,0.549,8,18,0.444,12,21,0.571,7,23,11,6,4,7,14,Radford
26,2024-02-15,,Winthrop,L,69,85,24,53,0.453,7,21,0.333,14,17,0.824,8,26,9,5,4,8,22,,29,58,0.5,8,27,0.296,19,22,0.864,10,29,12,3,2,6,14,Radford
27,2024-02-17,@,High Point,L,74,99,29,62,0.468,1,11,0.091,15,22,0.682,4,25,13,4,2,3,21,,37,71,0.521,13,33,0.394,12,18,0.667,18,47,17,1,3,8,17,Radford
28,2024-02-22,@,Gardner-Webb,W,90,74,37,66,0.561,5,13,0.385,11,15,0.733,13,37,9,6,2,7,21,,25,65,0.385,9,33,0.273,15,26,0.577,18,36,12,3,1,11,16,Radford
29,2024-02-24,,Longwood,W,88,82,26,46,0.565,13,24,0.542,23,28,0.821,4,26,17,3,6,15,18,,30,62,0.484,10,26,0.385,12,18,0.667,8,28,15,6,1,10,20,Radford
30,2024-02-28,@,Charleston Southern,L,57,58,23,55,0.418,0,9,0.0,11,18,0.611,9,36,6,3,3,5,11,,23,64,0.359,11,32,0.344,1,5,0.2,10,32,11,0,2,8,15,Radford
31,2024-03-02,,UNC Asheville,L,62,71,22,54,0.407,6,13,0.462,12,15,0.8,12,34,8,5,2,12,12,,26,63,0.413,10,29,0.345,9,11,0.818,12,31,18,8,2,9,11,Radford
32,2024-03-06,N,USC Upstate,W,67,60,22,67,0.328,2,16,0.125,21,24,0.875,18,48,9,3,2,9,19,,23,54,0.426,5,22,0.227,9,19,0.474,5,27,14,5,7,12,16,Radford
33,2024-03-08,@,High Point,L,63,77,24,60,0.4,5,22,0.227,10,18,0.556,14,27,8,6,3,7,12,,31,71,0.437,8,28,0.286,7,8,0.875,25,47,13,3,2,10,16,Radford
1,2023-11-06,@,South Carolina,L,53,82,21,59,0.356,4,16,0.25,7,14,0.5,4,22,13,11,5,10,16,,29,55,0.527,12,22,0.545,12,19,0.632,9,44,16,7,4,15,18,South Carolina Upstate
2,2023-11-10,@,Vanderbilt,L,67,74,24,55,0.436,10,20,0.5,9,13,0.692,4,17,12,8,2,5,21,,22,48,0.458,8,22,0.364,22,24,0.917,9,35,11,2,1,14,13,South Carolina Upstate
3,2023-11-12,,Carolina,W,106,48,38,63,0.603,13,29,0.448,17,25,0.68,10,41,23,19,4,15,12,,17,53,0.321,6,32,0.188,8,11,0.727,3,23,7,9,0,28,21,South Carolina Upstate
4,2023-11-15,@,East Carolina,W,83,81,29,61,0.475,9,21,0.429,16,19,0.842,10,27,14,6,1,12,23,,28,59,0.475,6,17,0.353,19,31,0.613,19,38,11,4,4,14,16,South Carolina Upstate
5,2023-11-18,@,Minnesota,L,53,67,21,62,0.339,6,21,0.286,5,11,0.455,6,32,12,7,3,9,17,,23,58,0.397,5,23,0.217,16,19,0.842,5,37,16,2,8,10,14,South Carolina Upstate
6,2023-11-21,@,Ball State,L,58,75,24,57,0.421,5,21,0.238,5,7,0.714,4,21,10,6,3,8,19,,28,58,0.483,4,16,0.25,15,18,0.833,12,37,14,5,4,9,14,South Carolina Upstate
7,2023-11-25,,Voorhees,W,79,44,30,65,0.462,8,24,0.333,11,21,0.524,12,50,12,10,1,13,20,,16,53,0.302,2,13,0.154,10,23,0.435,5,29,7,6,4,15,17,South Carolina Upstate
8,2023-11-29,@,Coastal Carolina,L (1 OT),70,72,23,72,0.319,13,41,0.317,11,20,0.55,12,31,11,10,3,9,22,,23,53,0.434,5,18,0.278,21,31,0.677,11,45,9,7,4,17,16,South Carolina Upstate
9,2023-12-02,@,North Carolina Central,W,85,82,30,54,0.556,12,27,0.444,13,17,0.765,9,25,22,7,3,20,24,,25,45,0.556,4,9,0.444,28,38,0.737,5,20,11,12,4,15,17,South Carolina Upstate
10,2023-12-09,,Kennesaw State,L,77,84,23,67,0.343,8,26,0.308,23,33,0.697,12,37,11,8,1,12,22,,29,56,0.518,9,21,0.429,17,23,0.739,4,36,12,6,6,15,22,South Carolina Upstate
11,2023-12-16,,Western Carolina,L,53,70,19,54,0.352,4,15,0.267,11,15,0.733,8,29,6,6,6,15,16,,28,59,0.475,8,27,0.296,6,16,0.375,12,39,12,6,2,11,16,South Carolina Upstate
12,2023-12-21,@,Davidson,L,59,62,22,54,0.407,9,28,0.321,6,12,0.5,7,30,13,4,3,7,13,,21,51,0.412,6,25,0.24,14,20,0.7,7,31,10,4,1,6,8,South Carolina Upstate
13,2023-12-30,,Coker,W,96,76,37,60,0.617,6,13,0.462,16,23,0.696,5,31,23,7,3,14,26,,21,60,0.35,4,25,0.16,30,37,0.811,12,29,11,11,0,16,23,South Carolina Upstate
14,2024-01-03,@,UNC Asheville,L,67,95,23,58,0.397,6,26,0.231,15,21,0.714,8,23,12,7,1,14,19,,32,54,0.593,7,16,0.438,24,24,1.0,4,30,15,9,0,13,17,South Carolina Upstate
15,2024-01-06,,Winthrop,L (1 OT),80,82,30,64,0.469,11,33,0.333,9,20,0.45,13,34,16,7,6,15,24,,25,49,0.51,7,21,0.333,25,37,0.676,5,29,12,7,3,10,21,South Carolina Upstate
16,2024-01-13,@,Charleston Southern,L,70,77,23,47,0.489,7,14,0.5,17,24,0.708,4,19,10,6,4,9,18,,24,49,0.49,10,23,0.435,19,20,0.95,8,28,14,4,3,12,17,South Carolina Upstate
17,2024-01-17,,Longwood,W,73,71,29,54,0.537,8,19,0.421,7,13,0.538,5,23,12,7,5,7,20,,24,49,0.49,5,10,0.5,18,29,0.621,10,32,9,6,2,11,19,South Carolina Upstate
18,2024-01-20,@,Radford,L,61,64,21,57,0.368,5,22,0.227,14,18,0.778,10,31,6,9,2,9,16,,20,48,0.417,9,22,0.409,15,22,0.682,7,32,11,5,6,12,18,South Carolina Upstate
19,2024-01-24,,High Point,L,67,78,28,60,0.467,3,16,0.188,8,12,0.667,7,28,10,4,4,5,24,,24,61,0.393,7,21,0.333,23,26,0.885,13,41,9,2,0,7,14,South Carolina Upstate
20,2024-01-27,@,Gardner-Webb,L,70,75,27,56,0.482,8,28,0.286,8,23,0.348,4,25,8,3,2,10,21,,28,55,0.509,4,18,0.222,15,23,0.652,9,39,15,4,2,12,22,South Carolina Upstate
21,2024-01-31,@,Presbyterian,L,73,80,32,61,0.525,4,20,0.2,5,10,0.5,8,24,10,8,4,10,17,,31,54,0.574,3,9,0.333,15,24,0.625,8,28,11,5,1,10,12,South Carolina Upstate
22,2024-02-03,,Radford,W,78,69,27,55,0.491,11,28,0.393,13,20,0.65,6,33,20,2,4,11,17,,25,59,0.424,7,21,0.333,12,15,0.8,8,35,11,6,3,10,17,South Carolina Upstate
23,2024-02-07,@,Longwood,W,69,64,26,61,0.426,7,25,0.28,10,13,0.769,5,29,10,9,1,7,18,,22,57,0.386,6,20,0.3,14,27,0.519,10,42,10,5,5,13,16,South Carolina Upstate
24,2024-02-10,,UNC Asheville,L,64,77,23,54,0.426,8,27,0.296,10,13,0.769,7,31,11,5,3,19,22,,24,52,0.462,10,25,0.4,19,29,0.655,9,30,13,13,4,13,13,South Carolina Upstate
25,2024-02-14,@,High Point,W (1 OT),86,81,29,61,0.475,9,17,0.529,19,23,0.826,5,25,9,5,5,12,21,,27,65,0.415,9,27,0.333,18,25,0.72,17,39,12,6,6,18,17,South Carolina Upstate
26,2024-02-17,,Gardner-Webb,L,65,73,23,60,0.383,7,23,0.304,12,18,0.667,9,29,11,10,2,12,21,,26,57,0.456,8,20,0.4,13,26,0.5,15,47,16,8,3,15,12,South Carolina Upstate
27,2024-02-21,,Charleston Southern,L,60,63,20,51,0.392,4,19,0.211,16,20,0.8,3,25,8,10,1,6,17,,21,55,0.382,5,18,0.278,16,21,0.762,14,43,7,3,2,17,18,South Carolina Upstate
28,2024-02-24,@,Winthrop,L,74,83,25,56,0.446,14,32,0.438,10,14,0.714,4,20,14,5,3,13,28,,26,53,0.491,6,23,0.261,25,35,0.714,12,37,10,7,4,11,18,South Carolina Upstate
29,2024-02-28,,Presbyterian,W,74,72,30,61,0.492,6,18,0.333,8,19,0.421,10,35,12,6,4,12,19,,26,57,0.456,5,19,0.263,15,21,0.714,8,34,5,9,3,12,19,South Carolina Upstate
30,2024-03-06,N,Radford,L,60,67,23,54,0.426,5,22,0.227,9,19,0.474,5,27,14,5,7,12,16,,22,67,0.328,2,16,0.125,21,24,0.875,18,48,9,3,2,9,19,South Carolina Upstate
1,2023-11-07,,Florida Gulf Coast,W,69,63,23,45,0.511,4,13,0.308,19,30,0.633,6,31,11,6,5,11,9,,24,62,0.387,13,34,0.382,2,6,0.333,8,26,13,8,3,13,25,Indiana
2,2023-11-12,,Army,W,72,64,25,43,0.581,4,11,0.364,18,22,0.818,5,25,16,5,5,17,14,,24,61,0.393,13,38,0.342,3,9,0.333,7,22,16,12,0,8,22,Indiana
3,2023-11-16,,Wright State,W,89,80,33,61,0.541,3,16,0.188,20,32,0.625,7,36,20,3,6,8,19,,28,68,0.412,11,26,0.423,13,17,0.765,13,37,15,2,1,12,25,Indiana
4,2023-11-19,N,UConn,L,57,77,17,45,0.378,3,13,0.231,20,28,0.714,2,17,6,7,3,12,21,,25,56,0.446,7,22,0.318,20,25,0.8,15,43,19,8,4,13,21,Indiana
5,2023-11-20,N,Louisville,W,74,66,24,53,0.453,1,11,0.091,25,34,0.735,7,38,18,8,7,11,18,,20,56,0.357,5,19,0.263,21,29,0.724,5,30,9,6,2,11,23,Indiana
6,2023-11-26,,Harvard,W,89,76,36,63,0.571,4,15,0.267,13,17,0.765,11,34,20,8,4,12,13,,26,60,0.433,9,26,0.346,15,18,0.833,8,24,13,6,1,13,16,Indiana
7,2023-12-01,,Maryland,W,65,53,26,57,0.456,3,9,0.333,10,18,0.556,13,42,17,7,4,13,17,,20,56,0.357,2,16,0.125,11,17,0.647,10,29,8,9,7,12,21,Indiana
8,2023-12-05,@,Michigan,W,78,75,30,58,0.517,3,9,0.333,15,21,0.714,8,28,7,8,4,13,19,,26,55,0.473,4,17,0.235,19,24,0.792,5,26,8,4,2,14,21,Indiana
9,2023-12-09,N,Auburn,L,76,104,24,56,0.429,6,17,0.353,22,29,0.759,7,32,14,2,4,11,22,,35,72,0.486,14,29,0.483,20,23,0.87,9,36,25,8,3,2,21,Indiana
10,2023-12-16,,Kansas,L,71,75,25,59,0.424,6,16,0.375,15,22,0.682,6,33,10,6,2,14,21,,26,61,0.426,6,18,0.333,17,24,0.708,7,31,18,9,4,11,15,Indiana
11,2023-12-19,,Morehead State,W,69,68,25,63,0.397,3,16,0.188,16,28,0.571,11,39,12,1,3,5,12,,25,65,0.385,10,34,0.294,8,11,0.727,8,36,8,5,6,7,26,Indiana
12,2023-12-21,,North Alabama,W,83,66,31,58,0.534,12,24,0.5,9,14,0.643,7,31,25,7,4,10,13,,26,64,0.406,9,32,0.281,5,8,0.625,11,31,12,6,4,13,16,Indiana
13,2023-12-29,,Kennesaw State,W,100,87,36,59,0.61,7,15,0.467,21,33,0.636,10,39,20,9,7,17,12,,32,71,0.451,17,35,0.486,6,8,0.75,8,27,21,10,4,15,26,Indiana
14,2024-01-03,@,Nebraska,L,70,86,24,51,0.471,9,18,0.5,13,19,0.684,7,31,19,5,2,19,19,,27,59,0.458,12,32,0.375,20,26,0.769,7,26,16,15,0,8,20,Indiana
15,2024-01-06,,Ohio State,W,71,65,27,59,0.458,5,12,0.417,12,16,0.75,6,25,16,8,3,4,15,,25,69,0.362,7,27,0.259,8,9,0.889,16,42,13,3,10,14,15,Indiana
16,2024-01-09,@,Rutgers,L,57,66,23,58,0.397,7,26,0.269,4,15,0.267,7,37,17,10,5,18,21,,21,65,0.323,5,22,0.227,19,28,0.679,15,46,12,9,7,15,13,Indiana
17,2024-01-12,,Minnesota,W,74,62,26,60,0.433,6,14,0.429,16,27,0.593,12,38,17,6,2,9,18,,23,59,0.39,3,20,0.15,13,24,0.542,12,40,9,7,7,13,22,Indiana
18,2024-01-16,,Purdue,L,66,87,27,65,0.415,8,24,0.333,4,9,0.444,9,32,14,4,3,10,19,,29,62,0.468,7,19,0.368,22,27,0.815,10,41,14,7,2,8,12,Indiana
19,2024-01-19,@,Wisconsin,L,79,91,28,52,0.538,6,14,0.429,17,21,0.81,7,21,7,3,2,10,23,,28,47,0.596,10,21,0.476,25,29,0.862,3,22,14,8,0,9,19,Indiana
20,2024-01-27,@,Illinois,L,62,70,25,54,0.463,0,9,0.0,12,22,0.545,7,33,8,3,2,9,22,,23,62,0.371,7,23,0.304,17,26,0.654,12,39,8,6,4,8,18,Indiana
21,2024-01-30,,Iowa,W,74,68,26,57,0.456,8,22,0.364,14,22,0.636,10,37,18,3,8,11,17,,23,65,0.354,6,22,0.273,16,19,0.842,7,26,10,9,3,3,16,Indiana
22,2024-02-03,,Penn State,L,71,85,25,52,0.481,5,19,0.263,16,19,0.842,10,27,13,2,2,11,13,,31,54,0.574,12,22,0.545,11,16,0.688,7,21,17,7,0,6,19,Indiana
23,2024-02-06,@,Ohio State,W,76,73,25,56,0.446,5,13,0.385,21,31,0.677,12,33,12,5,3,10,21,,22,53,0.415,5,17,0.294,24,27,0.889,5,25,10,4,4,11,23,Indiana
24,2024-02-10,@,Purdue,L,59,79,23,55,0.418,4,16,0.25,9,15,0.6,4,27,15,5,2,11,20,,25,59,0.424,8,21,0.381,21,33,0.636,14,43,12,10,3,8,13,Indiana
25,2024-02-18,,Northwestern,L,72,76,27,53,0.509,6,18,0.333,12,21,0.571,5,36,19,1,5,11,22,,23,65,0.354,8,23,0.348,22,28,0.786,12,36,14,5,2,3,20,Indiana
26,2024-02-21,,Nebraska,L,70,85,26,61,0.426,4,21,0.19,14,24,0.583,9,35,13,3,3,9,17,,31,63,0.492,14,33,0.424,9,14,0.643,7,34,19,5,1,7,18,Indiana
27,2024-02-24,@,Penn State,L,74,83,29,57,0.509,2,15,0.133,14,25,0.56,8,29,14,5,3,12,23,,24,53,0.453,9,21,0.429,26,30,0.867,8,30,14,6,1,10,21,Indiana
28,2024-02-27,,Wisconsin,W,74,70,29,47,0.617,6,14,0.429,10,15,0.667,4,30,17,1,7,12,8,,30,69,0.435,8,26,0.308,2,3,0.667,9,26,10,10,0,2,14,Indiana
29,2024-03-03,@,Maryland,W,83,78,31,55,0.564,7,16,0.438,14,17,0.824,6,32,14,4,4,14,10,,30,62,0.484,9,24,0.375,9,10,0.9,6,24,12,8,2,10,15,Indiana
