G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
5,2020-12-09,@,Texas,REG (Non-Conf),L,53,74,22,61,0.361,2,11,0.182,20,50,0.4,0.377,7,10,0.7,10,17,27,8,10,6,13,15,25,57,0.439,7,22,0.318,18,35,0.514,0.5,17,20,0.85,11,24,35,16,5,7,14,14,Texas State
6,2020-12-12,,,REG (Non-Conf),L,58,61,23,66,0.348,4,22,0.182,19,44,0.432,0.379,8,16,0.5,19,30,49,14,8,3,18,22,24,56,0.429,6,15,0.4,18,41,0.439,0.482,7,15,0.467,5,25,30,11,10,1,14,19,Texas State
7,2020-12-15,,Texas A&M–Corpus Christi,REG (Non-Conf),W,51,46,21,46,0.457,2,13,0.154,19,33,0.576,0.478,7,12,0.583,7,21,28,8,5,4,9,14,17,43,0.395,5,14,0.357,12,29,0.414,0.453,7,10,0.7,4,20,24,8,4,2,14,15,Texas State
8,2020-12-19,@,Denver,REG (Non-Conf),W,70,68,25,49,0.51,7,12,0.583,18,37,0.486,0.582,13,18,0.722,6,13,19,11,10,4,18,22,23,46,0.5,6,16,0.375,17,30,0.567,0.565,16,20,0.8,4,16,20,13,6,0,23,19,Texas State
9,2020-12-21,N,Northern Arizona,REG (Non-Conf),W,70,65,30,55,0.545,6,16,0.375,24,39,0.615,0.6,4,5,0.8,5,18,23,18,10,4,9,17,25,44,0.568,7,19,0.368,18,25,0.72,0.648,8,14,0.571,2,18,20,14,4,0,15,13,Texas State
10,2021-01-01,@,Louisiana,REG (Conf),L,77,83,33,67,0.493,7,15,0.467,26,52,0.5,0.545,4,10,0.4,9,21,30,21,9,3,18,23,28,62,0.452,8,24,0.333,20,38,0.526,0.516,19,25,0.76,11,22,33,15,6,9,18,14,Texas State
11,2021-01-02,@,Louisiana,REG (Conf),W,71,59,27,45,0.6,6,13,0.462,21,32,0.656,0.667,11,14,0.786,5,22,27,20,6,2,18,18,18,52,0.346,6,21,0.286,12,31,0.387,0.404,17,17,1.0,7,13,20,8,8,2,16,18,Texas State
12,2021-01-15,@,Little Rock,REG (Conf),W,63,59,22,48,0.458,9,23,0.391,13,25,0.52,0.552,10,12,0.833,7,22,29,13,4,2,19,24,20,52,0.385,6,22,0.273,14,30,0.467,0.442,13,21,0.619,10,18,28,10,8,2,14,16,Texas State
13,2021-01-16,@,Little Rock,REG (Conf),W,67,56,25,47,0.532,6,10,0.6,19,37,0.514,0.596,11,17,0.647,7,15,22,8,5,3,11,18,19,40,0.475,5,13,0.385,14,27,0.519,0.538,13,17,0.765,8,16,24,11,3,3,13,14,Texas State
14,2021-01-22,@,Louisiana–Monroe,REG (Conf),W,57,47,22,47,0.468,4,10,0.4,18,37,0.486,0.511,9,15,0.6,5,25,30,13,9,5,16,12,16,41,0.39,6,16,0.375,10,25,0.4,0.463,9,14,0.643,3,19,22,10,8,5,19,16,Texas State
15,2021-01-23,@,Louisiana–Monroe,REG (Conf),W,69,63,28,52,0.538,9,15,0.6,19,37,0.514,0.625,4,10,0.4,6,28,34,20,3,1,7,8,25,58,0.431,10,28,0.357,15,30,0.5,0.517,3,7,0.429,5,21,26,17,5,2,6,11,Texas State
16,2021-01-29,,Louisiana,REG (Conf),L,60,62,23,64,0.359,4,21,0.19,19,43,0.442,0.391,10,16,0.625,15,22,37,13,4,3,7,21,21,46,0.457,5,15,0.333,16,31,0.516,0.511,15,24,0.625,5,27,32,10,2,2,12,20,Texas State
17,2021-01-30,,Louisiana,REG (Conf),L,73,74,28,61,0.459,5,11,0.455,23,50,0.46,0.5,12,13,0.923,11,13,24,13,6,0,7,11,28,49,0.571,11,17,0.647,17,32,0.531,0.684,7,8,0.875,6,20,26,10,4,3,10,15,Texas State
18,2021-02-05,,Little Rock,REG (Conf),W,57,47,23,49,0.469,4,13,0.308,19,36,0.528,0.51,7,9,0.778,4,23,27,15,7,3,12,19,17,44,0.386,5,18,0.278,12,26,0.462,0.443,8,14,0.571,6,18,24,6,6,1,15,15,Texas State
19,2021-02-06,,Little Rock,REG (Conf),W,77,67,28,55,0.509,9,21,0.429,19,34,0.559,0.591,12,13,0.923,8,16,24,17,11,2,10,17,22,43,0.512,10,17,0.588,12,26,0.462,0.628,13,20,0.65,5,16,21,12,5,1,16,14,Texas State
20,2021-02-11,@,UT Arlington,REG (Conf),W,63,56,23,55,0.418,4,13,0.308,19,42,0.452,0.455,13,16,0.813,9,23,32,14,9,1,9,12,21,57,0.368,6,25,0.24,15,32,0.469,0.421,8,11,0.727,11,22,33,9,5,8,13,15,Texas State
21,2021-02-13,,UT Arlington,REG (Conf),W,79,68,27,58,0.466,7,13,0.538,20,45,0.444,0.526,18,23,0.783,14,23,37,19,8,2,10,11,22,52,0.423,14,29,0.483,8,23,0.348,0.558,10,13,0.769,5,14,19,15,6,5,12,20,Texas State
22,2021-02-22,@,Arkansas State,REG (Conf),W,57,52,21,51,0.412,5,12,0.417,16,39,0.41,0.461,10,10,1.0,5,26,31,8,6,2,14,18,21,57,0.368,0,13,0.0,21,44,0.477,0.368,10,12,0.833,12,23,35,7,9,1,12,13,Texas State
23,2021-02-26,,Louisiana–Monroe,REG (Conf),W,58,49,22,46,0.478,3,12,0.25,19,34,0.559,0.511,11,15,0.733,4,25,29,8,5,2,12,14,18,45,0.4,4,15,0.267,14,30,0.467,0.444,9,15,0.6,2,18,20,9,9,4,12,15,Texas State
24,2021-02-27,,Louisiana–Monroe,REG (Conf),W,61,57,19,44,0.432,7,15,0.467,12,29,0.414,0.511,16,21,0.762,6,24,30,9,6,0,15,12,19,51,0.373,8,27,0.296,11,24,0.458,0.451,11,16,0.688,9,19,28,13,11,1,13,17,Texas State
25,2021-03-06,N,Appalachian State,CTOURN,L,73,76,28,65,0.431,8,21,0.381,20,44,0.455,0.492,9,14,0.643,7,29,36,14,4,6,10,22,22,59,0.373,12,27,0.444,10,32,0.313,0.475,20,30,0.667,9,28,37,12,5,1,9,11,Texas State
1,2020-11-25,,Northwestern State,REG (Non-Conf),W,101,58,38,70,0.543,8,20,0.4,30,50,0.6,0.6,17,26,0.654,13,37,50,22,13,2,10,14,21,61,0.344,5,23,0.217,16,38,0.421,0.385,11,20,0.55,8,23,31,8,2,1,19,21,Texas Tech
2,2020-11-27,,Sam Houston State,REG (Non-Conf),W,84,52,26,52,0.5,7,17,0.412,19,35,0.543,0.567,25,31,0.806,7,27,34,16,6,1,12,19,17,54,0.315,4,18,0.222,13,36,0.361,0.352,14,21,0.667,9,17,26,5,7,2,18,27,Texas Tech
3,2020-11-29,N,Houston,REG (Non-Conf),L,53,64,18,46,0.391,4,18,0.222,14,28,0.5,0.435,13,24,0.542,8,20,28,7,3,3,18,22,20,57,0.351,8,24,0.333,12,33,0.364,0.421,16,21,0.762,13,22,35,9,11,4,12,24,Texas Tech
4,2020-12-04,,Troy,REG (Non-Conf),W,80,46,28,51,0.549,11,19,0.579,17,32,0.531,0.657,13,22,0.591,8,21,29,20,8,8,13,21,18,53,0.34,2,20,0.1,16,33,0.485,0.358,8,14,0.571,13,18,31,8,5,2,22,22,Texas Tech
5,2020-12-06,,Grambling State,REG (Non-Conf),W,81,40,26,62,0.419,8,18,0.444,18,44,0.409,0.484,21,27,0.778,13,22,35,16,13,7,12,15,13,37,0.351,2,14,0.143,11,23,0.478,0.378,12,20,0.6,3,23,26,3,6,4,30,23,Texas Tech
6,2020-12-09,,Abilene Christian,REG (Non-Conf),W,51,44,12,43,0.279,2,15,0.133,10,28,0.357,0.302,25,37,0.676,11,17,28,7,9,6,16,16,16,45,0.356,6,18,0.333,10,27,0.37,0.422,6,9,0.667,3,20,23,6,8,3,20,31,Texas Tech
7,2020-12-12,N,Texas A&M–Corpus Christi,REG (Non-Conf),W,77,57,27,68,0.397,4,17,0.235,23,51,0.451,0.426,19,30,0.633,21,19,40,19,8,4,4,14,21,48,0.438,7,17,0.412,14,31,0.452,0.51,8,14,0.571,8,22,30,11,3,4,18,23,Texas Tech
8,2020-12-17,,Kansas,REG (Conf),L,57,58,20,62,0.323,6,23,0.261,14,39,0.359,0.371,11,18,0.611,9,20,29,8,5,3,7,14,19,47,0.404,6,18,0.333,13,29,0.448,0.468,14,15,0.933,3,33,36,13,3,3,15,22,Texas Tech
9,2020-12-22,@,Oklahoma,REG (Conf),W,69,67,28,57,0.491,4,14,0.286,24,43,0.558,0.526,9,10,0.9,6,20,26,10,6,2,11,22,22,54,0.407,6,15,0.4,16,39,0.41,0.463,17,27,0.63,10,19,29,9,7,4,14,13,Texas Tech
10,2020-12-29,,Incarnate Word,REG (Non-Conf),W,79,51,29,66,0.439,6,20,0.3,23,46,0.5,0.485,15,23,0.652,16,20,36,17,5,5,7,15,15,42,0.357,4,16,0.25,11,26,0.423,0.405,17,22,0.773,4,21,25,2,4,2,20,21,Texas Tech
11,2021-01-02,,Oklahoma State,REG (Conf),L,77,82,22,55,0.4,8,22,0.364,14,33,0.424,0.473,25,35,0.714,9,25,34,10,3,8,14,21,28,63,0.444,8,19,0.421,20,44,0.455,0.508,18,24,0.75,8,26,34,14,12,0,13,26,Texas Tech
12,2021-01-05,,Kansas State,REG (Conf),W,82,71,24,53,0.453,4,18,0.222,20,35,0.571,0.491,30,36,0.833,10,21,31,11,9,3,8,10,27,55,0.491,8,24,0.333,19,31,0.613,0.564,9,9,1.0,7,19,26,15,4,4,14,24,Texas Tech
13,2021-01-09,@,Iowa State,REG (Conf),W,91,64,33,56,0.589,7,18,0.389,26,38,0.684,0.652,18,21,0.857,7,26,33,15,11,2,10,14,26,59,0.441,6,18,0.333,20,41,0.488,0.492,6,7,0.857,6,18,24,10,6,0,15,20,Texas Tech
14,2021-01-13,@,Texas,REG (Conf),W,79,77,25,60,0.417,7,19,0.368,18,41,0.439,0.475,22,28,0.786,8,25,33,7,4,5,7,23,23,54,0.426,13,25,0.52,10,29,0.345,0.546,18,31,0.581,11,24,35,9,2,6,14,19,Texas Tech
15,2021-01-16,,Baylor,REG (Conf),L,60,68,22,62,0.355,6,24,0.25,16,38,0.421,0.403,10,14,0.714,18,23,41,5,8,9,20,20,23,55,0.418,9,24,0.375,14,31,0.452,0.5,13,22,0.591,8,23,31,6,8,3,16,18,Texas Tech
16,2021-01-25,@,West Virginia,REG (Conf),L,87,88,34,73,0.466,9,21,0.429,25,52,0.481,0.527,10,12,0.833,10,21,31,14,7,1,2,20,30,52,0.577,12,19,0.632,18,33,0.545,0.692,16,27,0.593,5,29,34,14,2,4,12,14,Texas Tech
17,2021-01-30,@,LSU,REG (Non-Conf),W,76,71,26,62,0.419,7,23,0.304,19,39,0.487,0.476,17,21,0.81,15,24,39,10,4,2,13,13,25,58,0.431,9,23,0.391,16,35,0.457,0.509,12,18,0.667,10,18,28,8,10,3,12,20,Texas Tech
18,2021-02-01,,Oklahoma,REG (Conf),W,57,52,17,51,0.333,5,14,0.357,12,37,0.324,0.382,18,22,0.818,12,25,37,7,5,4,10,11,18,54,0.333,6,22,0.273,12,32,0.375,0.389,10,13,0.769,9,21,30,3,8,2,9,16,Texas Tech
19,2021-02-06,@,Kansas State,REG (Conf),W,73,62,24,51,0.471,10,20,0.5,14,31,0.452,0.569,15,22,0.682,6,22,28,18,8,5,8,18,20,44,0.455,9,20,0.45,11,24,0.458,0.557,13,22,0.591,6,24,30,13,5,3,16,20,Texas Tech
20,2021-02-09,,West Virginia,REG (Conf),L,71,82,26,58,0.448,5,17,0.294,21,41,0.512,0.491,14,20,0.7,9,17,26,15,9,4,12,27,23,47,0.489,7,14,0.5,16,33,0.485,0.564,29,39,0.744,8,17,25,9,5,1,15,20,Texas Tech
21,2021-02-20,@,Kansas,REG (Conf),L,61,67,22,53,0.415,5,17,0.294,17,36,0.472,0.462,12,19,0.632,9,27,36,11,2,3,9,14,25,63,0.397,8,28,0.286,17,35,0.486,0.46,9,13,0.692,13,24,37,17,3,4,6,18,Texas Tech
22,2021-02-22,@,Oklahoma State,REG (Conf),L,69,74,28,66,0.424,5,15,0.333,23,51,0.451,0.462,8,12,0.667,10,21,31,11,10,4,12,24,25,53,0.472,2,12,0.167,23,41,0.561,0.491,22,32,0.688,6,28,34,9,6,4,18,13,Texas Tech
23,2021-02-27,,Texas,REG (Conf),W,68,59,22,50,0.44,4,13,0.308,18,37,0.486,0.48,20,26,0.769,7,24,31,13,6,4,10,21,17,49,0.347,7,24,0.292,10,25,0.4,0.418,18,27,0.667,7,23,30,12,5,2,11,22,Texas Tech
24,2021-03-02,,TCU,REG (Conf),W,69,49,29,56,0.518,6,13,0.462,23,43,0.535,0.571,5,10,0.5,11,18,29,22,7,4,8,14,19,49,0.388,4,17,0.235,15,32,0.469,0.429,7,11,0.636,11,17,28,7,6,2,13,15,Texas Tech
25,2021-03-04,,Iowa State,REG (Conf),W,81,54,29,47,0.617,5,15,0.333,24,32,0.75,0.67,18,25,0.72,3,28,31,13,9,4,12,14,18,58,0.31,8,27,0.296,10,31,0.323,0.379,10,10,1.0,5,15,20,9,7,1,12,18,Texas Tech
26,2021-03-07,@,Baylor,REG (Conf),L,73,88,27,59,0.458,9,18,0.5,18,41,0.439,0.534,10,17,0.588,8,14,22,13,5,5,7,21,29,55,0.527,15,24,0.625,14,31,0.452,0.664,15,22,0.682,11,25,36,19,4,2,12,19,Texas Tech
27,2021-03-11,N,Texas,CTOURN,L,66,67,24,60,0.4,6,17,0.353,18,43,0.419,0.45,12,20,0.6,16,16,32,13,13,2,13,12,25,55,0.455,11,26,0.423,14,29,0.483,0.555,6,8,0.75,13,21,34,13,7,7,20,18,Texas Tech
28,2021-03-19,N,Utah State,ROUND-64,W,65,53,26,62,0.419,7,18,0.389,19,44,0.432,0.476,6,8,0.75,6,20,26,15,8,3,7,14,22,50,0.44,4,19,0.211,18,31,0.581,0.48,5,10,0.5,8,26,34,13,3,9,22,13,Texas Tech
29,2021-03-21,N,Arkansas,ROUND-32,L,66,68,22,61,0.361,10,20,0.5,12,41,0.293,0.443,12,18,0.667,11,22,33,12,3,3,9,19,26,62,0.419,4,17,0.235,22,45,0.489,0.452,12,17,0.706,9,26,35,10,0,1,9,16,Texas Tech
1,2020-11-25,,,REG (Non-Conf),W,89,64,31,67,0.463,18,39,0.462,13,28,0.464,0.597,9,15,0.6,17,27,44,16,10,7,20,17,23,66,0.348,7,18,0.389,16,48,0.333,0.402,11,21,0.524,10,17,27,9,9,3,16,16,The Citadel
2,2020-12-03,,North Carolina A&T,REG (Non-Conf),W,78,70,27,65,0.415,11,37,0.297,16,28,0.571,0.5,13,20,0.65,9,26,35,17,5,7,12,17,27,59,0.458,4,16,0.25,23,43,0.535,0.492,12,17,0.706,5,32,37,15,4,1,16,23,The Citadel
3,2020-12-05,,,REG (Non-Conf),W,100,58,36,71,0.507,16,35,0.457,20,36,0.556,0.62,12,18,0.667,7,34,41,26,17,5,11,22,17,63,0.27,6,21,0.286,11,42,0.262,0.317,18,24,0.75,14,28,42,7,7,2,21,18,The Citadel
4,2020-12-07,,,REG (Non-Conf),W,96,57,35,71,0.493,18,32,0.563,17,39,0.436,0.62,8,14,0.571,18,30,48,25,6,4,7,7,20,58,0.345,7,23,0.304,13,35,0.371,0.405,10,12,0.833,5,18,23,12,4,1,10,14,The Citadel
5,2020-12-09,,,REG (Non-Conf),W,102,51,37,75,0.493,15,38,0.395,22,37,0.595,0.593,13,19,0.684,15,40,55,22,10,1,12,20,18,63,0.286,0,10,0.0,18,53,0.34,0.286,15,22,0.682,6,24,30,6,7,2,16,15,The Citadel
6,2020-12-19,@,Longwood,REG (Non-Conf),W,91,89,25,55,0.455,11,31,0.355,14,24,0.583,0.555,30,38,0.789,9,22,31,13,2,2,15,27,32,63,0.508,1,11,0.091,31,52,0.596,0.516,24,29,0.828,5,23,28,9,4,1,9,29,The Citadel
7,2020-12-22,,Presbyterian,REG (Non-Conf),W,94,82,34,60,0.567,11,22,0.5,23,38,0.605,0.658,15,22,0.682,8,18,26,18,6,7,11,17,31,67,0.463,8,20,0.4,23,47,0.489,0.522,12,18,0.667,16,21,37,10,5,2,18,21,The Citadel
8,2021-01-09,,Chattanooga,REG (Conf),W,92,87,28,56,0.5,16,31,0.516,12,25,0.48,0.643,20,24,0.833,2,29,31,21,6,7,10,20,31,70,0.443,8,22,0.364,23,48,0.479,0.5,17,18,0.944,7,25,32,13,4,0,9,23,The Citadel
9,2021-01-13,,Furman,REG (Conf),L,88,94,30,65,0.462,12,34,0.353,18,31,0.581,0.554,16,20,0.8,9,27,36,15,4,8,20,20,37,72,0.514,8,24,0.333,29,48,0.604,0.569,12,18,0.667,10,26,36,21,13,3,14,21,The Citadel
10,2021-01-16,@,VMI,REG (Conf),L,103,110,34,73,0.466,13,28,0.464,21,45,0.467,0.555,22,32,0.688,13,24,37,15,5,1,10,22,36,69,0.522,12,27,0.444,24,42,0.571,0.609,26,30,0.867,10,28,38,16,6,4,10,24,The Citadel
11,2021-01-18,@,UNC Greensboro,REG (Conf),L,73,87,26,61,0.426,9,33,0.273,17,28,0.607,0.5,12,18,0.667,7,23,30,9,2,2,11,14,38,73,0.521,5,20,0.25,33,53,0.623,0.555,6,11,0.545,12,24,36,11,8,7,6,19,The Citadel
12,2021-01-20,,Mercer,REG (Conf),L,63,83,21,63,0.333,8,27,0.296,13,36,0.361,0.397,13,18,0.722,11,27,38,13,0,5,14,10,36,67,0.537,8,23,0.348,28,44,0.636,0.597,3,6,0.5,0,27,27,19,10,4,6,17,The Citadel
13,2021-01-27,,Wofford,REG (Conf),W,77,69,27,61,0.443,14,27,0.519,13,34,0.382,0.557,9,18,0.5,4,34,38,19,7,6,11,15,24,69,0.348,5,29,0.172,19,40,0.475,0.384,16,18,0.889,8,30,38,9,7,2,11,17,The Citadel
14,2021-01-30,@,East Tennessee State,REG (Conf),L,84,112,28,52,0.538,11,26,0.423,17,26,0.654,0.644,17,30,0.567,7,18,25,19,3,4,16,19,37,69,0.536,12,23,0.522,25,46,0.543,0.623,26,30,0.867,12,26,38,16,10,0,5,24,The Citadel
15,2021-02-01,@,Western Carolina,REG (Conf),L,75,76,30,60,0.5,4,19,0.211,26,41,0.634,0.533,11,17,0.647,6,23,29,9,4,5,12,18,32,62,0.516,2,16,0.125,30,46,0.652,0.532,10,15,0.667,9,25,34,13,6,4,13,17,The Citadel
16,2021-02-03,,UNC Greensboro,REG (Conf),L,66,85,21,55,0.382,5,23,0.217,16,32,0.5,0.427,19,25,0.76,9,26,35,7,4,6,14,10,35,69,0.507,9,22,0.409,26,47,0.553,0.572,6,7,0.857,5,28,33,20,9,5,7,18,The Citadel
17,2021-02-06,,Western Carolina,REG (Conf),W,74,63,27,61,0.443,8,26,0.308,19,35,0.543,0.508,12,15,0.8,7,29,36,19,5,3,8,18,24,59,0.407,4,22,0.182,20,37,0.541,0.441,11,14,0.786,7,25,32,6,5,1,13,14,The Citadel
18,2021-02-10,,East Tennessee State,REG (Conf),W,79,71,28,57,0.491,8,26,0.308,20,31,0.645,0.561,15,21,0.714,7,30,37,21,4,10,11,13,28,73,0.384,8,25,0.32,20,48,0.417,0.438,7,9,0.778,11,24,35,12,7,5,7,19,The Citadel
19,2021-02-13,@,Chattanooga,REG (Conf),L,66,70,26,63,0.413,8,26,0.308,18,37,0.486,0.476,6,8,0.75,7,27,34,16,5,4,11,15,25,61,0.41,6,21,0.286,19,40,0.475,0.459,14,21,0.667,9,27,36,10,8,6,8,11,The Citadel
20,2021-02-17,@,Wofford,REG (Conf),L,67,81,25,59,0.424,9,32,0.281,16,27,0.593,0.5,8,10,0.8,3,23,26,14,3,3,13,16,27,59,0.458,10,25,0.4,17,34,0.5,0.542,17,20,0.85,5,30,35,18,9,0,12,16,The Citadel
21,2021-02-20,,VMI,REG (Conf),W,75,74,30,72,0.417,6,30,0.2,24,42,0.571,0.458,9,15,0.6,8,33,41,16,3,6,7,15,27,66,0.409,7,30,0.233,20,36,0.556,0.462,13,14,0.929,6,36,42,17,5,4,10,15,The Citadel
22,2021-02-22,@,Mercer,REG (Conf),L,52,88,19,60,0.317,4,26,0.154,15,34,0.441,0.35,10,16,0.625,8,20,28,5,6,2,10,7,35,66,0.53,11,28,0.393,24,38,0.632,0.614,7,9,0.778,10,35,45,15,9,2,10,15,The Citadel
23,2021-02-24,@,Furman,REG (Conf),L,63,72,26,63,0.413,4,17,0.235,22,46,0.478,0.444,7,10,0.7,5,21,26,14,8,0,7,10,30,55,0.545,8,27,0.296,22,28,0.786,0.618,4,9,0.444,4,30,34,16,6,9,11,13,The Citadel
24,2021-03-05,N,Western Carolina,CTOURN,W,100,86,32,61,0.525,12,29,0.414,20,32,0.625,0.623,24,29,0.828,8,30,38,12,4,2,12,24,29,65,0.446,10,34,0.294,19,31,0.613,0.523,18,26,0.692,6,22,28,12,6,1,9,24,The Citadel
25,2021-03-06,N,UNC Greensboro,CTOURN,L,72,80,25,60,0.417,5,26,0.192,20,34,0.588,0.458,17,23,0.739,8,28,36,8,7,1,12,12,28,63,0.444,9,25,0.36,19,38,0.5,0.516,15,17,0.882,6,28,34,12,7,5,10,19,The Citadel
1,2020-11-25,N,Bradley,REG (Non-Conf),L,59,61,22,66,0.333,11,29,0.379,11,37,0.297,0.417,4,8,0.5,12,23,35,13,6,2,7,11,24,59,0.407,5,21,0.238,19,38,0.5,0.449,8,10,0.8,12,30,42,12,1,6,15,14,Toledo
2,2020-11-26,N,Oakland,REG (Non-Conf),W,80,53,28,62,0.452,16,34,0.471,12,28,0.429,0.581,8,10,0.8,15,27,42,25,8,3,16,21,16,51,0.314,2,23,0.087,14,28,0.5,0.333,19,28,0.679,11,17,28,5,8,1,15,15,Toledo
3,2020-11-27,@,Xavier,REG (Non-Conf),L,73,76,22,57,0.386,10,19,0.526,12,38,0.316,0.474,19,24,0.792,5,29,34,13,3,1,13,19,28,65,0.431,6,22,0.273,22,43,0.512,0.477,14,19,0.737,10,28,38,16,11,6,7,18,Toledo
4,2020-12-01,,Cleveland State,REG (Non-Conf),W,70,61,21,59,0.356,8,24,0.333,13,35,0.371,0.424,20,25,0.8,9,25,34,15,10,1,8,8,26,63,0.413,7,24,0.292,19,39,0.487,0.468,2,5,0.4,13,29,42,12,3,5,16,22,Toledo
5,2020-12-04,@,Eastern Michigan,REG (Conf),W,91,74,31,61,0.508,11,31,0.355,20,30,0.667,0.598,18,25,0.72,12,21,33,19,4,1,10,14,27,64,0.422,9,31,0.29,18,33,0.545,0.492,11,15,0.733,13,20,33,13,7,3,14,22,Toledo
6,2020-12-09,@,Michigan,REG (Non-Conf),L,71,91,26,64,0.406,9,24,0.375,17,40,0.425,0.477,10,12,0.833,9,17,26,12,4,1,13,19,34,59,0.576,9,16,0.563,25,43,0.581,0.653,14,18,0.778,8,24,32,20,7,9,8,13,Toledo
7,2020-12-12,,Kansas City,REG (Non-Conf),W,64,57,17,39,0.436,7,18,0.389,10,21,0.476,0.526,23,26,0.885,9,20,29,12,5,2,16,17,22,46,0.478,6,16,0.375,16,30,0.533,0.543,7,11,0.636,5,16,21,11,6,0,10,24,Toledo
8,2020-12-16,@,Marshall,REG (Non-Conf),W,96,87,34,75,0.453,10,30,0.333,24,45,0.533,0.52,18,23,0.783,12,33,45,17,10,1,15,18,31,69,0.449,11,34,0.324,20,35,0.571,0.529,14,17,0.824,5,31,36,22,6,10,18,19,Toledo
9,2020-12-19,,Valparaiso,REG (Non-Conf),W,71,57,22,62,0.355,10,31,0.323,12,31,0.387,0.435,17,23,0.739,5,31,36,16,2,3,4,12,24,58,0.414,4,20,0.2,20,38,0.526,0.448,5,8,0.625,2,28,30,9,1,3,9,22,Toledo
10,2020-12-22,,Northern Illinois,REG (Conf),W,78,55,27,57,0.474,12,30,0.4,15,27,0.556,0.579,12,16,0.75,8,31,39,18,5,3,16,19,22,60,0.367,1,15,0.067,21,45,0.467,0.375,10,17,0.588,13,19,32,3,10,2,14,19,Toledo
11,2021-01-02,@,Western Michigan,REG (Conf),W,70,59,25,65,0.385,8,31,0.258,17,34,0.5,0.446,12,15,0.8,10,25,35,12,6,1,9,19,23,58,0.397,5,27,0.185,18,31,0.581,0.44,8,11,0.727,10,25,35,10,3,3,15,17,Toledo
12,2021-01-05,@,Kent State,REG (Conf),W,84,82,30,64,0.469,13,28,0.464,17,36,0.472,0.57,11,16,0.688,6,16,22,15,7,1,6,11,29,68,0.426,13,31,0.419,16,37,0.432,0.522,11,14,0.786,20,25,45,17,3,8,14,14,Toledo
13,2021-01-08,,Ohio,REG (Conf),W,95,78,34,55,0.618,12,27,0.444,22,28,0.786,0.727,15,18,0.833,5,22,27,23,6,6,17,18,27,62,0.435,9,27,0.333,18,35,0.514,0.508,15,18,0.833,7,17,24,16,8,1,15,18,Toledo
14,2021-01-12,,Eastern Michigan,REG (Conf),W,96,63,38,69,0.551,17,32,0.531,21,37,0.568,0.674,3,6,0.5,13,24,37,26,4,3,10,15,23,58,0.397,7,19,0.368,16,39,0.41,0.457,10,15,0.667,7,16,23,14,6,1,10,11,Toledo
15,2021-01-16,@,Akron,REG (Conf),L,94,95,31,70,0.443,12,28,0.429,19,42,0.452,0.529,20,27,0.741,10,19,29,17,7,2,5,15,34,67,0.507,14,40,0.35,20,27,0.741,0.612,13,15,0.867,11,24,35,12,4,4,12,24,Toledo
16,2021-01-19,,Central Michigan,REG (Conf),W,89,72,33,68,0.485,9,29,0.31,24,39,0.615,0.551,14,19,0.737,10,23,33,21,8,8,11,13,29,75,0.387,4,25,0.16,25,50,0.5,0.413,10,12,0.833,18,22,40,11,6,1,16,17,Toledo
17,2021-01-23,,Kent State,REG (Conf),W,76,74,29,59,0.492,8,26,0.308,21,33,0.636,0.559,10,11,0.909,5,21,26,14,7,3,11,21,25,61,0.41,7,23,0.304,18,38,0.474,0.467,17,23,0.739,13,25,38,13,8,2,13,18,Toledo
18,2021-01-26,@,Miami (OH),REG (Conf),W,90,81,33,57,0.579,11,23,0.478,22,34,0.647,0.675,13,15,0.867,8,17,25,18,8,3,12,14,34,63,0.54,8,22,0.364,26,41,0.634,0.603,5,7,0.714,6,15,21,13,6,3,11,17,Toledo
19,2021-01-30,@,Bowling Green,REG (Conf),W,84,66,33,65,0.508,10,32,0.313,23,33,0.697,0.585,8,13,0.615,6,36,42,13,5,3,12,8,28,78,0.359,8,36,0.222,20,42,0.476,0.41,2,5,0.4,11,27,38,10,8,2,8,10,Toledo
20,2021-02-02,,Akron,REG (Conf),W,91,76,31,62,0.5,13,29,0.448,18,33,0.545,0.605,16,18,0.889,11,28,39,16,3,3,11,19,27,63,0.429,8,25,0.32,19,38,0.5,0.492,14,23,0.609,10,20,30,11,4,3,9,23,Toledo
21,2021-02-06,@,Ball State,REG (Conf),L,67,81,22,67,0.328,7,32,0.219,15,35,0.429,0.381,16,19,0.842,7,29,36,10,7,1,9,15,27,67,0.403,15,37,0.405,12,30,0.4,0.515,12,16,0.75,9,34,43,16,4,0,10,17,Toledo
22,2021-02-13,,Bowling Green,REG (Conf),L,81,88,30,70,0.429,11,38,0.289,19,32,0.594,0.507,10,11,0.909,10,27,37,16,5,3,12,16,31,63,0.492,10,24,0.417,21,39,0.538,0.571,16,22,0.727,6,31,37,13,6,1,8,12,Toledo
