Game Date,Location,Matchup,Home Team,Home Score,Away Team,Away Score,Home W,Home Pt Diff
2025-01-09,@ Santa Clara,Oregon State vs. Santa Clara,Santa Clara,82,Oregon State,81,1,1
2025-01-11,@ Pacific,Oregon State vs. Pacific,Pacific,55,Oregon State,91,0,-36
2025-01-18,@ San Francisco,Oregon State vs. San Francisco,San Francisco,81,Oregon State,70,1,11
2025-01-23,@ Oregon State,Pepperdine vs. Oregon State,Oregon State,83,Pepperdine,63,1,20
2025-01-25,@ Oregon State,Santa Clara vs. Oregon State,Oregon State,83,Santa Clara,69,1,14
2025-02-06,@ Oregon State,Washington State vs. Oregon State,Oregon State,82,Washington State,74,1,8
2025-02-13,@ Portland,Oregon State vs. Portland,Portland,84,Oregon State,72,1,12
2025-02-15,@ Oregon State,Pacific vs. Oregon State,Oregon State,79,Pacific,65,1,14
2025-02-20,@ Pepperdine,Oregon State vs. Pepperdine,Pepperdine,78,Oregon State,84,0,-6
2025-02-22,@ San Diego,Oregon State vs. San Diego,San Diego,73,Oregon State,83,0,-10
2025-02-26,@ Oregon State,San Francisco vs. Oregon State,Oregon State,72,San Francisco,74,0,-2
2025-03-08,Neutral,Oregon State vs. Pepperdine,Pepperdine,77,Oregon State,73,1,4
2024-11-08,Neutral,San Jose State vs. Pacific,Pacific,80,San Jose State,67,1,13
2024-12-18,@ Pacific,Portland State vs. Pacific,Pacific,75,Portland State,81,0,-6
2024-12-30,@ San Diego,Pacific vs. San Diego,San Diego,75,Pacific,65,1,10
2025-01-02,@ Pacific,San Francisco vs. Pacific,Pacific,81,San Francisco,89,0,-8
2025-01-04,@ Pacific,Pepperdine vs. Pacific,Pacific,70,Pepperdine,87,0,-17
2025-01-09,@ Washington State,Pacific vs. Washington State,Washington State,94,Pacific,95,0,-1
2025-01-16,@ Portland,Pacific vs. Portland,Portland,84,Pacific,81,1,3
2025-01-25,@ Pepperdine,Pacific vs. Pepperdine,Pepperdine,60,Pacific,44,1,16
2025-01-30,@ Pacific,Washington State vs. Pacific,Pacific,70,Washington State,68,1,2
2025-02-01,@ Santa Clara,Pacific vs. Santa Clara,Santa Clara,83,Pacific,49,1,34
2025-02-06,@ Pacific,San Diego vs. Pacific,Pacific,71,San Diego,69,1,2
2025-02-20,@ San Francisco,Pacific vs. San Francisco,San Francisco,71,Pacific,58,1,13
2025-02-22,@ Pacific,Portland vs. Pacific,Pacific,73,Portland,81,0,-8
2025-03-01,@ Pacific,Santa Clara vs. Pacific,Pacific,66,Santa Clara,97,0,-31
2025-03-06,Neutral,Pacific vs. San Diego,San Diego,81,Pacific,77,1,4
2024-11-12,@ Penn State,Saint Francis (PA) vs. Penn State,Penn State,92,Saint Francis (PA),62,1,30
2024-11-15,Neutral,Virginia Tech vs. Penn State,Penn State,86,Virginia Tech,64,1,22
2024-11-20,@ Penn State,Purdue Fort Wayne vs. Penn State,Penn State,102,Purdue Fort Wayne,89,1,13
2024-12-05,@ Penn State,Purdue vs. Penn State,Penn State,81,Purdue,70,1,11
2024-12-10,@ Rutgers,Penn State vs. Rutgers,Rutgers,80,Penn State,76,1,4
2024-12-29,@ Penn State,Pennsylvania vs. Penn State,Penn State,86,Pennsylvania,66,1,20
2025-01-20,@ Penn State,Rutgers vs. Penn State,Penn State,80,Rutgers,72,1,8
2025-02-08,@ UCLA,Penn State vs. UCLA,UCLA,78,Penn State,54,1,24
