Game Date,Location,Matchup,Home Team,Home Score,Away Team,Away Score,Home W,Home Pt Diff
2025-01-23,@ Chattanooga,Samford vs. Chattanooga,Chattanooga,69,Samford,73,0,-4
2025-01-25,@ East Tennessee State,Chattanooga vs. East Tennessee State,East Tennessee State,63,Chattanooga,71,0,-8
2025-01-29,@ Western Carolina,Chattanooga vs. Western Carolina,Western Carolina,60,Chattanooga,84,0,-24
2025-02-01,@ Chattanooga,Mercer vs. Chattanooga,Chattanooga,93,Mercer,84,1,9
2025-02-05,@ Wofford,Chattanooga vs. Wofford,Wofford,70,Chattanooga,79,0,-9
2025-02-08,@ Chattanooga,Furman vs. Chattanooga,Chattanooga,85,Furman,72,1,13
2025-02-12,@ Samford,Chattanooga vs. Samford,Samford,68,Chattanooga,82,0,-14
2025-02-15,@ Chattanooga,East Tennessee State vs. Chattanooga,Chattanooga,78,East Tennessee State,71,1,7
2025-02-19,@ Chattanooga,Western Carolina vs. Chattanooga,Chattanooga,91,Western Carolina,86,1,5
2025-02-22,@ Chattanooga,The Citadel vs. Chattanooga,Chattanooga,76,The Citadel,75,1,1
2025-02-27,@ UNC Greensboro,Chattanooga vs. UNC Greensboro,UNC Greensboro,63,Chattanooga,75,0,-12
2025-03-08,Neutral,Mercer vs. Chattanooga,Chattanooga,76,Mercer,61,1,15
2025-03-09,Neutral,Chattanooga vs. Furman,Furman,80,Chattanooga,77,1,3
2024-11-09,@ Chicago State,Youngstown State vs. Chicago State,Chicago State,60,Youngstown State,80,0,-20
2024-11-12,@ Texas,Chicago State vs. Texas,Texas,105,Chicago State,58,1,47
2024-11-16,@ San Francisco,Chicago State vs. San Francisco,San Francisco,82,Chicago State,37,1,45
2024-11-19,@ Chicago State,Eastern Kentucky vs. Chicago State,Chicago State,66,Eastern Kentucky,86,0,-20
2024-11-22,@ Indiana State,Chicago State vs. Indiana State,Indiana State,97,Chicago State,61,1,36
2024-11-25,Neutral,Chicago State vs. Radford,Radford,63,Chicago State,48,1,15
2024-11-26,Neutral,Chicago State vs. Drexel,Drexel,83,Chicago State,71,1,12
2024-11-30,@ Wisconsin,Chicago State vs. Wisconsin,Wisconsin,74,Chicago State,53,1,21
2024-12-02,@ St. Thomas,Chicago State vs. St. Thomas,St. Thomas,98,Chicago State,76,1,22
2024-12-08,@ Saint Louis,Chicago State vs. Saint Louis,Saint Louis,85,Chicago State,62,1,23
2024-12-15,@ Mercer,Chicago State vs. Mercer,Mercer,75,Chicago State,63,1,12
2024-12-19,@ Grand Canyon,Chicago State vs. Grand Canyon,Grand Canyon,74,Chicago State,51,1,23
2024-12-29,@ Illinois,Chicago State vs. Illinois,Illinois,117,Chicago State,64,1,53
2025-01-03,@ Wagner,Chicago State vs. Wagner,Wagner,52,Chicago State,64,0,-12
2025-01-12,@ Chicago State,Stonehill vs. Chicago State,Chicago State,52,Stonehill,68,0,-16
2025-01-18,@ Chicago State,Le Moyne vs. Chicago State,Chicago State,88,Le Moyne,72,1,16
2025-01-20,@ Chicago State,FDU vs. Chicago State,Chicago State,48,FDU,58,0,-10
2025-01-24,@ Stonehill,Chicago State vs. Stonehill,Stonehill,75,Chicago State,73,1,2
2025-01-26,@ Central Connecticut State,Chicago State vs. Central Connecticut State,Central Connecticut State,81,Chicago State,64,1,17
2025-02-06,@ Chicago State,Mercyhurst vs. Chicago State,Chicago State,85,Mercyhurst,78,1,7
2025-02-08,@ Chicago State,Saint Francis (PA) vs. Chicago State,Chicago State,69,Saint Francis (PA),81,0,-12
2025-02-13,@ FDU,Chicago State vs. FDU,FDU,91,Chicago State,49,1,42
2025-02-15,@ Le Moyne,Chicago State vs. Le Moyne,Le Moyne,80,Chicago State,75,1,5
2025-02-20,@ Chicago State,Central Connecticut State vs. Chicago State,Chicago State,75,Central Connecticut State,81,0,-6
2025-02-22,@ Chicago State,Wagner vs. Chicago State,Chicago State,52,Wagner,64,0,-12
2025-02-27,@ Mercyhurst,Chicago State vs. Mercyhurst,Mercyhurst,90,Chicago State,68,1,22
2025-03-01,@ Saint Francis (PA),Chicago State vs. Saint Francis (PA),Saint Francis (PA),80,Chicago State,71,1,9
2024-11-08,@ Cincinnati,Morehead State vs. Cincinnati,Cincinnati,83,Morehead State,56,1,27
2024-11-15,@ Cincinnati,Nicholls State vs. Cincinnati,Cincinnati,86,Nicholls State,49,1,37
2024-11-19,@ Northern Kentucky,Cincinnati vs. Northern Kentucky,Northern Kentucky,60,Cincinnati,76,0,-16
2024-11-23,@ Georgia Tech,Cincinnati vs. Georgia Tech,Georgia Tech,58,Cincinnati,81,0,-23
2024-12-03,@ Villanova,Cincinnati vs. Villanova,Villanova,68,Cincinnati,60,1,8
2024-12-08,@ Cincinnati,Howard vs. Cincinnati,Cincinnati,84,Howard,67,1,17
2024-12-14,@ Cincinnati,Xavier vs. Cincinnati,Cincinnati,68,Xavier,65,1,3
2024-12-20,Neutral,Dayton vs. Cincinnati,Cincinnati,66,Dayton,59,1,7
2024-12-30,@ Kansas State,Cincinnati vs. Kansas State,Kansas State,70,Cincinnati,67,1,3
2025-01-11,@ Cincinnati,Kansas vs. Cincinnati,Cincinnati,40,Kansas,54,0,-14
2025-01-15,@ Colorado,Cincinnati vs. Colorado,Colorado,62,Cincinnati,68,0,-6
2025-01-21,@ Cincinnati,Texas Tech vs. Cincinnati,Cincinnati,71,Texas Tech,81,0,-10
2025-01-28,@ Utah,Cincinnati vs. Utah,Utah,69,Cincinnati,66,1,3
2025-02-02,@ Cincinnati,West Virginia vs. Cincinnati,Cincinnati,50,West Virginia,63,0,-13
2025-02-05,@ UCF,Cincinnati vs. UCF,UCF,83,Cincinnati,93,0,-10
2025-02-11,@ Cincinnati,Utah vs. Cincinnati,Cincinnati,85,Utah,75,1,10
2025-02-15,@ Iowa State,Cincinnati vs. Iowa State,Iowa State,81,Cincinnati,70,1,11
2025-02-19,@ West Virginia,Cincinnati vs. West Virginia,West Virginia,62,Cincinnati,59,1,3
2025-02-22,@ Cincinnati,TCU vs. Cincinnati,Cincinnati,75,TCU,63,1,12
2025-03-01,@ Houston,Cincinnati vs. Houston,Houston,73,Cincinnati,64,1,9
2025-03-05,@ Cincinnati,Kansas State vs. Cincinnati,Cincinnati,49,Kansas State,54,0,-5
2025-03-08,@ Oklahoma State,Cincinnati vs. Oklahoma State,Oklahoma State,78,Cincinnati,67,1,11
2025-03-11,Neutral,Oklahoma State vs. Cincinnati,Cincinnati,87,Oklahoma State,68,1,19
2025-03-12,Neutral,Cincinnati vs. Iowa State,Iowa State,76,Cincinnati,56,1,20
2024-11-08,@ Clemson,Saint Francis (PA) vs. Clemson,Clemson,88,Saint Francis (PA),62,1,26
2024-11-12,@ Clemson,Eastern Kentucky vs. Clemson,Clemson,75,Eastern Kentucky,62,1,13
2024-11-21,@ Clemson,Radford vs. Clemson,Clemson,79,Radford,51,1,28
2024-11-25,Neutral,San Francisco vs. Clemson,Clemson,70,San Francisco,55,1,15
2024-11-26,Neutral,Penn State vs. Clemson,Clemson,75,Penn State,67,1,8
2024-11-29,@ Clemson,Florida A&M vs. Clemson,Clemson,86,Florida A&M,58,1,28
2024-12-03,@ Clemson,Kentucky vs. Clemson,Clemson,70,Kentucky,66,1,4
2024-12-07,@ Miami (FL),Clemson vs. Miami (FL),Miami (FL),55,Clemson,65,0,-10
2024-12-14,@ Clemson,Memphis vs. Clemson,Clemson,82,Memphis,87,0,-5
2024-12-17,@ South Carolina,Clemson vs. South Carolina,South Carolina,91,Clemson,88,1,3
2024-12-21,@ Clemson,Wake Forest vs. Clemson,Clemson,73,Wake Forest,62,1,11
2025-01-01,@ Clemson,Stanford vs. Clemson,Clemson,85,Stanford,71,1,14
2025-01-07,@ Louisville,Clemson vs. Louisville,Louisville,74,Clemson,64,1,10
2025-01-11,@ Clemson,Florida State vs. Clemson,Clemson,77,Florida State,57,1,20
2025-01-14,@ Georgia Tech,Clemson vs. Georgia Tech,Georgia Tech,59,Clemson,70,0,-11
2025-01-18,@ Pittsburgh,Clemson vs. Pittsburgh,Pittsburgh,75,Clemson,78,0,-3
2025-01-22,@ Clemson,Syracuse vs. Clemson,Clemson,86,Syracuse,72,1,14
2025-01-25,@ Virginia Tech,Clemson vs. Virginia Tech,Virginia Tech,57,Clemson,72,0,-15
2025-02-01,@ NC State,Clemson vs. NC State,NC State,58,Clemson,68,0,-10
2025-02-04,@ Clemson,Georgia Tech vs. Clemson,Clemson,86,Georgia Tech,89,0,-3
2025-02-08,@ Clemson,Duke vs. Clemson,Clemson,77,Duke,71,1,6
2025-02-15,@ Florida State,Clemson vs. Florida State,Florida State,46,Clemson,72,0,-26
2025-02-26,@ Clemson,Notre Dame vs. Clemson,Clemson,83,Notre Dame,68,1,15
2025-03-01,@ Virginia,Clemson vs. Virginia,Virginia,58,Clemson,71,0,-13
2025-03-08,@ Clemson,Virginia Tech vs. Clemson,Clemson,65,Virginia Tech,47,1,18
2025-03-14,Neutral,Clemson vs. Louisville,Louisville,76,Clemson,73,1,3
2024-11-04,@ Michigan,Cleveland State vs. Michigan,Michigan,101,Cleveland State,53,1,48
2024-11-09,@ Kansas State,Cleveland State vs. Kansas State,Kansas State,77,Cleveland State,64,1,13
2024-11-12,@ Valparaiso,Cleveland State vs. Valparaiso,Valparaiso,67,Cleveland State,75,0,-8
2024-11-16,@ Cleveland State,Eastern Michigan vs. Cleveland State,Cleveland State,71,Eastern Michigan,63,1,8
2024-11-19,@ Minnesota,Cleveland State vs. Minnesota,Minnesota,58,Cleveland State,47,1,11
2024-11-23,@ Cleveland State,Kent State vs. Cleveland State,Cleveland State,52,Kent State,68,0,-16
2024-11-26,@ Cleveland State,NJIT vs. Cleveland State,Cleveland State,56,NJIT,53,1,3
2024-11-29,@ Cleveland State,Morehead State vs. Cleveland State,Cleveland State,69,Morehead State,71,0,-2
2024-12-05,@ Milwaukee,Cleveland State vs. Milwaukee,Milwaukee,79,Cleveland State,67,1,12
2024-12-07,@ Green Bay,Cleveland State vs. Green Bay,Green Bay,61,Cleveland State,83,0,-22
2024-12-19,@ Cleveland State,Oakland vs. Cleveland State,Cleveland State,92,Oakland,75,1,17
2024-12-29,@ Cleveland State,Wright State vs. Cleveland State,Cleveland State,78,Wright State,64,1,14
2025-01-04,@ Cleveland State,IU Indy vs. Cleveland State,Cleveland State,67,IU Indy,61,1,6
2025-01-08,@ Robert Morris,Cleveland State vs. Robert Morris,Robert Morris,69,Cleveland State,80,0,-11
2025-01-11,@ Youngstown State,Cleveland State vs. Youngstown State,Youngstown State,72,Cleveland State,80,0,-8
2025-01-15,@ Cleveland State,Northern Kentucky vs. Cleveland State,Cleveland State,76,Northern Kentucky,58,1,18
2025-01-19,@ IU Indy,Cleveland State vs. IU Indy,IU Indy,62,Cleveland State,73,0,-11
2025-01-22,@ Cleveland State,Detroit Mercy vs. Cleveland State,Cleveland State,65,Detroit Mercy,50,1,15
2025-01-25,@ Cleveland State,Green Bay vs. Cleveland State,Cleveland State,81,Green Bay,66,1,15
2025-01-30,@ Purdue Fort Wayne,Cleveland State vs. Purdue Fort Wayne,Purdue Fort Wayne,58,Cleveland State,68,0,-10
2025-02-05,@ Northern Kentucky,Cleveland State vs. Northern Kentucky,Northern Kentucky,85,Cleveland State,75,1,10
2025-02-08,@ Cleveland State,Milwaukee vs. Cleveland State,Cleveland State,77,Milwaukee,60,1,17
2025-02-12,@ Cleveland State,Robert Morris vs. Cleveland State,Cleveland State,59,Robert Morris,68,0,-9
2025-02-16,@ Cleveland State,Youngstown State vs. Cleveland State,Cleveland State,60,Youngstown State,68,0,-8
2025-02-21,@ Detroit Mercy,Cleveland State vs. Detroit Mercy,Detroit Mercy,65,Cleveland State,73,0,-8
2025-02-23,@ Oakland,Cleveland State vs. Oakland,Oakland,91,Cleveland State,86,1,5
2025-02-27,@ Wright State,Cleveland State vs. Wright State,Wright State,82,Cleveland State,76,1,6
2025-03-01,@ Cleveland State,Purdue Fort Wayne vs. Cleveland State,Cleveland State,68,Purdue Fort Wayne,57,1,11
2025-03-06,@ Cleveland State,Northern Kentucky vs. Cleveland State,Cleveland State,68,Northern Kentucky,63,1,5
2025-03-10,Neutral,Cleveland State vs. Youngstown State,Youngstown State,56,Cleveland State,54,1,2
2024-11-04,@ Coastal Carolina,Western Michigan vs. Coastal Carolina,Coastal Carolina,60,Western Michigan,56,1,4
2024-11-09,@ East Carolina,Coastal Carolina vs. East Carolina,East Carolina,63,Coastal Carolina,59,1,4
2024-11-13,@ NC State,Coastal Carolina vs. NC State,NC State,82,Coastal Carolina,70,1,12
2024-11-17,@ Coastal Carolina,Jacksonville State vs. Coastal Carolina,Coastal Carolina,53,Jacksonville State,71,0,-18
2024-11-22,Neutral,IU Indy vs. Coastal Carolina,Coastal Carolina,71,IU Indy,57,1,14
2024-12-07,@ Winthrop,Coastal Carolina vs. Winthrop,Winthrop,96,Coastal Carolina,89,1,7
2024-12-17,@ North Carolina A&T,Coastal Carolina vs. North Carolina A&T,North Carolina A&T,68,Coastal Carolina,73,0,-5
2025-01-02,@ Coastal Carolina,Louisiana vs. Coastal Carolina,Coastal Carolina,68,Louisiana,71,0,-3
2025-01-11,@ Georgia State,Coastal Carolina vs. Georgia State,Georgia State,79,Coastal Carolina,74,1,5
2025-01-16,@ Coastal Carolina,Georgia Southern vs. Coastal Carolina,Coastal Carolina,87,Georgia Southern,88,0,-1
2025-01-18,@ Coastal Carolina,Marshall vs. Coastal Carolina,Coastal Carolina,64,Marshall,77,0,-13
2025-01-23,@ Georgia Southern,Coastal Carolina vs. Georgia Southern,Georgia Southern,85,Coastal Carolina,58,1,27
2025-01-25,@ Old Dominion,Coastal Carolina vs. Old Dominion,Old Dominion,74,Coastal Carolina,52,1,22
2025-01-30,@ James Madison,Coastal Carolina vs. James Madison,James Madison,73,Coastal Carolina,64,1,9
2025-02-01,@ Marshall,Coastal Carolina vs. Marshall,Marshall,67,Coastal Carolina,62,1,5
2025-02-05,@ Coastal Carolina,South Alabama vs. Coastal Carolina,Coastal Carolina,59,South Alabama,84,0,-25
2025-02-15,@ Coastal Carolina,James Madison vs. Coastal Carolina,Coastal Carolina,73,James Madison,74,0,-1
2025-02-20,@ Southern Mississippi,Coastal Carolina vs. Southern Mississippi,Southern Mississippi,78,Coastal Carolina,87,0,-9
2025-02-22,@ Troy,Coastal Carolina vs. Troy,Troy,83,Coastal Carolina,66,1,17
2025-02-26,@ Coastal Carolina,Georgia State vs. Coastal Carolina,Coastal Carolina,80,Georgia State,74,1,6
2025-02-28,@ Coastal Carolina,Old Dominion vs. Coastal Carolina,Coastal Carolina,59,Old Dominion,61,0,-2
2025-03-04,Neutral,Coastal Carolina vs. Southern Mississippi,Southern Mississippi,66,Coastal Carolina,63,1,3
2024-11-09,@ Drexel,Colgate vs. Drexel,Drexel,73,Colgate,56,1,17
2024-11-12,@ Syracuse,Colgate vs. Syracuse,Syracuse,74,Colgate,72,1,2
2024-11-18,@ NC State,Colgate vs. NC State,NC State,72,Colgate,49,1,23
2024-11-22,@ Harvard,Colgate vs. Harvard,Harvard,78,Colgate,67,1,11
2024-11-27,@ UNC Wilmington,Colgate vs. UNC Wilmington,UNC Wilmington,59,Colgate,72,0,-13
2024-12-04,@ Colgate,Cornell vs. Colgate,Colgate,57,Cornell,84,0,-27
2024-12-08,@ Northeastern,Colgate vs. Northeastern,Northeastern,78,Colgate,75,1,3
2024-12-11,@ Kentucky,Colgate vs. Kentucky,Kentucky,78,Colgate,67,1,11
2024-12-15,@ Colgate,Vermont vs. Colgate,Colgate,65,Vermont,60,1,5
2024-12-22,@ Colgate,Iona vs. Colgate,Colgate,73,Iona,79,0,-6
2025-01-08,@ Colgate,Lehigh vs. Colgate,Colgate,67,Lehigh,62,1,5
2025-01-15,@ Navy,Colgate vs. Navy,Navy,66,Colgate,73,0,-7
2025-01-18,@ Lafayette,Colgate vs. Lafayette,Lafayette,67,Colgate,90,0,-23
2025-02-01,@ Colgate,Lafayette vs. Colgate,Colgate,61,Lafayette,76,0,-15
2025-02-03,@ Lehigh,Colgate vs. Lehigh,Lehigh,94,Colgate,68,1,26
2025-02-08,@ Colgate,Loyola (MD) vs. Colgate,Colgate,82,Loyola (MD),68,1,14
2025-02-12,@ Holy Cross,Colgate vs. Holy Cross,Holy Cross,65,Colgate,87,0,-22
2025-02-19,@ Colgate,Navy vs. Colgate,Colgate,79,Navy,75,1,4
2025-02-23,@ Loyola (MD),Colgate vs. Loyola (MD),Loyola (MD),84,Colgate,65,1,19
2025-02-26,@ Colgate,Holy Cross vs. Colgate,Colgate,81,Holy Cross,73,1,8
2024-11-04,Neutral,Southern Illinois vs. College of Charleston,College of Charleston,90,Southern Illinois,80,1,10
2024-11-08,@ College of Charleston,South Florida vs. College of Charleston,College of Charleston,86,South Florida,71,1,15
2024-11-15,@ College of Charleston,Florida Atlantic vs. College of Charleston,College of Charleston,119,Florida Atlantic,116,1,3
2024-11-17,@ College of Charleston,Liberty vs. College of Charleston,College of Charleston,47,Liberty,68,0,-21
2024-11-20,@ The Citadel,College of Charleston vs. The Citadel,The Citadel,61,College of Charleston,76,0,-15
2024-11-24,@ Rhode Island,College of Charleston vs. Rhode Island,Rhode Island,91,College of Charleston,53,1,38
2024-11-27,@ College of Charleston,Northern Kentucky vs. College of Charleston,College of Charleston,79,Northern Kentucky,64,1,15
2024-12-10,@ Saint Joseph's,College of Charleston vs. Saint Joseph's,Saint Joseph's,75,College of Charleston,78,0,-3
2024-12-16,@ College of Charleston,Wofford vs. College of Charleston,College of Charleston,77,Wofford,67,1,10
2024-12-22,Neutral,College of Charleston vs. Oregon State,Oregon State,74,College of Charleston,65,1,9
2025-01-02,@ College of Charleston,Hampton vs. College of Charleston,College of Charleston,94,Hampton,67,1,27
2025-01-04,@ College of Charleston,Towson vs. College of Charleston,College of Charleston,77,Towson,69,1,8
2025-01-09,@ Hofstra,College of Charleston vs. Hofstra,Hofstra,61,College of Charleston,67,0,-6
2025-01-11,@ Monmouth,College of Charleston vs. Monmouth,Monmouth,84,College of Charleston,73,1,11
2025-01-18,@ College of Charleston,Northeastern vs. College of Charleston,College of Charleston,87,Northeastern,85,1,2
2025-01-23,@ College of Charleston,UNC Wilmington vs. College of Charleston,College of Charleston,83,UNC Wilmington,85,0,-2
2025-01-25,@ Elon,College of Charleston vs. Elon,Elon,62,College of Charleston,76,0,-14
2025-01-30,@ College of Charleston,Stony Brook vs. College of Charleston,College of Charleston,81,Stony Brook,74,1,7
2025-02-03,@ William & Mary,College of Charleston vs. William & Mary,William & Mary,90,College of Charleston,75,1,15
2025-02-06,@ College of Charleston,North Carolina A&T vs. College of Charleston,College of Charleston,66,North Carolina A&T,63,1,3
2025-02-08,@ College of Charleston,Elon vs. College of Charleston,College of Charleston,88,Elon,83,1,5
2025-02-13,@ UNC Wilmington,College of Charleston vs. UNC Wilmington,UNC Wilmington,86,College of Charleston,66,1,20
2025-02-15,@ North Carolina A&T,College of Charleston vs. North Carolina A&T,North Carolina A&T,59,College of Charleston,69,0,-10
2025-02-20,@ Northeastern,College of Charleston vs. Northeastern,Northeastern,62,College of Charleston,73,0,-11
2025-02-22,@ Drexel,College of Charleston vs. Drexel,Drexel,64,College of Charleston,55,1,9
2025-02-27,@ College of Charleston,Delaware vs. College of Charleston,College of Charleston,94,Delaware,84,1,10
2025-03-09,Neutral,Monmouth vs. College of Charleston,College of Charleston,79,Monmouth,78,1,1
2025-03-10,Neutral,College of Charleston vs. UNC Wilmington,UNC Wilmington,68,College of Charleston,67,1,1
2024-11-04,@ Colorado,Eastern Washington vs. Colorado,Colorado,76,Eastern Washington,56,1,20
2024-11-08,@ Colorado,Northern Colorado vs. Colorado,Colorado,90,Northern Colorado,88,1,2
2024-11-17,@ Colorado,Harvard vs. Colorado,Colorado,88,Harvard,66,1,22
2024-11-25,Neutral,Colorado vs. Michigan State,Michigan State,72,Colorado,56,1,16
2024-11-26,Neutral,Connecticut vs. Colorado,Colorado,73,Connecticut,72,1,1
2024-11-27,Neutral,Colorado vs. Iowa State,Iowa State,99,Colorado,71,1,28
2024-12-02,@ Colorado,Pacific vs. Colorado,Colorado,75,Pacific,66,1,9
2024-12-07,@ Colorado,Colorado State vs. Colorado,Colorado,72,Colorado State,55,1,17
2024-12-13,@ Colorado,South Dakota State vs. Colorado,Colorado,81,South Dakota State,70,1,11
2024-12-30,@ Colorado,Iowa State vs. Colorado,Colorado,69,Iowa State,79,0,-10
2025-01-08,@ UCF,Colorado vs. UCF,UCF,75,Colorado,74,1,1
2025-01-12,@ Colorado,West Virginia vs. Colorado,Colorado,70,West Virginia,78,0,-8
2025-01-18,@ Oklahoma State,Colorado vs. Oklahoma State,Oklahoma State,83,Colorado,73,1,10
2025-02-02,@ TCU,Colorado vs. TCU,TCU,68,Colorado,57,1,11
2025-02-05,@ Utah,Colorado vs. Utah,Utah,72,Colorado,59,1,13
2025-02-08,@ Colorado,Houston vs. Colorado,Colorado,59,Houston,69,0,-10
2025-02-11,@ Kansas,Colorado vs. Kansas,Kansas,71,Colorado,59,1,12
2025-02-15,@ Colorado,UCF vs. Colorado,Colorado,76,UCF,63,1,13
2025-02-18,@ Iowa State,Colorado vs. Iowa State,Iowa State,79,Colorado,65,1,14
2025-02-24,@ Colorado,Kansas vs. Colorado,Colorado,64,Kansas,71,0,-7
2025-03-02,@ Kansas State,Colorado vs. Kansas State,Kansas State,65,Colorado,56,1,9
2025-03-05,@ Texas Tech,Colorado vs. Texas Tech,Texas Tech,91,Colorado,75,1,16
2025-03-08,@ Colorado,TCU vs. Colorado,Colorado,76,TCU,56,1,20
2025-03-11,Neutral,TCU vs. Colorado,Colorado,69,TCU,67,1,2
2025-03-12,Neutral,West Virginia vs. Colorado,Colorado,67,West Virginia,60,1,7
2025-03-13,Neutral,Colorado vs. Houston,Houston,77,Colorado,68,1,9
2024-11-04,@ Colorado State,North Dakota vs. Colorado State,Colorado State,82,North Dakota,56,1,26
2024-11-08,@ Colorado State,Tennessee State vs. Colorado State,Colorado State,87,Tennessee State,79,1,8
2024-11-12,@ Colorado State,Denver vs. Colorado State,Colorado State,74,Denver,65,1,9
2024-11-16,Neutral,Colorado State vs. Ole Miss,Ole Miss,84,Colorado State,69,1,15
2024-11-22,@ Colorado State,UC Riverside vs. Colorado State,Colorado State,75,UC Riverside,77,0,-2
2024-11-28,Neutral,Colorado State vs. Washington,Washington,73,Colorado State,67,1,6
2024-11-29,Neutral,TCU vs. Colorado State,Colorado State,76,TCU,72,1,4
2024-12-04,@ Colorado State,Loyola Marymount vs. Colorado State,Colorado State,83,Loyola Marymount,54,1,29
2024-12-17,@ Colorado State,Radford vs. Colorado State,Colorado State,78,Radford,68,1,10
2024-12-21,@ Nevada,Colorado State vs. Nevada,Nevada,64,Colorado State,66,0,-2
2024-12-28,@ Colorado State,New Mexico vs. Colorado State,Colorado State,68,New Mexico,76,0,-8
2024-12-31,@ San Jose State,Colorado State vs. San Jose State,San Jose State,50,Colorado State,72,0,-22
2025-01-07,@ Colorado State,Fresno State vs. Colorado State,Colorado State,91,Fresno State,64,1,27
2025-01-14,@ San Diego State,Colorado State vs. San Diego State,San Diego State,75,Colorado State,60,1,15
2025-01-18,@ Wyoming,Colorado State vs. Wyoming,Wyoming,63,Colorado State,79,0,-16
2025-01-25,@ Fresno State,Colorado State vs. Fresno State,Fresno State,64,Colorado State,69,0,-5
2025-02-05,@ New Mexico,Colorado State vs. New Mexico,New Mexico,87,Colorado State,65,1,22
2025-02-08,@ Colorado State,San Diego State vs. Colorado State,Colorado State,68,San Diego State,63,1,5
2025-02-11,@ Utah State,Colorado State vs. Utah State,Utah State,93,Colorado State,85,1,8
2025-02-15,@ Colorado State,Wyoming vs. Colorado State,Colorado State,88,Wyoming,53,1,35
2025-02-18,@ Colorado State,Nevada vs. Colorado State,Colorado State,79,Nevada,71,1,8
2025-03-01,@ Colorado State,Utah State vs. Colorado State,Colorado State,93,Utah State,66,1,27
2025-03-04,@ Colorado State,San Jose State vs. Colorado State,Colorado State,83,San Jose State,56,1,27
2025-03-13,Neutral,Nevada vs. Colorado State,Colorado State,67,Nevada,59,1,8
2025-03-15,Neutral,Utah State vs. Colorado State,Colorado State,83,Utah State,72,1,11
2024-11-04,@ Loyola (MD),Columbia vs. Loyola (MD),Loyola (MD),78,Columbia,81,0,-3
2024-11-06,@ Villanova,Columbia vs. Villanova,Villanova,80,Columbia,90,0,-10
2024-11-09,@ Columbia,Delaware State vs. Columbia,Columbia,83,Delaware State,62,1,21
2024-11-12,@ Columbia,Lehigh vs. Columbia,Columbia,76,Lehigh,75,1,1
2024-11-16,@ Columbia,Mercyhurst vs. Columbia,Columbia,77,Mercyhurst,63,1,14
2024-11-23,@ Columbia,Stony Brook vs. Columbia,Columbia,82,Stony Brook,63,1,19
2024-11-25,@ Columbia,New Hampshire vs. Columbia,Columbia,83,New Hampshire,57,1,26
2024-12-28,@ Columbia,Fairfield vs. Columbia,Columbia,85,Fairfield,72,1,13
2024-12-30,@ Rutgers,Columbia vs. Rutgers,Rutgers,91,Columbia,64,1,27
2025-01-11,@ Columbia,Cornell vs. Columbia,Columbia,83,Cornell,94,0,-11
2025-01-18,@ Columbia,Yale vs. Columbia,Columbia,88,Yale,92,0,-4
2025-01-20,@ Princeton,Columbia vs. Princeton,Princeton,71,Columbia,67,1,4
2025-01-25,@ Pennsylvania,Columbia vs. Pennsylvania,Pennsylvania,93,Columbia,78,1,15
2025-01-31,@ Columbia,Harvard vs. Columbia,Columbia,82,Harvard,90,0,-8
2025-02-01,@ Columbia,Dartmouth vs. Columbia,Columbia,89,Dartmouth,95,0,-6
2025-02-14,@ Dartmouth,Columbia vs. Dartmouth,Dartmouth,78,Columbia,56,1,22
2025-02-15,@ Harvard,Columbia vs. Harvard,Harvard,87,Columbia,75,1,12
2025-02-22,@ Yale,Columbia vs. Yale,Yale,90,Columbia,64,1,26
2025-02-28,@ Columbia,Princeton vs. Columbia,Columbia,68,Princeton,73,0,-5
2025-03-01,@ Columbia,Pennsylvania vs. Columbia,Columbia,87,Pennsylvania,92,0,-5
2025-03-08,@ Cornell,Columbia vs. Cornell,Cornell,100,Columbia,81,1,19
2024-11-04,@ Wake Forest,Coppin State vs. Wake Forest,Wake Forest,64,Coppin State,49,1,15
2024-11-06,@ High Point,Coppin State vs. High Point,High Point,93,Coppin State,51,1,42
2024-11-09,@ Coppin State,Rider vs. Coppin State,Coppin State,53,Rider,64,0,-11
2024-11-11,@ Virginia,Coppin State vs. Virginia,Virginia,62,Coppin State,45,1,17
2024-11-17,@ Miami (FL),Coppin State vs. Miami (FL),Miami (FL),93,Coppin State,63,1,30
2024-11-20,@ George Mason,Coppin State vs. George Mason,George Mason,93,Coppin State,55,1,38
2024-11-26,@ Saint Joseph's,Coppin State vs. Saint Joseph's,Saint Joseph's,83,Coppin State,54,1,29
2024-12-02,@ Coppin State,Loyola (MD) vs. Coppin State,Coppin State,57,Loyola (MD),68,0,-11
2024-12-04,@ Wagner,Coppin State vs. Wagner,Wagner,65,Coppin State,52,1,13
2024-12-10,@ NC State,Coppin State vs. NC State,NC State,66,Coppin State,56,1,10
2024-12-14,@ Penn State,Coppin State vs. Penn State,Penn State,99,Coppin State,51,1,48
2024-12-21,@ Coppin State,Navy vs. Coppin State,Coppin State,68,Navy,60,1,8
2024-12-28,@ Georgetown,Coppin State vs. Georgetown,Georgetown,83,Coppin State,53,1,30
2025-01-04,@ Coppin State,North Carolina Central vs. Coppin State,Coppin State,63,North Carolina Central,61,1,2
2025-01-06,@ Coppin State,South Carolina State vs. Coppin State,Coppin State,77,South Carolina State,85,0,-8
2025-01-11,@ Norfolk State,Coppin State vs. Norfolk State,Norfolk State,92,Coppin State,69,1,23
