G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
20,2022-01-26,@,Texas-Rio Grande Valley,REG (Conf),W,87,85,28,66,0.424,7,30,0.233,21,36,0.583,0.477,24,30,0.8,9,15,24,20,12,2,12,28,27,46,0.587,6,16,0.375,21,30,0.7,0.652,25,32,0.781,6,25,31,14,4,6,26,27,Abilene Christian
21,2022-01-29,@,Lamar,REG (Conf),W,85,82,26,63,0.413,7,24,0.292,19,39,0.487,0.468,26,39,0.667,14,25,39,14,6,1,9,21,27,60,0.45,7,16,0.438,20,44,0.455,0.508,21,27,0.778,8,25,33,18,5,4,12,28,Abilene Christian
22,2022-02-02,,Chicago State,REG (Conf),W,77,73,27,52,0.519,3,14,0.214,24,38,0.632,0.548,20,24,0.833,5,17,22,14,14,2,11,22,25,46,0.543,11,23,0.478,14,23,0.609,0.663,12,18,0.667,6,19,25,11,3,3,22,22,Abilene Christian
23,2022-02-05,,Texas-Rio Grande Valley,REG (Conf),W,83,66,33,70,0.471,8,21,0.381,25,49,0.51,0.529,9,15,0.6,12,25,37,23,12,4,12,24,18,47,0.383,6,18,0.333,12,29,0.414,0.447,24,34,0.706,11,28,39,8,4,3,24,15,Abilene Christian
24,2022-02-12,@,Tarleton State,REG (Conf),W,77,63,30,59,0.508,7,20,0.35,23,39,0.59,0.568,10,12,0.833,12,18,30,21,7,1,10,17,22,50,0.44,3,15,0.2,19,35,0.543,0.47,16,20,0.8,10,17,27,11,2,1,13,14,Abilene Christian
25,2022-02-17,@,Sam Houston State,REG (Conf),L,71,75,22,61,0.361,4,25,0.16,18,36,0.5,0.393,23,26,0.885,13,30,43,13,7,2,15,24,27,60,0.45,5,18,0.278,22,42,0.524,0.492,16,25,0.64,7,22,29,12,7,2,11,19,Abilene Christian
26,2022-02-24,,Lamar,REG (Conf),W,77,42,26,65,0.4,9,27,0.333,17,38,0.447,0.469,16,22,0.727,10,22,32,18,22,4,14,20,12,40,0.3,2,13,0.154,10,27,0.37,0.325,16,21,0.762,7,27,34,4,5,6,37,18,Abilene Christian
27,2022-02-26,@,Stephen F. Austin,REG (Conf),L,71,73,21,54,0.389,6,19,0.316,15,35,0.429,0.444,23,27,0.852,9,18,27,13,5,1,10,19,28,52,0.538,4,11,0.364,24,41,0.585,0.577,13,23,0.565,12,23,35,12,5,6,14,25,Abilene Christian
28,2022-03-03,,Dixie State,REG (Conf),W,80,64,28,68,0.412,6,19,0.316,22,49,0.449,0.456,18,22,0.818,13,19,32,17,18,1,11,26,19,44,0.432,6,20,0.3,13,24,0.542,0.5,20,30,0.667,6,26,32,15,7,2,24,19,Abilene Christian
29,2022-03-05,,Tarleton State,REG (Conf),W,61,56,19,51,0.373,3,20,0.15,16,31,0.516,0.402,20,26,0.769,12,12,24,11,11,3,12,26,15,36,0.417,3,12,0.25,12,24,0.5,0.458,23,25,0.92,6,20,26,5,3,1,21,22,Abilene Christian
30,2022-03-09,N,Utah Valley,CTOURN,W,82,74,28,55,0.509,11,21,0.524,17,34,0.5,0.609,15,19,0.789,3,13,16,15,10,1,9,20,24,46,0.522,11,26,0.423,13,20,0.65,0.641,15,18,0.833,9,24,33,18,4,6,20,21,Abilene Christian
31,2022-03-10,N,Stephen F. Austin,CTOURN,W,76,62,26,49,0.531,7,15,0.467,19,34,0.559,0.602,17,23,0.739,2,21,23,17,13,2,13,23,18,51,0.353,5,18,0.278,13,33,0.394,0.402,21,24,0.875,9,21,30,7,5,6,21,23,Abilene Christian
32,2022-03-11,N,Seattle,CTOURN,W,78,76,23,60,0.383,4,20,0.2,19,40,0.475,0.417,28,39,0.718,9,25,34,7,8,2,7,24,23,55,0.418,10,26,0.385,13,29,0.448,0.509,20,27,0.741,10,31,41,9,2,3,19,29,Abilene Christian
33,2022-03-12,N,New Mexico State,CTOURN,L,52,66,17,52,0.327,6,22,0.273,11,30,0.367,0.385,12,16,0.75,4,17,21,6,5,1,11,18,20,53,0.377,8,25,0.32,12,28,0.429,0.453,18,23,0.783,15,25,40,12,3,6,14,17,Abilene Christian
34,2022-03-20,N,Troy,CBI,W,82,70,28,63,0.444,9,25,0.36,19,38,0.5,0.516,17,23,0.739,10,20,30,18,13,2,13,17,23,50,0.46,8,23,0.348,15,27,0.556,0.54,16,17,0.941,4,25,29,14,8,4,20,22,Abilene Christian
35,2022-03-21,N,Ohio,CBI,W,91,86,29,55,0.527,8,18,0.444,21,37,0.568,0.6,25,29,0.862,4,22,26,18,10,2,11,32,26,53,0.491,7,23,0.304,19,30,0.633,0.557,27,40,0.675,10,23,33,10,5,2,14,23,Abilene Christian
36,2022-03-22,N,Middle Tennessee,CBI,L,69,85,20,49,0.408,8,19,0.421,12,30,0.4,0.49,21,27,0.778,10,20,30,10,5,2,16,20,30,53,0.566,10,22,0.455,20,31,0.645,0.66,15,23,0.652,3,20,23,19,11,4,10,23,Abilene Christian
1,2021-11-11,N,South Dakota,REG (Non-Conf),L,53,59,20,45,0.444,7,23,0.304,13,22,0.591,0.522,6,12,0.5,0,27,27,8,5,5,16,18,21,58,0.362,6,18,0.333,15,40,0.375,0.414,11,16,0.688,11,26,37,10,6,2,12,15,Air Force
2,2021-11-13,@,Tulsa,REG (Non-Conf),W,59,58,24,49,0.49,9,27,0.333,15,22,0.682,0.582,2,3,0.667,4,24,28,13,3,3,17,13,22,59,0.373,7,22,0.318,15,37,0.405,0.432,7,8,0.875,8,16,24,7,6,1,8,11,Air Force
3,2021-11-17,,Texas Southern,REG (Non-Conf),W,61,57,21,47,0.447,8,27,0.296,13,20,0.65,0.532,11,20,0.55,6,18,24,11,6,4,13,17,20,49,0.408,2,12,0.167,18,37,0.486,0.429,15,19,0.789,10,23,33,7,6,1,16,21,Air Force
4,2021-11-20,N,Holy Cross,REG (Non-Conf),W,72,53,28,59,0.475,9,24,0.375,19,35,0.543,0.551,7,10,0.7,7,16,23,15,11,6,9,20,18,48,0.375,0,8,0.0,18,40,0.45,0.375,17,24,0.708,15,25,40,1,4,4,21,18,Air Force
5,2021-11-21,N,Bethune-Cookman,REG (Non-Conf),W,73,65,23,47,0.489,7,18,0.389,16,29,0.552,0.564,20,24,0.833,8,19,27,10,6,3,10,17,24,45,0.533,3,8,0.375,21,37,0.568,0.567,14,19,0.737,4,16,20,9,9,4,12,22,Air Force
6,2021-11-24,,Denver,REG (Non-Conf),W,66,65,25,48,0.521,7,17,0.412,18,31,0.581,0.594,9,14,0.643,2,25,27,17,5,5,14,17,26,54,0.481,7,17,0.412,19,37,0.514,0.546,6,10,0.6,5,22,27,14,5,3,11,18,Air Force
7,2021-11-27,,Idaho State,REG (Non-Conf),W,59,48,24,44,0.545,8,19,0.421,16,25,0.64,0.636,3,5,0.6,4,19,23,16,11,0,16,21,12,41,0.293,7,24,0.292,5,17,0.294,0.378,17,21,0.81,6,15,21,7,4,0,17,14,Air Force
8,2021-12-04,,Army,REG (Non-Conf),W,76,58,29,52,0.558,10,24,0.417,19,28,0.679,0.654,8,12,0.667,4,28,32,18,11,5,16,18,17,49,0.347,8,24,0.333,9,25,0.36,0.429,16,25,0.64,5,20,25,9,11,1,14,14,Air Force
9,2021-12-08,@,Montana,REG (Non-Conf),L,48,66,16,46,0.348,7,16,0.438,9,30,0.3,0.424,9,13,0.692,2,16,18,8,7,6,12,16,23,52,0.442,3,13,0.231,20,39,0.513,0.471,17,17,1.0,11,27,38,12,4,2,16,15,Air Force
10,2021-12-19,@,Arkansas State,REG (Non-Conf),L,46,68,18,56,0.321,6,21,0.286,12,35,0.343,0.375,4,7,0.571,11,18,29,12,7,1,13,15,27,57,0.474,5,16,0.313,22,41,0.537,0.518,9,14,0.643,15,29,44,16,6,5,15,12,Air Force
11,2021-12-21,@,Tarleton State,REG (Non-Conf),L,45,67,16,39,0.41,5,18,0.278,11,21,0.524,0.474,8,11,0.727,3,17,20,11,4,3,17,17,25,43,0.581,6,14,0.429,19,29,0.655,0.651,11,18,0.611,4,19,23,9,9,1,9,14,Air Force
12,2021-12-29,,Utah State,REG (Conf),W,49,47,18,50,0.36,8,27,0.296,10,23,0.435,0.44,5,7,0.714,1,28,29,15,3,3,6,16,17,52,0.327,1,19,0.053,16,33,0.485,0.337,12,18,0.667,6,30,36,11,4,1,7,16,Air Force
13,2022-01-04,@,Colorado State,REG (Conf),L,59,67,23,44,0.523,10,21,0.476,13,23,0.565,0.636,3,6,0.5,2,20,22,15,3,2,10,16,23,57,0.404,7,23,0.304,16,34,0.471,0.465,14,19,0.737,12,21,33,10,6,3,6,16,Air Force
14,2022-01-15,,Nevada,REG (Conf),L,68,75,21,55,0.382,15,39,0.385,6,16,0.375,0.518,11,15,0.733,8,17,25,17,4,2,8,20,25,55,0.455,6,21,0.286,19,34,0.559,0.509,19,23,0.826,13,27,40,16,4,6,14,21,Air Force
15,2022-01-18,@,Boise State,REG (Conf),L,56,62,22,43,0.512,6,13,0.462,16,30,0.533,0.581,6,14,0.429,7,16,23,12,5,1,17,23,19,39,0.487,5,14,0.357,14,25,0.56,0.551,19,32,0.594,7,16,23,9,8,7,13,17,Air Force
16,2022-01-20,,UNLV,REG (Conf),W,69,62,23,46,0.5,8,22,0.364,15,24,0.625,0.587,15,24,0.625,5,25,30,16,5,2,10,24,20,46,0.435,4,15,0.267,16,31,0.516,0.478,18,25,0.72,4,23,27,6,3,2,12,22,Air Force
17,2022-01-22,,Colorado State,REG (Conf),L,53,73,18,54,0.333,9,26,0.346,9,28,0.321,0.417,8,18,0.444,8,20,28,14,8,5,10,16,27,47,0.574,6,17,0.353,21,30,0.7,0.638,13,19,0.684,3,31,34,10,7,6,15,15,Air Force
18,2022-01-25,@,San Jose State,REG (Conf),W,63,53,21,53,0.396,12,28,0.429,9,25,0.36,0.509,9,13,0.692,10,21,31,9,6,8,10,16,20,52,0.385,3,14,0.214,17,38,0.447,0.413,10,12,0.833,10,20,30,8,4,6,11,16,Air Force
19,2022-01-28,,Wyoming,REG (Conf),L,61,63,25,46,0.543,5,20,0.25,20,26,0.769,0.598,6,11,0.545,4,20,24,10,4,4,12,25,21,52,0.404,2,16,0.125,19,36,0.528,0.423,19,27,0.704,13,21,34,5,3,0,13,18,Air Force
20,2022-02-01,@,Utah State,REG (Conf),L,46,73,18,50,0.36,2,15,0.133,16,35,0.457,0.38,8,11,0.727,0,13,13,11,10,0,9,19,26,42,0.619,5,16,0.313,21,26,0.808,0.679,16,17,0.941,3,30,33,21,3,3,18,18,Air Force
21,2022-02-05,,New Mexico,REG (Conf),L,77,91,26,57,0.456,7,21,0.333,19,36,0.528,0.518,18,24,0.75,5,19,24,14,3,2,9,18,33,56,0.589,8,16,0.5,25,40,0.625,0.661,17,21,0.81,3,25,28,9,5,7,12,25,Air Force
22,2022-02-08,@,UNLV,REG (Conf),L,44,78,14,46,0.304,6,25,0.24,8,21,0.381,0.37,10,15,0.667,4,13,17,10,4,2,9,14,26,50,0.52,11,19,0.579,15,31,0.484,0.63,15,16,0.938,10,28,38,20,5,4,10,14,Air Force
23,2022-02-12,@,San Diego State,REG (Conf),L,64,76,24,49,0.49,4,18,0.222,20,31,0.645,0.531,12,15,0.8,3,13,16,11,6,2,11,21,25,40,0.625,5,10,0.5,20,30,0.667,0.688,21,27,0.778,6,21,27,17,5,5,16,18,Air Force
24,2022-02-16,,Boise State,REG (Conf),L,59,85,23,51,0.451,7,24,0.292,16,27,0.593,0.52,6,9,0.667,5,8,13,12,1,2,10,14,33,48,0.688,10,18,0.556,23,30,0.767,0.792,9,9,1.0,4,24,28,18,4,3,11,16,Air Force
25,2022-02-19,@,Wyoming,REG (Conf),L,67,75,26,59,0.441,9,19,0.474,17,40,0.425,0.517,6,9,0.667,8,14,22,10,2,2,7,26,25,49,0.51,3,17,0.176,22,32,0.688,0.541,22,26,0.846,6,23,29,11,1,2,8,13,Air Force
26,2022-02-22,,Fresno State,REG (Conf),L,40,65,15,50,0.3,7,28,0.25,8,22,0.364,0.37,3,3,1.0,2,13,15,10,4,4,7,15,23,40,0.575,5,14,0.357,18,26,0.692,0.638,14,16,0.875,3,29,32,15,2,6,11,12,Air Force
27,2022-02-26,@,New Mexico,REG (Conf),L,65,69,24,53,0.453,4,17,0.235,20,36,0.556,0.491,13,23,0.565,10,23,33,15,4,0,12,21,21,54,0.389,2,16,0.125,19,38,0.5,0.407,25,30,0.833,11,24,35,7,4,5,8,20,Air Force
28,2022-03-01,,San Jose State,REG (Conf),W,58,54,19,48,0.396,3,14,0.214,16,34,0.471,0.427,17,26,0.654,5,25,30,8,6,5,14,14,21,57,0.368,4,19,0.211,17,38,0.447,0.404,8,13,0.615,10,28,38,4,10,6,18,20,Air Force
29,2022-03-09,N,Utah State,CTOURN,L,56,83,23,51,0.451,3,14,0.214,20,37,0.541,0.48,7,11,0.636,4,21,25,14,4,1,14,16,29,54,0.537,9,21,0.429,20,33,0.606,0.62,16,21,0.762,6,23,29,19,8,1,9,16,Air Force
1,2021-11-09,@,Ohio State,REG (Non-Conf),L,66,67,25,58,0.431,7,22,0.318,18,36,0.5,0.491,9,12,0.75,10,19,29,5,4,2,11,19,26,60,0.433,4,14,0.286,22,46,0.478,0.467,11,16,0.688,16,19,35,11,5,5,9,15,Akron
2,2021-11-13,,,REG (Non-Conf),W,102,46,36,72,0.5,13,37,0.351,23,35,0.657,0.59,17,25,0.68,20,33,53,23,11,5,13,14,18,57,0.316,5,19,0.263,13,38,0.342,0.36,5,10,0.5,6,17,23,7,8,1,18,22,Akron
3,2021-11-18,,,REG (Non-Conf),W,99,38,39,63,0.619,9,22,0.409,30,41,0.732,0.69,12,22,0.545,17,25,42,12,13,7,11,12,12,47,0.255,4,18,0.222,8,29,0.276,0.298,10,12,0.833,5,10,15,4,4,2,23,20,Akron
4,2021-11-22,N,Fordham,REG (Non-Conf),L,43,63,16,51,0.314,1,18,0.056,15,33,0.455,0.324,10,19,0.526,6,25,31,4,3,2,8,21,21,51,0.412,6,17,0.353,15,34,0.441,0.471,15,21,0.714,8,28,36,7,4,3,7,20,Akron
5,2021-11-23,N,Appalachian State,REG (Non-Conf),L,45,57,18,59,0.305,7,33,0.212,11,26,0.423,0.364,2,7,0.286,8,30,38,11,8,2,14,18,18,51,0.353,6,20,0.3,12,31,0.387,0.412,15,18,0.833,3,30,33,4,7,3,9,9,Akron
6,2021-11-24,N,Evansville,REG (Non-Conf),W,69,60,21,43,0.488,10,15,0.667,11,28,0.393,0.605,17,27,0.63,7,25,32,10,3,2,11,20,22,59,0.373,6,23,0.261,16,36,0.444,0.424,10,14,0.714,11,18,29,8,5,1,7,22,Akron
7,2021-12-01,,Marshall,REG (Non-Conf),W,88,86,30,60,0.5,7,19,0.368,23,41,0.561,0.558,21,29,0.724,11,23,34,16,2,2,11,17,33,62,0.532,11,23,0.478,22,39,0.564,0.621,9,17,0.529,4,23,27,14,4,1,10,25,Akron
8,2021-12-04,,Southern,REG (Non-Conf),W,79,62,23,49,0.469,9,20,0.45,14,29,0.483,0.561,24,35,0.686,10,26,36,15,9,5,15,20,24,58,0.414,5,15,0.333,19,43,0.442,0.457,9,17,0.529,11,21,32,7,8,2,16,29,Akron
9,2021-12-12,,Florida A&M,REG (Non-Conf),W,73,66,19,42,0.452,11,25,0.44,8,17,0.471,0.583,24,38,0.632,7,25,32,15,5,4,15,13,24,60,0.4,6,17,0.353,18,43,0.419,0.45,12,12,1.0,7,23,30,12,10,0,10,28,Akron
10,2021-12-15,@,Wright State,REG (Non-Conf),W,66,48,25,54,0.463,9,23,0.391,16,31,0.516,0.546,7,10,0.7,7,27,34,11,6,1,12,15,19,51,0.373,3,15,0.2,16,36,0.444,0.402,7,12,0.583,6,18,24,4,6,2,10,10,Akron
11,2022-01-01,,Buffalo,REG (Conf),W,88,76,25,52,0.481,8,22,0.364,17,30,0.567,0.558,30,40,0.75,9,23,32,17,5,3,11,16,29,56,0.518,9,22,0.409,20,34,0.588,0.598,9,17,0.529,3,16,19,14,4,1,13,27,Akron
12,2022-01-04,,Ohio,REG (Conf),L,63,69,22,56,0.393,10,27,0.37,12,29,0.414,0.482,9,17,0.529,7,22,29,11,4,1,9,11,26,52,0.5,8,20,0.4,18,32,0.563,0.577,9,10,0.9,3,29,32,12,4,3,8,18,Akron
13,2022-01-11,,Ball State,REG (Conf),W,84,74,31,58,0.534,7,24,0.292,24,34,0.706,0.595,15,21,0.714,9,25,34,15,4,3,11,22,27,55,0.491,7,20,0.35,20,35,0.571,0.555,13,23,0.565,8,18,26,10,5,0,13,22,Akron
14,2022-01-14,@,Kent State,REG (Conf),L,55,67,19,54,0.352,4,24,0.167,15,30,0.5,0.389,13,18,0.722,7,18,25,6,6,2,10,15,25,54,0.463,9,22,0.409,16,32,0.5,0.546,8,13,0.615,11,25,36,10,6,3,12,19,Akron
15,2022-01-18,,Western Michigan,REG (Conf),W,74,73,29,63,0.46,11,30,0.367,18,33,0.545,0.548,5,8,0.625,16,15,31,17,5,2,11,14,25,47,0.532,14,24,0.583,11,23,0.478,0.681,9,10,0.9,5,16,21,12,3,2,15,15,Akron
16,2022-01-20,@,Bowling Green,REG (Conf),W,91,66,32,61,0.525,14,27,0.519,18,34,0.529,0.639,13,16,0.813,8,23,31,15,8,2,6,15,24,67,0.358,5,23,0.217,19,44,0.432,0.396,13,15,0.867,17,20,37,4,4,0,13,19,Akron
17,2022-01-22,,Eastern Michigan,REG (Conf),W,46,44,17,50,0.34,7,22,0.318,10,28,0.357,0.41,5,8,0.625,4,27,31,10,2,3,9,12,19,52,0.365,3,15,0.2,16,37,0.432,0.394,3,7,0.429,6,26,32,8,5,6,9,13,Akron
18,2022-01-25,@,Central Michigan,REG (Conf),W,60,56,22,46,0.478,4,15,0.267,18,31,0.581,0.522,12,15,0.8,6,24,30,8,4,5,13,14,22,61,0.361,6,16,0.375,16,45,0.356,0.41,6,7,0.857,11,18,29,10,8,4,10,16,Akron
19,2022-01-28,@,Toledo,REG (Conf),L,76,84,28,64,0.438,7,25,0.28,21,39,0.538,0.492,13,23,0.565,11,18,29,15,5,2,9,17,33,56,0.589,5,15,0.333,28,41,0.683,0.634,13,17,0.765,7,24,31,17,6,5,9,19,Akron
20,2022-02-04,,Miami (OH),REG (Conf),W,66,55,25,50,0.5,5,17,0.294,20,33,0.606,0.55,11,17,0.647,5,29,34,11,5,6,10,14,21,57,0.368,7,21,0.333,14,36,0.389,0.43,6,7,0.857,5,15,20,11,7,4,7,17,Akron
21,2022-02-06,@,Miami (OH),REG (Conf),W,71,59,22,42,0.524,10,19,0.526,12,23,0.522,0.643,17,23,0.739,6,28,34,9,5,3,16,13,21,53,0.396,7,23,0.304,14,30,0.467,0.462,10,11,0.909,1,15,16,9,8,1,10,19,Akron
22,2022-02-08,@,Northern Illinois,REG (Conf),W,70,64,21,40,0.525,6,15,0.4,15,25,0.6,0.6,22,26,0.846,5,20,25,12,6,2,14,13,22,46,0.478,7,18,0.389,15,28,0.536,0.554,13,15,0.867,4,17,21,10,5,0,12,20,Akron
23,2022-02-11,,Kent State,REG (Conf),L,64,66,23,46,0.5,7,18,0.389,16,28,0.571,0.576,11,17,0.647,8,18,26,17,4,3,12,19,23,47,0.489,10,17,0.588,13,30,0.433,0.596,10,18,0.556,6,17,23,8,6,3,10,20,Akron
24,2022-02-15,@,Western Michigan,REG (Conf),L,57,61,19,58,0.328,7,27,0.259,12,31,0.387,0.388,12,23,0.522,12,30,42,10,4,9,11,17,21,65,0.323,8,22,0.364,13,43,0.302,0.385,11,17,0.647,14,31,45,9,5,3,9,19,Akron
25,2022-02-17,,Northern Illinois,REG (Conf),L,63,66,20,44,0.455,5,19,0.263,15,25,0.6,0.511,18,27,0.667,7,20,27,8,5,4,10,21,25,53,0.472,4,13,0.308,21,40,0.525,0.509,12,16,0.75,6,18,24,11,2,0,8,23,Akron
26,2022-02-19,@,Eastern Michigan,REG (Conf),W,67,48,25,52,0.481,8,18,0.444,17,34,0.5,0.558,9,12,0.75,6,27,33,8,6,5,12,12,20,56,0.357,4,22,0.182,16,34,0.471,0.393,4,6,0.667,6,24,30,6,5,3,10,13,Akron
27,2022-02-22,,Bowling Green,REG (Conf),W,82,68,27,50,0.54,10,26,0.385,17,24,0.708,0.64,18,24,0.75,9,25,34,13,4,2,8,18,27,51,0.529,5,17,0.294,22,34,0.647,0.578,9,16,0.563,5,16,21,9,5,1,6,20,Akron
28,2022-02-25,@,Ohio,REG (Conf),W,91,83,30,48,0.625,4,15,0.267,26,33,0.788,0.667,27,35,0.771,6,27,33,11,6,4,11,16,30,62,0.484,15,36,0.417,15,26,0.577,0.605,8,13,0.615,6,13,19,15,5,3,10,24,Akron
29,2022-03-01,@,Ball State,REG (Conf),W,79,60,24,55,0.436,11,26,0.423,13,29,0.448,0.536,20,25,0.8,7,22,29,11,8,3,6,16,18,52,0.346,7,19,0.368,11,33,0.333,0.413,17,20,0.85,8,23,31,9,1,1,15,18,Akron
30,2022-03-04,,Central Michigan,REG (Conf),W,57,56,19,50,0.38,6,22,0.273,13,28,0.464,0.44,13,22,0.591,6,23,29,13,8,1,7,13,20,47,0.426,4,18,0.222,16,29,0.552,0.468,12,13,0.923,4,24,28,9,4,2,12,20,Akron
31,2022-03-10,N,Buffalo,CTOURN,W,70,68,24,55,0.436,9,17,0.529,15,38,0.395,0.518,13,16,0.813,8,24,32,8,8,5,14,18,23,57,0.404,6,20,0.3,17,37,0.459,0.456,16,20,0.8,12,21,33,9,10,5,14,17,Akron
32,2022-03-11,N,Toledo,CTOURN,W,70,62,25,53,0.472,8,23,0.348,17,30,0.567,0.547,12,15,0.8,8,26,34,9,5,5,8,19,24,54,0.444,4,15,0.267,20,39,0.513,0.481,10,22,0.455,9,21,30,7,5,0,8,16,Akron
33,2022-03-12,N,Kent State,CTOURN,W,75,55,25,48,0.521,10,19,0.526,15,29,0.517,0.625,15,21,0.714,8,14,22,16,12,1,11,7,22,47,0.468,7,17,0.412,15,30,0.5,0.543,4,5,0.8,8,14,22,10,4,1,18,18,Akron
34,2022-03-17,N,UCLA,ROUND-64,L,53,57,21,53,0.396,4,17,0.235,17,36,0.472,0.434,7,8,0.875,8,26,34,4,6,2,10,15,19,54,0.352,8,22,0.364,11,32,0.344,0.426,11,13,0.846,7,21,28,14,9,6,7,11,Akron
1,2021-11-09,,Louisiana Tech,REG (Non-Conf),W,93,64,32,64,0.5,13,33,0.394,19,31,0.613,0.602,16,23,0.696,14,34,48,19,9,2,13,19,26,67,0.388,6,26,0.231,20,41,0.488,0.433,6,19,0.316,14,20,34,11,3,1,10,18,Alabama
2,2021-11-12,,South Dakota State,REG (Non-Conf),W,104,88,41,84,0.488,13,40,0.325,28,44,0.636,0.565,9,14,0.643,17,29,46,19,4,3,8,17,34,70,0.486,9,31,0.29,25,39,0.641,0.55,11,18,0.611,9,29,38,15,4,2,11,19,Alabama
3,2021-11-16,,South Alabama,REG (Non-Conf),W,73,68,27,61,0.443,7,27,0.259,20,34,0.588,0.5,12,19,0.632,9,26,35,13,12,9,22,17,25,65,0.385,7,25,0.28,18,40,0.45,0.438,11,16,0.688,12,25,37,8,10,2,21,21,Alabama
4,2021-11-19,,Oakland,REG (Non-Conf),W,86,59,29,67,0.433,10,36,0.278,19,31,0.613,0.507,18,22,0.818,15,30,45,15,4,10,12,15,19,63,0.302,4,23,0.174,15,40,0.375,0.333,17,22,0.773,7,21,28,3,9,1,9,15,Alabama
5,2021-11-25,N,Iona,REG (Non-Conf),L,68,72,25,56,0.446,5,17,0.294,20,39,0.513,0.491,13,25,0.52,8,30,38,7,7,3,13,18,26,59,0.441,4,21,0.19,22,38,0.579,0.475,16,21,0.762,5,26,31,13,8,4,11,17,Alabama
6,2021-11-26,N,Drake,REG (Non-Conf),W,80,71,31,57,0.544,5,19,0.263,26,38,0.684,0.588,13,22,0.591,10,25,35,11,8,6,17,17,27,63,0.429,7,19,0.368,20,44,0.455,0.484,10,17,0.588,13,20,33,10,7,1,14,20,Alabama
7,2021-11-28,N,Miami (FL),REG (Non-Conf),W,96,64,37,69,0.536,16,30,0.533,21,39,0.538,0.652,6,11,0.545,14,28,42,22,4,3,11,17,23,50,0.46,4,17,0.235,19,33,0.576,0.5,14,20,0.7,4,19,23,6,8,2,13,16,Alabama
8,2021-12-04,N,Gonzaga,REG (Non-Conf),W,91,82,31,72,0.431,13,34,0.382,18,38,0.474,0.521,16,22,0.727,9,30,39,15,7,9,12,24,30,67,0.448,9,23,0.391,21,44,0.477,0.515,13,25,0.52,12,27,39,17,6,9,12,15,Alabama
9,2021-12-11,,Houston,REG (Non-Conf),W,83,82,26,50,0.52,7,18,0.389,19,32,0.594,0.59,24,31,0.774,5,25,30,14,4,1,12,20,31,73,0.425,9,26,0.346,22,47,0.468,0.486,11,19,0.579,17,21,38,11,8,6,9,28,Alabama
10,2021-12-14,@,Memphis,REG (Non-Conf),L,78,92,30,65,0.462,10,33,0.303,20,32,0.625,0.538,8,12,0.667,14,15,29,16,11,3,19,20,32,60,0.533,8,23,0.348,24,37,0.649,0.6,20,25,0.8,11,17,28,20,12,3,17,12,Alabama
11,2021-12-18,,Jacksonville State,REG (Non-Conf),W,65,59,23,56,0.411,8,30,0.267,15,26,0.577,0.482,11,16,0.688,11,28,39,15,5,8,11,17,22,61,0.361,6,25,0.24,16,36,0.444,0.41,9,16,0.563,11,22,33,7,4,3,8,20,Alabama
12,2021-12-21,N,Davidson,REG (Non-Conf),L,78,79,30,67,0.448,12,36,0.333,18,31,0.581,0.537,6,8,0.75,14,22,36,17,5,4,11,12,31,58,0.534,12,24,0.5,19,34,0.559,0.638,5,5,1.0,4,21,25,22,6,3,11,13,Alabama
13,2021-12-29,,Tennessee,REG (Conf),W,73,68,26,60,0.433,7,31,0.226,19,29,0.655,0.492,14,21,0.667,10,32,42,11,7,3,15,17,22,63,0.349,7,29,0.241,15,34,0.441,0.405,17,20,0.85,10,24,34,10,10,2,11,19,Alabama
14,2022-01-05,@,Florida,REG (Conf),W,83,70,29,72,0.403,9,32,0.281,20,40,0.5,0.465,16,19,0.842,16,19,35,16,13,5,11,21,22,52,0.423,8,23,0.348,14,29,0.483,0.5,18,28,0.643,13,22,35,12,5,7,20,20,Alabama
15,2022-01-08,@,Missouri,REG (Conf),L,86,92,33,67,0.493,9,24,0.375,24,43,0.558,0.56,11,16,0.688,10,18,28,15,6,6,6,18,31,63,0.492,9,24,0.375,22,39,0.564,0.563,21,27,0.778,13,26,39,19,4,5,10,14,Alabama
16,2022-01-11,,Auburn,REG (Conf),L,77,81,23,66,0.348,7,31,0.226,16,35,0.457,0.402,24,29,0.828,8,28,36,12,6,7,12,18,30,67,0.448,7,26,0.269,23,41,0.561,0.5,14,22,0.636,8,33,41,11,9,11,12,24,Alabama
17,2022-01-15,@,Mississippi State,REG (Conf),L,76,78,22,56,0.393,8,29,0.276,14,27,0.519,0.464,24,28,0.857,13,18,31,12,7,3,15,26,24,59,0.407,2,16,0.125,22,43,0.512,0.424,28,38,0.737,17,24,41,9,8,2,13,21,Alabama
18,2022-01-19,,LSU,REG (Conf),W,70,67,21,61,0.344,7,34,0.206,14,27,0.519,0.402,21,32,0.656,13,23,36,6,10,3,16,10,24,56,0.429,10,22,0.455,14,34,0.412,0.518,9,15,0.6,8,24,32,6,7,7,19,24,Alabama
