G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
18,2022-01-20,,Belmont,REG (Conf),W,83,74,28,61,0.459,11,22,0.5,17,39,0.436,0.549,16,20,0.8,11,29,40,19,2,4,5,18,25,61,0.41,8,24,0.333,17,37,0.459,0.475,16,27,0.593,10,22,32,16,3,5,6,13,Morehead State
19,2022-01-22,,SIU-Edwardsville,REG (Conf),W,77,74,25,48,0.521,9,20,0.45,16,28,0.571,0.615,18,22,0.818,3,25,28,21,9,7,18,13,27,61,0.443,10,22,0.455,17,39,0.436,0.525,10,16,0.625,7,18,25,12,12,2,16,19,Morehead State
20,2022-01-24,,Tennessee State,REG (Conf),W,67,54,25,53,0.472,6,17,0.353,19,36,0.528,0.528,11,18,0.611,9,24,33,16,8,6,9,17,18,57,0.316,4,21,0.19,14,36,0.389,0.351,14,19,0.737,13,21,34,10,5,1,9,19,Morehead State
21,2022-01-27,@,Southeast Missouri State,REG (Conf),W,74,73,27,67,0.403,7,26,0.269,20,41,0.488,0.455,13,23,0.565,15,27,42,12,5,6,10,18,29,66,0.439,7,26,0.269,22,40,0.55,0.492,8,14,0.571,9,28,37,13,5,1,9,20,Morehead State
22,2022-01-29,@,Murray State,REG (Conf),L,66,77,25,58,0.431,8,22,0.364,17,36,0.472,0.5,8,10,0.8,6,25,31,11,1,6,14,23,28,62,0.452,4,20,0.2,24,42,0.571,0.484,17,23,0.739,10,24,34,10,8,2,6,15,Morehead State
23,2022-01-31,@,Tennessee Tech,REG (Conf),W,70,56,30,67,0.448,6,23,0.261,24,44,0.545,0.493,4,4,1.0,8,29,37,24,7,4,11,15,22,65,0.338,5,14,0.357,17,51,0.333,0.377,7,11,0.636,15,25,40,14,8,5,15,9,Morehead State
24,2022-02-03,,Tennessee Tech,REG (Conf),W,75,68,29,61,0.475,6,18,0.333,23,43,0.535,0.525,11,16,0.688,14,26,40,19,8,6,17,12,26,64,0.406,6,15,0.4,20,49,0.408,0.453,10,15,0.667,8,17,25,14,14,6,13,18,Morehead State
25,2022-02-05,,Austin Peay,REG (Conf),W,77,52,31,55,0.564,10,27,0.37,21,28,0.75,0.655,5,8,0.625,6,24,30,24,8,4,9,17,19,52,0.365,6,20,0.3,13,32,0.406,0.423,8,12,0.667,9,17,26,7,3,0,14,13,Morehead State
26,2022-02-10,@,Belmont,REG (Conf),L,47,48,16,49,0.327,8,20,0.4,8,29,0.276,0.408,7,8,0.875,5,33,38,11,4,8,16,12,18,59,0.305,4,24,0.167,14,35,0.4,0.339,8,10,0.8,5,25,30,9,7,3,6,13,Morehead State
27,2022-02-12,,Murray State,REG (Conf),L,53,57,19,45,0.422,7,20,0.35,12,25,0.48,0.5,8,10,0.8,4,24,28,13,1,4,16,18,20,56,0.357,3,19,0.158,17,37,0.459,0.384,14,18,0.778,12,21,33,10,8,3,11,13,Morehead State
28,2022-02-16,@,UT Martin,REG (Conf),W,68,60,24,57,0.421,3,20,0.15,21,37,0.568,0.447,17,25,0.68,13,26,39,12,4,12,12,15,21,66,0.318,7,17,0.412,14,49,0.286,0.371,11,17,0.647,14,21,35,8,9,2,10,22,Morehead State
29,2022-02-19,,Southeast Missouri State,REG (Conf),L,84,92,31,72,0.431,10,36,0.278,21,36,0.583,0.5,12,18,0.667,20,22,42,17,4,4,13,23,31,65,0.477,15,30,0.5,16,35,0.457,0.592,15,20,0.75,9,21,30,20,7,3,8,24,Morehead State
30,2022-02-24,@,Eastern Illinois,REG (Conf),W,82,46,32,55,0.582,11,27,0.407,21,28,0.75,0.682,7,14,0.5,4,28,32,18,8,7,10,15,17,51,0.333,2,11,0.182,15,40,0.375,0.353,10,15,0.667,6,18,24,7,6,2,17,14,Morehead State
31,2022-02-26,@,SIU-Edwardsville,REG (Conf),L,70,77,25,61,0.41,10,30,0.333,15,31,0.484,0.492,10,13,0.769,14,22,36,17,4,2,14,14,31,65,0.477,7,15,0.467,24,50,0.48,0.531,8,14,0.571,11,21,32,17,7,4,4,12,Morehead State
32,2022-03-03,N,Tennessee Tech,CTOURN,W,73,56,25,64,0.391,11,30,0.367,14,34,0.412,0.477,12,15,0.8,11,27,38,17,3,5,6,10,22,55,0.4,5,16,0.313,17,39,0.436,0.445,7,9,0.778,3,26,29,12,3,5,9,12,Morehead State
33,2022-03-04,N,Belmont,CTOURN,W,53,51,20,52,0.385,6,16,0.375,14,36,0.389,0.442,7,10,0.7,9,19,28,6,11,4,15,18,17,43,0.395,2,12,0.167,15,31,0.484,0.419,15,21,0.714,5,21,26,6,10,5,17,12,Morehead State
34,2022-03-05,N,Murray State,CTOURN,L,67,71,26,54,0.481,7,17,0.412,19,37,0.514,0.546,8,18,0.444,6,23,29,12,6,9,8,18,24,63,0.381,10,22,0.455,14,41,0.341,0.46,13,19,0.684,15,29,44,10,4,5,11,17,Morehead State
1,2021-11-09,,,REG (Non-Conf),W,118,55,45,69,0.652,10,23,0.435,35,46,0.761,0.725,18,27,0.667,7,22,29,30,17,2,16,26,15,48,0.313,2,17,0.118,13,31,0.419,0.333,23,30,0.767,6,15,21,8,6,3,36,19,Morgan State
2,2021-11-11,,,REG (Non-Conf),W,126,71,47,84,0.56,6,22,0.273,41,62,0.661,0.595,26,41,0.634,11,36,47,26,25,7,15,21,28,73,0.384,8,20,0.4,20,53,0.377,0.438,7,17,0.412,13,30,43,13,6,3,40,27,Morgan State
3,2021-11-14,@,George Mason,REG (Non-Conf),L,53,90,21,61,0.344,7,24,0.292,14,37,0.378,0.402,4,5,0.8,6,16,22,8,9,2,16,19,30,58,0.517,15,33,0.455,15,25,0.6,0.647,15,20,0.75,10,31,41,18,9,6,16,10,Morgan State
4,2021-11-18,@,Seattle,REG (Non-Conf),L,80,93,26,58,0.448,10,24,0.417,16,34,0.471,0.534,18,25,0.72,8,20,28,19,8,3,17,21,32,67,0.478,15,30,0.5,17,37,0.459,0.59,14,18,0.778,14,22,36,19,7,3,13,19,Morgan State
5,2021-11-20,@,Portland,REG (Non-Conf),L,63,74,23,64,0.359,8,21,0.381,15,43,0.349,0.422,9,15,0.6,12,16,28,10,7,3,14,21,25,52,0.481,7,24,0.292,18,28,0.643,0.548,17,20,0.85,7,29,36,18,3,2,21,17,Morgan State
6,2021-11-22,@,San Francisco,REG (Non-Conf),L,67,83,26,66,0.394,4,16,0.25,22,50,0.44,0.424,11,17,0.647,4,20,24,9,10,4,9,13,29,58,0.5,12,33,0.364,17,25,0.68,0.603,13,17,0.765,6,33,39,16,5,4,17,12,Morgan State
7,2021-11-28,N,Grambling State,REG (Non-Conf),L,59,74,21,61,0.344,4,19,0.211,17,42,0.405,0.377,13,25,0.52,12,21,33,6,6,2,19,16,28,56,0.5,8,18,0.444,20,38,0.526,0.571,10,16,0.625,6,25,31,7,13,4,17,16,Morgan State
8,2021-11-29,N,Hampton,REG (Non-Conf),W,60,47,22,54,0.407,1,17,0.059,21,37,0.568,0.417,15,24,0.625,10,29,39,11,5,4,14,25,12,47,0.255,2,14,0.143,10,33,0.303,0.277,21,33,0.636,5,21,26,3,5,4,11,19,Morgan State
9,2021-12-06,,,REG (Non-Conf),W,77,71,25,56,0.446,6,18,0.333,19,38,0.5,0.5,21,26,0.808,4,20,24,13,13,4,11,9,27,55,0.491,13,27,0.481,14,28,0.5,0.609,4,6,0.667,6,26,32,17,5,1,24,21,Morgan State
10,2021-12-11,@,Longwood,REG (Non-Conf),L,55,93,20,61,0.328,6,30,0.2,14,31,0.452,0.377,9,15,0.6,6,20,26,8,8,3,17,25,29,58,0.5,11,20,0.55,18,38,0.474,0.595,24,36,0.667,13,28,41,19,9,1,18,17,Morgan State
11,2021-12-18,@,Mount St. Mary's,REG (Non-Conf),L,60,74,28,66,0.424,3,18,0.167,25,48,0.521,0.447,1,4,0.25,10,16,26,12,8,4,13,18,27,57,0.474,10,23,0.435,17,34,0.5,0.561,10,15,0.667,9,27,36,18,7,7,17,10,Morgan State
12,2022-01-05,,,REG (Non-Conf),W,100,41,39,70,0.557,11,23,0.478,28,47,0.596,0.636,11,15,0.733,13,30,43,23,12,4,10,7,14,47,0.298,5,16,0.313,9,31,0.29,0.351,8,11,0.727,1,14,15,7,8,0,23,15,Morgan State
13,2022-01-10,@,South Carolina State,REG (Conf),W,88,81,30,61,0.492,15,32,0.469,15,29,0.517,0.615,13,17,0.765,6,32,38,24,6,2,20,18,30,81,0.37,6,24,0.25,24,57,0.421,0.407,15,23,0.652,20,26,46,17,12,5,12,16,Morgan State
14,2022-01-15,,Coppin State,REG (Conf),L,76,79,25,64,0.391,7,25,0.28,18,39,0.462,0.445,19,31,0.613,13,28,41,13,8,0,21,28,27,56,0.482,4,19,0.211,23,37,0.622,0.518,21,37,0.568,8,30,38,10,11,3,21,28,Morgan State
15,2022-01-22,,Howard,REG (Conf),L,82,91,24,62,0.387,11,28,0.393,13,34,0.382,0.476,23,25,0.92,12,25,37,16,2,3,21,19,33,62,0.532,5,18,0.278,28,44,0.636,0.573,20,25,0.8,4,20,24,15,11,3,10,17,Morgan State
16,2022-01-24,@,Norfolk State,REG (Conf),L,62,82,22,70,0.314,5,30,0.167,17,40,0.425,0.35,13,20,0.65,13,18,31,12,1,2,8,20,23,46,0.5,11,25,0.44,12,21,0.571,0.62,25,35,0.714,7,33,40,13,5,4,15,20,Morgan State
17,2022-01-30,,Delaware State,REG (Conf),W,82,70,31,69,0.449,6,17,0.353,25,52,0.481,0.493,14,18,0.778,11,19,30,16,13,1,15,22,23,43,0.535,6,11,0.545,17,32,0.531,0.605,18,26,0.692,4,20,24,8,9,9,26,17,Morgan State
18,2022-01-31,@,Maryland-Eastern Shore,REG (Conf),L,72,79,27,63,0.429,3,15,0.2,24,48,0.5,0.452,15,19,0.789,14,22,36,11,10,4,25,31,24,56,0.429,10,25,0.4,14,31,0.452,0.518,21,36,0.583,11,20,31,12,13,3,19,20,Morgan State
19,2022-02-12,,North Carolina Central,REG (Conf),L,64,74,25,64,0.391,7,24,0.292,18,40,0.45,0.445,7,15,0.467,12,20,32,12,3,10,17,19,25,55,0.455,3,8,0.375,22,47,0.468,0.482,21,25,0.84,10,28,38,9,9,0,22,14,Morgan State
20,2022-02-14,,South Carolina State,REG (Conf),W,76,66,25,57,0.439,7,16,0.438,18,41,0.439,0.5,19,27,0.704,6,26,32,15,3,1,15,19,22,58,0.379,6,27,0.222,16,31,0.516,0.431,16,20,0.8,4,22,26,11,4,5,15,24,Morgan State
21,2022-02-19,@,Howard,REG (Conf),L,66,68,23,62,0.371,1,12,0.083,22,50,0.44,0.379,19,27,0.704,10,23,33,12,8,2,17,28,17,44,0.386,5,21,0.238,12,23,0.522,0.443,29,38,0.763,4,21,25,11,4,5,20,22,Morgan State
22,2022-02-21,,Norfolk State,REG (Conf),W,85,74,33,63,0.524,5,9,0.556,28,54,0.519,0.563,14,17,0.824,11,21,32,24,4,3,11,17,25,56,0.446,7,25,0.28,18,31,0.581,0.509,17,21,0.81,6,19,25,15,5,4,13,17,Morgan State
23,2022-02-26,@,Delaware State,REG (Conf),W,76,69,26,56,0.464,5,13,0.385,21,43,0.488,0.509,19,25,0.76,8,18,26,12,10,4,14,17,22,51,0.431,8,17,0.471,14,34,0.412,0.51,17,22,0.773,6,23,29,5,10,2,17,20,Morgan State
24,2022-02-28,,Maryland-Eastern Shore,REG (Conf),W,82,48,34,57,0.596,7,15,0.467,27,42,0.643,0.658,7,14,0.5,7,24,31,23,7,4,13,10,18,51,0.353,4,22,0.182,14,29,0.483,0.392,8,15,0.533,6,12,18,10,8,4,18,10,Morgan State
25,2022-03-03,@,Coppin State,REG (Conf),W,63,59,24,66,0.364,4,13,0.308,20,53,0.377,0.394,11,21,0.524,12,32,44,9,9,5,20,19,20,59,0.339,6,25,0.24,14,34,0.412,0.39,13,22,0.591,7,29,36,10,13,8,20,20,Morgan State
26,2022-03-10,N,South Carolina State,CTOURN,W,80,77,31,57,0.544,5,11,0.455,26,46,0.565,0.588,13,20,0.65,10,16,26,15,9,2,12,21,29,61,0.475,8,23,0.348,21,38,0.553,0.541,11,20,0.55,16,13,29,9,6,5,16,19,Morgan State
27,2022-03-11,N,Norfolk State,CTOURN,L,63,72,23,60,0.383,8,24,0.333,15,36,0.417,0.45,9,16,0.563,12,19,31,15,8,8,12,20,26,51,0.51,3,11,0.273,23,40,0.575,0.539,17,21,0.81,6,22,28,11,3,9,14,16,Morgan State
28,2022-03-16,@,Youngstown State,TBC,L,65,70,25,63,0.397,0,10,0.0,25,53,0.472,0.397,15,19,0.789,11,23,34,10,8,3,11,22,22,57,0.386,5,18,0.278,17,39,0.436,0.43,21,25,0.84,9,21,30,11,6,3,13,16,Morgan State
1,2021-11-09,@,Villanova,REG (Non-Conf),L,51,91,21,47,0.447,3,12,0.25,18,35,0.514,0.479,6,8,0.75,7,18,25,16,2,2,18,15,31,56,0.554,16,30,0.533,15,26,0.577,0.696,13,14,0.929,5,18,23,21,13,2,5,15,Mount St. Mary's
2,2021-11-11,,,REG (Non-Conf),W,117,62,46,73,0.63,11,25,0.44,35,48,0.729,0.705,14,19,0.737,16,30,46,23,4,2,7,17,25,62,0.403,4,25,0.16,21,37,0.568,0.435,8,12,0.667,3,15,18,12,3,0,9,18,Mount St. Mary's
3,2021-11-13,@,Saint Joseph's,REG (Non-Conf),L,60,80,19,58,0.328,3,11,0.273,16,47,0.34,0.353,19,21,0.905,7,15,22,9,8,1,10,10,30,58,0.517,10,18,0.556,20,40,0.5,0.603,10,12,0.833,12,27,39,15,7,4,17,19,Mount St. Mary's
4,2021-11-16,@,Kentucky,REG (Non-Conf),L,55,80,18,53,0.34,6,19,0.316,12,34,0.353,0.396,13,21,0.619,8,12,20,8,7,6,14,7,34,64,0.531,4,10,0.4,30,54,0.556,0.563,8,8,1.0,10,25,35,15,9,6,12,17,Mount St. Mary's
5,2021-11-19,@,Robert Morris,REG (Non-Conf),W,74,70,23,58,0.397,4,14,0.286,19,44,0.432,0.431,24,34,0.706,10,31,41,8,8,7,17,21,26,64,0.406,5,15,0.333,21,49,0.429,0.445,13,24,0.542,9,26,35,12,9,3,15,24,Mount St. Mary's
6,2021-11-22,@,Ohio,REG (Non-Conf),L,59,73,23,43,0.535,6,13,0.462,17,30,0.567,0.605,7,10,0.7,5,19,24,7,4,3,20,19,29,62,0.468,4,14,0.286,25,48,0.521,0.5,11,15,0.733,12,14,26,12,10,0,10,14,Mount St. Mary's
7,2021-11-27,,Navy,REG (Non-Conf),L,40,67,11,47,0.234,2,20,0.1,9,27,0.333,0.255,16,25,0.64,6,21,27,7,7,5,16,14,25,55,0.455,7,18,0.389,18,37,0.486,0.518,10,14,0.714,6,29,35,15,7,3,13,21,Mount St. Mary's
8,2021-11-30,,Howard,REG (Non-Conf),W,72,70,24,51,0.471,7,17,0.412,17,34,0.5,0.539,17,24,0.708,12,25,37,14,6,5,17,14,27,58,0.466,6,18,0.333,21,40,0.525,0.517,10,12,0.833,8,17,25,11,12,3,10,23,Mount St. Mary's
9,2021-12-04,@,Loyola (MD),REG (Non-Conf),L,55,61,19,50,0.38,6,14,0.429,13,36,0.361,0.44,11,15,0.733,3,21,24,10,5,4,13,16,21,49,0.429,4,17,0.235,17,32,0.531,0.469,15,16,0.938,4,27,31,10,9,4,10,15,Mount St. Mary's
10,2021-12-07,@,Santa Clara,REG (Non-Conf),L,77,88,34,77,0.442,8,23,0.348,26,54,0.481,0.494,1,2,0.5,5,24,29,25,5,3,3,20,32,55,0.582,6,17,0.353,26,38,0.684,0.636,18,22,0.818,2,32,34,18,2,3,10,11,Mount St. Mary's
11,2021-12-11,,American,REG (Non-Conf),L,66,72,25,63,0.397,3,14,0.214,22,49,0.449,0.421,13,17,0.765,9,22,31,11,6,5,12,16,27,58,0.466,5,12,0.417,22,46,0.478,0.509,13,14,0.929,5,29,34,15,8,1,11,18,Mount St. Mary's
12,2021-12-18,,Morgan State,REG (Non-Conf),W,74,60,27,57,0.474,10,23,0.435,17,34,0.5,0.561,10,15,0.667,9,27,36,18,7,7,17,10,28,66,0.424,3,18,0.167,25,48,0.521,0.447,1,4,0.25,10,16,26,12,8,4,13,18,Mount St. Mary's
15,2022-01-06,@,LIU,REG (Conf),L,57,74,23,54,0.426,7,21,0.333,16,33,0.485,0.491,4,7,0.571,5,23,28,13,5,4,20,7,32,70,0.457,9,29,0.31,23,41,0.561,0.521,1,2,0.5,12,25,37,19,17,2,12,14,Mount St. Mary's
16,2022-01-08,@,St. Francis Brooklyn,REG (Conf),W,69,61,22,39,0.564,7,12,0.583,15,27,0.556,0.654,18,22,0.818,1,28,29,12,5,7,15,19,19,63,0.302,6,20,0.3,13,43,0.302,0.349,17,22,0.773,12,19,31,7,5,2,8,18,Mount St. Mary's
17,2022-01-15,@,Bryant,REG (Conf),L,66,73,27,59,0.458,5,14,0.357,22,45,0.489,0.5,7,11,0.636,6,18,24,14,6,8,16,17,26,56,0.464,12,24,0.5,14,32,0.438,0.571,9,11,0.818,4,22,26,15,10,4,16,18,Mount St. Mary's
18,2022-01-17,@,Merrimack,REG (Conf),W,57,50,21,49,0.429,6,14,0.429,15,35,0.429,0.49,9,17,0.529,8,22,30,13,6,4,10,17,20,49,0.408,1,15,0.067,19,34,0.559,0.418,9,15,0.6,7,27,34,7,9,4,9,14,Mount St. Mary's
19,2022-01-21,,Sacred Heart,REG (Conf),W,98,59,40,69,0.58,11,22,0.5,29,47,0.617,0.659,7,10,0.7,14,31,45,21,7,3,9,22,19,57,0.333,8,25,0.32,11,32,0.344,0.404,13,20,0.65,10,11,21,10,4,3,11,11,Mount St. Mary's
20,2022-01-23,,Central Connecticut State,REG (Conf),W,65,50,24,50,0.48,9,22,0.409,15,28,0.536,0.57,8,11,0.727,9,26,35,15,5,4,18,13,18,47,0.383,6,14,0.429,12,33,0.364,0.447,8,12,0.667,3,15,18,10,7,2,17,16,Mount St. Mary's
21,2022-01-27,@,Fairleigh Dickinson,REG (Conf),W,67,56,26,55,0.473,4,16,0.25,22,39,0.564,0.509,11,20,0.55,13,24,37,14,3,4,10,16,21,62,0.339,4,19,0.211,17,43,0.395,0.371,10,13,0.769,15,22,37,5,4,1,11,24,Mount St. Mary's
22,2022-01-29,,Saint Francis (PA),REG (Conf),W,71,54,28,62,0.452,8,15,0.533,20,47,0.426,0.516,7,10,0.7,13,22,35,12,6,4,7,15,19,48,0.396,3,15,0.2,16,33,0.485,0.427,13,18,0.722,7,18,25,5,4,2,12,12,Mount St. Mary's
23,2022-02-03,,Merrimack,REG (Conf),W,69,53,29,58,0.5,5,12,0.417,24,46,0.522,0.543,6,11,0.545,12,25,37,17,4,2,8,11,19,53,0.358,6,21,0.286,13,32,0.406,0.415,9,10,0.9,8,19,27,9,4,0,11,12,Mount St. Mary's
24,2022-02-05,,Bryant,REG (Conf),L,61,62,25,67,0.373,3,24,0.125,22,43,0.512,0.396,8,10,0.8,16,21,37,11,4,4,9,14,24,60,0.4,7,23,0.304,17,37,0.459,0.458,7,11,0.636,14,21,35,8,4,4,11,13,Mount St. Mary's
25,2022-02-10,@,Wagner,REG (Conf),L,57,69,20,53,0.377,6,17,0.353,14,36,0.389,0.434,11,19,0.579,9,19,28,12,4,4,12,17,25,52,0.481,8,18,0.444,17,34,0.5,0.558,11,15,0.733,6,24,30,12,5,7,7,18,Mount St. Mary's
26,2022-02-12,@,Saint Francis (PA),REG (Conf),W,54,52,18,50,0.36,4,14,0.286,14,36,0.389,0.4,14,26,0.538,9,25,34,7,8,2,11,19,17,51,0.333,3,12,0.25,14,39,0.359,0.363,15,22,0.682,8,23,31,7,4,3,11,22,Mount St. Mary's
27,2022-02-17,,St. Francis Brooklyn,REG (Conf),L,55,64,24,58,0.414,2,13,0.154,22,45,0.489,0.431,5,10,0.5,9,25,34,11,5,3,14,16,23,48,0.479,7,14,0.5,16,34,0.471,0.552,11,18,0.611,2,24,26,6,8,5,11,12,Mount St. Mary's
28,2022-02-19,,LIU,REG (Conf),L,61,66,23,61,0.377,7,21,0.333,16,40,0.4,0.434,8,9,0.889,13,22,35,16,8,2,18,17,25,53,0.472,4,12,0.333,21,41,0.512,0.509,12,14,0.857,5,24,29,13,11,2,15,11,Mount St. Mary's
29,2022-02-24,@,Sacred Heart,REG (Conf),L,65,77,29,67,0.433,4,25,0.16,25,42,0.595,0.463,3,4,0.75,10,19,29,12,3,5,11,22,28,55,0.509,9,19,0.474,19,36,0.528,0.591,12,19,0.632,10,24,34,13,5,0,10,10,Mount St. Mary's
30,2022-02-26,@,Central Connecticut State,REG (Conf),W,65,46,23,49,0.469,9,20,0.45,14,29,0.483,0.561,10,13,0.769,5,25,30,18,8,3,10,18,13,47,0.277,7,24,0.292,6,23,0.261,0.351,13,17,0.765,10,20,30,5,3,1,13,15,Mount St. Mary's
31,2022-03-02,,St. Francis Brooklyn,CTOURN,W,78,48,31,56,0.554,6,13,0.462,25,43,0.581,0.607,10,14,0.714,9,26,35,11,7,2,8,8,20,57,0.351,7,25,0.28,13,32,0.406,0.412,1,3,0.333,9,16,25,8,5,1,11,13,Mount St. Mary's
32,2022-03-05,@,Bryant,CTOURN,L,69,70,27,60,0.45,6,16,0.375,21,44,0.477,0.5,9,10,0.9,6,15,21,13,8,6,6,25,20,52,0.385,5,21,0.238,15,31,0.484,0.433,25,29,0.862,11,24,35,5,4,5,11,14,Mount St. Mary's
1,2021-11-09,,,REG (Non-Conf),W,109,77,38,60,0.633,13,26,0.5,25,34,0.735,0.742,20,30,0.667,9,32,41,24,3,2,9,23,23,56,0.411,11,27,0.407,12,29,0.414,0.509,20,31,0.645,5,17,22,7,7,2,8,23,Murray State
2,2021-11-13,,Bellarmine,REG (Non-Conf),W,78,59,28,54,0.519,8,25,0.32,20,29,0.69,0.593,14,22,0.636,9,22,31,10,9,2,11,17,21,50,0.42,7,20,0.35,14,30,0.467,0.49,10,17,0.588,10,20,30,8,3,2,17,18,Murray State
3,2021-11-16,@,Illinois State,REG (Non-Conf),W,77,65,33,70,0.471,7,20,0.35,26,50,0.52,0.521,4,6,0.667,13,26,39,11,8,2,10,11,24,56,0.429,7,23,0.304,17,33,0.515,0.491,10,12,0.833,6,21,27,9,6,5,13,11,Murray State
4,2021-11-22,N,East Tennessee State,REG (Non-Conf),L,58,66,23,55,0.418,1,16,0.063,22,39,0.564,0.427,11,23,0.478,11,23,34,12,5,3,17,12,27,59,0.458,7,22,0.318,20,37,0.541,0.517,5,7,0.714,7,20,27,10,7,1,12,17,Murray State
5,2021-11-23,N,Long Beach State,REG (Non-Conf),W,80,43,30,60,0.5,12,26,0.462,18,34,0.529,0.6,8,14,0.571,7,21,28,16,11,6,12,19,15,41,0.366,1,12,0.083,14,29,0.483,0.378,12,22,0.545,8,18,26,7,6,3,26,17,Murray State
6,2021-11-24,N,James Madison,REG (Non-Conf),W,74,62,31,64,0.484,6,17,0.353,25,47,0.532,0.531,6,9,0.667,10,26,36,14,6,1,11,13,24,57,0.421,7,22,0.318,17,35,0.486,0.482,7,12,0.583,8,21,29,8,7,2,12,9,Murray State
7,2021-11-29,,,REG (Non-Conf),W,98,61,39,67,0.582,5,19,0.263,34,48,0.708,0.619,15,22,0.682,8,33,41,16,11,1,8,13,21,61,0.344,8,26,0.308,13,35,0.371,0.41,11,14,0.786,6,20,26,9,2,2,15,16,Murray State
8,2021-12-04,,Middle Tennessee,REG (Non-Conf),W,93,87,31,63,0.492,5,16,0.313,26,47,0.553,0.532,26,35,0.743,16,25,41,15,10,5,14,13,33,70,0.471,13,35,0.371,20,35,0.571,0.564,8,10,0.8,9,21,30,17,6,10,17,26,Murray State
9,2021-12-10,@,Memphis,REG (Non-Conf),W,74,72,27,58,0.466,14,29,0.483,13,29,0.448,0.586,6,10,0.6,10,19,29,18,7,1,17,20,25,51,0.49,8,20,0.4,17,31,0.548,0.569,14,22,0.636,8,17,25,17,9,3,14,11,Murray State
10,2021-12-15,,,REG (Non-Conf),W,118,48,47,78,0.603,13,31,0.419,34,47,0.723,0.686,11,17,0.647,20,38,58,27,13,7,13,12,18,70,0.257,5,21,0.238,13,49,0.265,0.293,7,11,0.636,11,13,24,5,9,3,17,13,Murray State
11,2021-12-18,,Chattanooga,REG (Non-Conf),W,87,76,31,64,0.484,11,29,0.379,20,35,0.571,0.57,14,18,0.778,8,22,30,14,6,3,12,13,29,58,0.5,8,26,0.308,21,32,0.656,0.569,10,12,0.833,6,23,29,7,6,1,14,24,Murray State
12,2021-12-22,@,Auburn,REG (Non-Conf),L,58,71,19,56,0.339,7,18,0.389,12,38,0.316,0.402,13,21,0.619,6,21,27,9,10,1,13,13,27,64,0.422,8,25,0.32,19,39,0.487,0.484,9,12,0.75,11,32,43,12,6,11,13,18,Murray State
13,2021-12-30,,Southeast Missouri State,REG (Conf),W,106,81,36,64,0.563,11,23,0.478,25,41,0.61,0.648,23,30,0.767,9,29,38,16,9,5,14,19,25,65,0.385,12,35,0.343,13,30,0.433,0.477,19,23,0.826,11,17,28,15,4,2,15,19,Murray State
14,2022-01-08,@,SIU-Edwardsville,REG (Conf),W,74,69,23,62,0.371,9,23,0.391,14,39,0.359,0.444,19,25,0.76,18,21,39,16,6,3,9,10,25,60,0.417,10,25,0.4,15,35,0.429,0.5,9,10,0.9,10,20,30,14,5,5,13,14,Murray State
15,2022-01-13,,Tennessee State,REG (Conf),W,67,44,26,58,0.448,6,24,0.25,20,34,0.588,0.5,9,13,0.692,13,28,41,15,8,3,13,16,18,53,0.34,3,16,0.188,15,37,0.405,0.368,5,12,0.417,6,21,27,2,10,3,16,12,Murray State
16,2022-01-15,@,Belmont,REG (Conf),W,82,60,26,51,0.51,14,25,0.56,12,26,0.462,0.647,16,29,0.552,7,24,31,13,8,3,7,17,24,59,0.407,5,23,0.217,19,36,0.528,0.449,7,11,0.636,11,25,36,10,1,1,12,20,Murray State
17,2022-01-17,@,Eastern Illinois,REG (Conf),W,72,46,28,55,0.509,9,23,0.391,19,32,0.594,0.591,7,10,0.7,11,27,38,19,9,8,18,20,14,49,0.286,5,19,0.263,9,30,0.3,0.337,13,19,0.684,6,11,17,8,10,2,17,11,Murray State
18,2022-01-20,,Eastern Illinois,REG (Conf),W,91,51,35,68,0.515,14,34,0.412,21,34,0.618,0.618,7,12,0.583,14,29,43,25,6,4,5,16,18,48,0.375,8,21,0.381,10,27,0.37,0.458,7,15,0.467,2,17,19,10,2,3,10,12,Murray State
19,2022-01-22,,UT Martin,REG (Conf),W,74,66,23,65,0.354,3,27,0.111,20,38,0.526,0.377,25,33,0.758,16,27,43,12,9,5,8,17,24,64,0.375,4,25,0.16,20,39,0.513,0.406,14,19,0.737,12,27,39,5,3,6,13,24,Murray State
20,2022-01-24,,Tennessee Tech,REG (Conf),W,79,53,31,67,0.463,4,20,0.2,27,47,0.574,0.493,13,18,0.722,15,25,40,17,6,1,9,9,25,60,0.417,2,24,0.083,23,36,0.639,0.433,1,3,0.333,7,21,28,5,3,5,14,14,Murray State
21,2022-01-27,@,Tennessee Tech,REG (Conf),W,80,75,31,61,0.508,12,28,0.429,19,33,0.576,0.607,6,11,0.545,8,18,26,21,7,3,12,12,32,59,0.542,4,17,0.235,28,42,0.667,0.576,7,10,0.7,6,18,24,21,9,3,13,14,Murray State
