G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
7,2022-11-29,,St. Joseph'sâLong Island,W,89,48,33,66,0.5,17,38,0.447,6,13,0.462,14,46,22,9,4,6,6,,20,59,0.339,8,24,0.333,0,2,0.0,6,26,11,5,2,10,13,Stony Brook
8,2022-12-03,,Yale,L,72,77,21,47,0.447,11,20,0.55,19,23,0.826,6,31,13,1,1,12,19,,29,63,0.46,6,23,0.261,13,18,0.722,9,31,13,6,3,5,18,Stony Brook
9,2022-12-09,@,Bryant,L,60,79,24,62,0.387,10,30,0.333,2,4,0.5,7,33,18,4,1,14,12,,28,61,0.459,17,37,0.459,6,8,0.75,4,32,17,6,5,11,11,Stony Brook
10,2022-12-12,,Sacred Heart,W,71,64,25,60,0.417,9,28,0.321,12,14,0.857,7,33,13,10,2,6,11,,23,63,0.365,11,34,0.324,7,8,0.875,11,35,16,4,3,14,17,Stony Brook
11,2022-12-15,@,Wagner,L,55,58,14,37,0.378,3,12,0.25,24,30,0.8,7,34,6,3,6,11,11,,20,57,0.351,9,27,0.333,9,9,1.0,8,25,11,11,0,4,21,Stony Brook
12,2022-12-18,,Army,W,66,59,22,49,0.449,3,13,0.231,19,29,0.655,8,37,8,3,6,11,14,,23,60,0.383,9,27,0.333,4,12,0.333,7,30,12,6,2,9,21,Stony Brook
13,2022-12-22,@,West Virginia,L,64,75,20,52,0.385,9,28,0.321,15,15,1.0,8,32,8,4,2,13,19,,23,55,0.418,11,26,0.423,18,21,0.857,8,28,14,8,2,8,16,Stony Brook
14,2022-12-31,@,Northeastern,W,65,61,19,50,0.38,9,26,0.346,18,23,0.783,5,30,9,6,1,10,15,,23,61,0.377,6,30,0.2,9,16,0.563,10,36,13,5,0,11,21,Stony Brook
15,2023-01-05,@,Monmouth,W,67,56,23,57,0.404,10,33,0.303,11,14,0.786,9,38,9,4,3,12,19,,20,59,0.339,4,16,0.25,12,22,0.545,8,32,8,9,2,8,16,Stony Brook
16,2023-01-07,,Towson,L,55,67,20,52,0.385,8,25,0.32,7,9,0.778,2,24,13,4,0,7,10,,27,56,0.482,9,20,0.45,4,7,0.571,7,35,16,3,2,7,13,Stony Brook
17,2023-01-12,,Drexel,W,67,66,24,49,0.49,7,20,0.35,12,13,0.923,7,31,12,3,1,13,17,,27,53,0.509,6,17,0.353,6,14,0.429,7,21,10,5,1,6,15,Stony Brook
18,2023-01-14,@,North Carolina A&T,L,59,61,21,58,0.362,9,34,0.265,8,10,0.8,6,38,12,0,2,8,16,,23,61,0.377,5,26,0.192,10,17,0.588,8,35,8,5,2,3,14,Stony Brook
19,2023-01-19,,Northeastern,L,66,79,24,53,0.453,6,17,0.353,12,13,0.923,2,16,14,6,1,9,15,,26,44,0.591,13,20,0.65,14,15,0.933,3,28,19,3,3,13,21,Stony Brook
20,2023-01-21,,UNC Wilmington,L,51,62,19,49,0.388,5,22,0.227,8,10,0.8,2,25,11,3,1,9,19,,21,52,0.404,5,16,0.313,15,20,0.75,7,35,6,7,2,8,13,Stony Brook
21,2023-01-26,@,William & Mary,L,74,77,24,48,0.5,10,23,0.435,16,20,0.8,3,20,10,1,5,9,18,,27,47,0.574,13,16,0.813,10,17,0.588,6,24,11,6,1,7,17,Stony Brook
22,2023-01-28,@,Hampton,W,71,66,25,53,0.472,5,18,0.278,16,24,0.667,4,35,10,3,2,6,15,,25,71,0.352,6,25,0.24,10,14,0.714,13,39,16,4,0,6,19,Stony Brook
23,2023-02-02,,Elon,L,55,69,20,54,0.37,8,27,0.296,7,10,0.7,7,26,16,3,7,10,12,,28,63,0.444,9,22,0.409,4,7,0.571,13,34,17,8,1,7,13,Stony Brook
24,2023-02-04,@,Hofstra,L,58,79,23,55,0.418,8,22,0.364,4,6,0.667,5,24,14,2,2,9,13,,31,56,0.554,7,20,0.35,10,11,0.909,6,33,18,6,3,6,12,Stony Brook
25,2023-02-08,,Monmouth,L,54,61,17,55,0.309,10,26,0.385,10,16,0.625,7,28,8,6,1,17,21,,24,51,0.471,0,9,0.0,13,21,0.619,8,32,6,12,7,13,16,Stony Brook
26,2023-02-11,,North Carolina A&T,W,69,59,22,57,0.386,10,28,0.357,15,17,0.882,11,44,11,3,2,16,14,,22,63,0.349,6,22,0.273,9,18,0.5,12,32,8,12,4,8,19,Stony Brook
27,2023-02-13,@,Delaware,L,60,71,20,55,0.364,7,23,0.304,13,16,0.813,5,27,12,7,1,9,20,,24,51,0.471,11,27,0.407,12,14,0.857,4,31,12,4,4,12,17,Stony Brook
28,2023-02-16,,William & Mary,W (1 OT),71,66,26,53,0.491,9,19,0.474,10,15,0.667,4,28,14,6,8,14,13,,25,62,0.403,8,25,0.32,8,11,0.727,7,30,10,8,0,9,16,Stony Brook
29,2023-02-18,,Hofstra,L,65,68,24,58,0.414,6,26,0.231,11,15,0.733,8,33,15,7,1,9,19,,21,54,0.389,5,24,0.208,21,24,0.875,7,32,10,4,4,9,12,Stony Brook
30,2023-02-23,@,UNC Wilmington,L,69,76,28,54,0.519,5,17,0.294,8,11,0.727,8,36,8,3,5,17,18,,26,61,0.426,10,27,0.37,14,17,0.824,6,24,16,10,1,7,13,Stony Brook
31,2023-02-25,@,College of Charleston,L,52,92,19,62,0.306,7,27,0.259,7,11,0.636,7,30,8,4,1,13,17,,32,65,0.492,15,40,0.375,13,19,0.684,10,45,21,8,3,10,13,Stony Brook
32,2023-03-04,N,North Carolina A&T,W,76,61,27,52,0.519,10,22,0.455,12,14,0.857,4,34,19,6,3,16,16,,20,62,0.323,6,27,0.222,15,23,0.652,13,34,7,12,3,13,17,Stony Brook
33,2023-03-05,N,College of Charleston,L,52,74,22,56,0.393,2,14,0.143,6,9,0.667,2,29,10,2,3,12,15,,26,68,0.382,10,37,0.27,12,17,0.706,13,44,15,8,1,7,13,Stony Brook
1,2022-11-07,,Albany (NY),W,67,62,23,53,0.434,3,12,0.25,18,21,0.857,7,28,13,6,3,13,16,,19,53,0.358,10,31,0.323,14,18,0.778,10,33,14,5,4,15,21,Towson
2,2022-11-10,@,UMass,W,67,55,25,47,0.532,7,16,0.438,10,21,0.476,8,35,17,5,5,16,24,,20,58,0.345,3,14,0.214,12,22,0.545,12,27,11,7,1,10,17,Towson
3,2022-11-13,@,Penn,W,80,74,24,54,0.444,9,23,0.391,23,32,0.719,8,30,14,8,5,11,12,,28,61,0.459,9,27,0.333,9,10,0.9,8,28,14,8,6,13,24,Towson
4,2022-11-17,@,UNC Greensboro,W,56,53,22,52,0.423,3,16,0.188,9,11,0.818,10,36,10,5,7,15,13,,18,63,0.286,8,25,0.32,9,12,0.75,12,33,10,11,3,8,13,Towson
5,2022-11-22,,Coppin State,W,83,67,32,61,0.525,9,24,0.375,10,15,0.667,13,40,17,4,4,9,14,,24,58,0.414,8,27,0.296,11,14,0.786,5,22,7,6,3,5,15,Towson
6,2022-11-25,N,Fairfield,L,69,74,24,54,0.444,3,13,0.231,18,24,0.75,11,32,8,2,2,8,17,,25,50,0.5,11,23,0.478,13,20,0.65,7,26,6,1,2,8,20,Towson
7,2022-11-26,N,South Alabama,W,62,60,24,54,0.444,4,11,0.364,10,18,0.556,8,35,15,5,3,13,10,,23,58,0.397,7,26,0.269,7,10,0.7,5,28,14,4,1,11,15,Towson
8,2022-11-27,N,Mercer,W,70,60,24,60,0.4,8,17,0.471,14,17,0.824,11,35,14,5,4,9,17,,19,49,0.388,10,23,0.435,12,16,0.75,6,28,15,2,2,10,18,Towson
9,2022-12-02,@,LIU,W,74,64,27,57,0.474,5,22,0.227,15,22,0.682,15,37,18,8,5,10,11,,24,55,0.436,8,18,0.444,8,10,0.8,6,23,17,5,2,10,16,Towson
10,2022-12-07,@,Clemson,L,75,80,28,67,0.418,9,26,0.346,10,15,0.667,14,35,10,8,2,7,17,,28,52,0.538,14,23,0.609,10,15,0.667,7,31,21,1,3,13,17,Towson
11,2022-12-11,,Navy,L (1 OT),69,71,23,53,0.434,6,20,0.3,17,24,0.708,10,32,15,7,2,17,16,,29,62,0.468,7,22,0.318,6,8,0.75,9,30,14,8,0,13,20,Towson
12,2022-12-17,N,Northern Iowa,L,66,83,24,57,0.421,8,25,0.32,10,15,0.667,11,28,20,10,1,17,21,,26,48,0.542,6,18,0.333,25,34,0.735,5,26,16,8,1,13,18,Towson
13,2022-12-22,@,Bryant,L,59,69,22,62,0.355,4,18,0.222,11,17,0.647,15,36,11,11,3,16,18,,24,57,0.421,7,26,0.269,14,18,0.778,7,29,14,8,3,18,18,Towson
14,2022-12-31,,College of Charleston,L (1 OT),74,76,26,61,0.426,7,13,0.538,15,20,0.75,10,28,14,10,3,18,16,,26,60,0.433,13,31,0.419,11,14,0.786,14,34,16,8,6,24,18,Towson
15,2023-01-05,,Drexel,W,64,58,25,55,0.455,6,13,0.462,8,10,0.8,6,31,13,5,4,7,12,,24,59,0.407,7,24,0.292,3,7,0.429,11,33,9,5,1,9,13,Towson
16,2023-01-07,@,Stony Brook,W,67,55,27,56,0.482,9,20,0.45,4,7,0.571,7,35,16,3,2,7,13,,20,52,0.385,8,25,0.32,7,9,0.778,2,24,13,4,0,7,10,Towson
17,2023-01-11,@,Delaware,L,59,72,20,57,0.351,7,21,0.333,12,17,0.706,11,29,12,7,4,12,19,,23,45,0.511,5,13,0.385,21,23,0.913,2,24,8,5,4,10,15,Towson
18,2023-01-14,,Monmouth,W,68,48,22,56,0.393,9,27,0.333,15,21,0.714,16,39,13,10,2,10,13,,19,51,0.373,3,17,0.176,7,7,1.0,5,21,11,8,2,14,13,Towson
19,2023-01-16,,Hofstra,W,68,47,27,60,0.45,6,20,0.3,8,14,0.571,11,40,13,6,6,10,13,,20,61,0.328,4,27,0.148,3,6,0.5,9,27,10,6,6,11,12,Towson
20,2023-01-19,@,North Carolina A&T,W,79,67,31,59,0.525,8,19,0.421,9,11,0.818,7,28,11,6,0,10,16,,22,49,0.449,8,20,0.4,15,18,0.833,5,24,13,4,3,12,15,Towson
21,2023-01-21,@,Elon,W,66,62,21,57,0.368,11,26,0.423,13,16,0.813,14,31,12,6,1,13,16,,20,52,0.385,5,21,0.238,17,19,0.895,10,31,12,9,1,14,15,Towson
22,2023-01-26,,Northeastern,W,72,63,24,61,0.393,7,17,0.412,17,22,0.773,11,32,15,3,3,4,16,,22,57,0.386,5,23,0.217,14,19,0.737,9,33,10,2,4,11,18,Towson
23,2023-01-28,,William & Mary,W,92,73,37,71,0.521,10,24,0.417,8,8,1.0,12,32,17,6,8,6,14,,26,53,0.491,12,21,0.571,9,13,0.692,7,22,15,1,4,13,14,Towson
24,2023-02-02,@,Hofstra,L,72,76,29,64,0.453,9,27,0.333,5,10,0.5,10,35,14,3,3,10,16,,30,60,0.5,11,28,0.393,5,10,0.5,8,30,13,3,4,9,12,Towson
25,2023-02-08,,Hampton,W,86,72,29,62,0.468,10,22,0.455,18,24,0.75,12,41,17,6,6,10,19,,25,61,0.41,7,21,0.333,15,24,0.625,8,28,11,2,4,7,19,Towson
26,2023-02-11,@,Drexel,L (1 OT),66,73,24,59,0.407,5,12,0.417,13,19,0.684,8,22,9,11,0,10,20,,24,53,0.453,5,19,0.263,20,21,0.952,10,34,8,3,7,16,16,Towson
27,2023-02-13,@,William & Mary,L,66,68,24,55,0.436,5,19,0.263,13,18,0.722,14,36,10,8,3,8,15,,23,52,0.442,10,19,0.526,12,17,0.706,6,23,14,3,1,9,17,Towson
28,2023-02-16,,Delaware,W,95,72,39,62,0.629,16,22,0.727,1,5,0.2,9,32,27,8,3,17,15,,27,58,0.466,6,21,0.286,12,16,0.75,5,16,12,12,2,14,8,Towson
29,2023-02-18,,North Carolina A&T,W,87,75,27,69,0.391,15,39,0.385,18,22,0.818,16,51,18,1,6,12,14,,28,74,0.378,8,20,0.4,11,12,0.917,12,33,11,8,3,6,20,Towson
30,2023-02-23,@,College of Charleston,L,75,83,26,55,0.473,9,20,0.45,14,24,0.583,7,29,13,6,3,16,26,,25,55,0.455,4,16,0.25,29,35,0.829,8,33,9,9,0,12,21,Towson
31,2023-02-25,@,UNC Wilmington,W,57,53,18,49,0.367,4,17,0.235,17,21,0.81,7,38,6,7,3,16,19,,18,46,0.391,5,15,0.333,12,20,0.6,1,26,7,8,5,14,18,Towson
32,2023-03-05,N,Delaware,W,86,60,34,57,0.596,5,17,0.294,13,17,0.765,8,41,19,4,4,10,15,,24,62,0.387,4,25,0.16,8,13,0.615,4,22,10,4,1,5,16,Towson
33,2023-03-06,N,College of Charleston,L,72,77,28,66,0.424,7,25,0.28,9,14,0.643,10,37,10,5,3,13,25,,21,61,0.344,7,28,0.25,28,35,0.8,11,36,7,6,4,9,13,Towson
1,2022-11-07,@,UNC,L,56,69,17,58,0.293,4,16,0.25,18,24,0.75,16,36,3,6,1,10,24,,22,48,0.458,2,10,0.2,23,30,0.767,6,29,4,5,6,8,18,UNC Wilmington
2,2022-11-11,,Allen,W,104,55,43,72,0.597,12,30,0.4,6,10,0.6,17,42,27,8,3,6,14,,19,47,0.404,7,16,0.438,10,15,0.667,4,18,8,2,1,16,12,UNC Wilmington
3,2022-11-15,@,Oklahoma,L,53,74,20,57,0.351,2,21,0.095,11,16,0.688,9,24,4,5,2,7,14,,26,49,0.531,10,23,0.435,12,16,0.75,7,36,19,3,5,10,18,UNC Wilmington
4,2022-11-18,@,UConn,L,50,86,17,55,0.309,3,15,0.2,13,20,0.65,11,27,5,6,3,12,20,,28,52,0.538,10,22,0.455,20,23,0.87,5,33,20,3,5,10,19,UNC Wilmington
5,2022-11-21,,Mount Olive,W,94,47,41,73,0.562,6,20,0.3,6,16,0.375,14,47,18,8,12,6,10,,18,67,0.269,7,31,0.226,4,7,0.571,15,37,7,2,2,16,13,UNC Wilmington
6,2022-11-25,N,Missouri State,W,68,54,23,53,0.434,5,18,0.278,17,21,0.81,7,31,13,9,3,11,23,,17,45,0.378,2,19,0.105,18,34,0.529,11,34,7,4,2,15,19,UNC Wilmington
7,2022-11-26,N,Vermont,W,68,66,18,48,0.375,7,16,0.438,25,31,0.806,4,23,8,8,0,6,20,,22,46,0.478,7,21,0.333,15,22,0.682,6,29,6,2,1,17,24,UNC Wilmington
8,2022-11-27,N,North Texas,W,55,51,18,46,0.391,5,17,0.294,14,20,0.7,4,22,7,8,2,6,15,,20,52,0.385,8,23,0.348,3,8,0.375,14,36,7,2,1,16,18,UNC Wilmington
9,2022-11-30,@,Coastal Carolina,W,60,58,22,57,0.386,12,29,0.414,4,8,0.5,9,31,14,9,3,14,25,,17,47,0.362,2,13,0.154,22,28,0.786,7,28,5,7,4,16,16,UNC Wilmington
10,2022-12-06,,East Carolina,W,74,61,22,43,0.512,4,12,0.333,26,37,0.703,12,34,11,3,5,14,24,,24,59,0.407,2,14,0.143,11,25,0.44,15,28,8,6,1,9,28,UNC Wilmington
11,2022-12-10,,Jacksonville,W,81,53,29,54,0.537,9,21,0.429,14,20,0.7,9,29,13,6,2,8,13,,20,51,0.392,7,22,0.318,6,8,0.75,7,24,10,6,0,13,20,UNC Wilmington
12,2022-12-18,,High Point,W,85,82,24,54,0.444,10,23,0.435,27,35,0.771,10,37,12,8,6,16,28,,27,64,0.422,8,19,0.421,20,32,0.625,12,35,11,6,2,11,26,UNC Wilmington
13,2022-12-21,@,Campbell,W,74,66,28,48,0.583,8,14,0.571,10,16,0.625,4,23,12,5,0,12,13,,26,50,0.52,5,17,0.294,9,13,0.692,5,26,12,9,3,12,20,UNC Wilmington
14,2022-12-28,@,Monmouth,W,68,55,27,59,0.458,5,19,0.263,9,12,0.75,11,33,10,8,1,13,15,,20,55,0.364,1,11,0.091,14,15,0.933,9,30,8,8,3,13,18,UNC Wilmington
15,2022-12-31,,Hampton,W,82,65,27,46,0.587,8,16,0.5,20,26,0.769,6,28,12,7,5,14,18,,22,52,0.423,6,19,0.316,15,19,0.789,8,23,11,8,4,14,20,UNC Wilmington
16,2023-01-04,@,Elon,W,81,66,31,67,0.463,6,16,0.375,13,16,0.813,13,35,15,4,1,8,18,,24,48,0.5,5,15,0.333,13,19,0.684,3,23,9,4,4,13,18,UNC Wilmington
17,2023-01-07,@,North Carolina A&T,W,66,61,22,50,0.44,3,15,0.2,19,21,0.905,9,36,11,8,1,16,23,,19,51,0.373,8,21,0.381,15,23,0.652,5,20,7,10,1,15,22,UNC Wilmington
18,2023-01-11,,College of Charleston,L,69,71,25,56,0.446,6,16,0.375,13,16,0.813,10,33,12,4,4,9,18,,23,59,0.39,10,29,0.345,15,17,0.882,10,32,12,2,2,10,21,UNC Wilmington
19,2023-01-14,,William & Mary,L,67,69,17,45,0.378,6,23,0.261,27,41,0.659,9,33,9,2,4,11,24,,24,56,0.429,2,14,0.143,19,28,0.679,8,27,7,5,1,8,35,UNC Wilmington
20,2023-01-16,,Elon,W,62,54,17,51,0.333,8,29,0.276,20,25,0.8,12,35,14,8,5,12,13,,19,56,0.339,8,26,0.308,8,13,0.615,10,34,7,8,5,14,20,UNC Wilmington
21,2023-01-19,@,Hofstra,L,46,70,18,45,0.4,4,16,0.25,6,14,0.429,6,27,8,5,1,16,15,,29,55,0.527,5,17,0.294,7,10,0.7,5,30,12,9,1,10,16,UNC Wilmington
22,2023-01-21,@,Stony Brook,W,62,51,21,52,0.404,5,16,0.313,15,20,0.75,7,35,6,7,2,8,13,,19,49,0.388,5,22,0.227,8,10,0.8,2,25,11,3,1,9,19,UNC Wilmington
23,2023-01-26,,Monmouth,W,52,49,18,46,0.391,4,16,0.25,12,15,0.8,6,29,8,10,2,15,18,,16,45,0.356,2,9,0.222,15,23,0.652,11,34,7,11,3,17,19,UNC Wilmington
24,2023-02-02,,North Carolina A&T,W,87,63,30,59,0.508,11,23,0.478,16,22,0.727,9,31,15,8,3,12,16,,25,56,0.446,3,18,0.167,10,15,0.667,5,22,4,10,3,16,20,UNC Wilmington
25,2023-02-04,@,William & Mary,W,70,63,26,50,0.52,5,13,0.385,13,15,0.867,5,18,11,7,2,9,16,,22,44,0.5,6,17,0.353,13,16,0.813,4,21,9,3,3,13,18,UNC Wilmington
26,2023-02-08,@,College of Charleston,L,61,93,20,51,0.392,4,20,0.2,17,24,0.708,4,19,8,8,2,18,23,,31,59,0.525,10,24,0.417,21,26,0.808,12,40,14,9,2,18,23,UNC Wilmington
27,2023-02-11,,Northeastern,W,71,59,20,44,0.455,3,7,0.429,28,36,0.778,7,24,4,10,0,11,21,,21,44,0.477,3,12,0.25,14,17,0.824,6,26,5,3,2,19,30,UNC Wilmington
28,2023-02-16,@,Drexel,W (2 OT),72,71,26,67,0.388,6,15,0.4,14,16,0.875,6,33,11,7,4,9,18,,26,64,0.406,6,20,0.3,13,21,0.619,9,39,7,3,6,12,15,UNC Wilmington
29,2023-02-18,@,Delaware,L,66,75,26,56,0.464,7,17,0.412,7,10,0.7,6,30,12,4,1,16,22,,26,50,0.52,10,21,0.476,13,21,0.619,3,26,8,8,5,11,13,UNC Wilmington
30,2023-02-23,,Stony Brook,W,76,69,26,61,0.426,10,27,0.37,14,17,0.824,6,24,16,10,1,7,13,,28,54,0.519,5,17,0.294,8,11,0.727,8,36,8,3,5,17,18,UNC Wilmington
31,2023-02-25,,Towson,L,53,57,18,46,0.391,5,15,0.333,12,20,0.6,1,26,7,8,5,14,18,,18,49,0.367,4,17,0.235,17,21,0.81,7,38,6,7,3,16,19,UNC Wilmington
32,2023-03-05,N,Drexel,W,73,68,28,51,0.549,6,17,0.353,11,16,0.688,6,25,9,4,0,7,23,,24,50,0.48,6,17,0.353,14,23,0.609,8,26,10,4,0,8,16,UNC Wilmington
33,2023-03-06,N,Hofstra,W (1 OT),79,73,26,58,0.448,7,22,0.318,20,27,0.741,13,41,9,7,4,16,21,,23,58,0.397,11,32,0.344,16,21,0.762,5,27,11,8,3,13,20,UNC Wilmington
34,2023-03-07,N,College of Charleston,L,58,63,22,54,0.407,3,14,0.214,11,14,0.786,9,28,11,5,5,15,15,,21,52,0.404,6,26,0.231,15,20,0.75,9,27,8,10,5,12,16,UNC Wilmington
1,2022-11-07,,Navy,L,59,74,23,57,0.404,6,21,0.286,7,10,0.7,9,27,9,4,5,9,12,,30,62,0.484,10,21,0.476,4,6,0.667,11,34,15,3,2,9,11,William & Mary
2,2022-11-10,,Mid-Atlantic Christian,W,116,40,39,63,0.619,16,26,0.615,22,31,0.71,17,56,25,7,2,8,15,,14,56,0.25,2,18,0.111,10,15,0.667,3,12,9,6,1,11,22,William & Mary
3,2022-11-13,@,Virginia Tech,L,77,94,29,58,0.5,11,22,0.5,8,12,0.667,9,26,12,3,2,12,15,,33,59,0.559,16,32,0.5,12,12,1.0,8,25,19,4,5,7,18,William & Mary
4,2022-11-16,@,American,L,64,71,21,50,0.42,6,15,0.4,16,22,0.727,7,26,10,9,0,10,20,,24,49,0.49,6,16,0.375,17,20,0.85,8,30,12,5,9,13,17,William & Mary
5,2022-11-19,,Army,W,76,67,22,56,0.393,4,17,0.235,28,39,0.718,12,37,11,12,1,8,17,,22,52,0.423,9,26,0.346,14,21,0.667,7,31,12,4,5,13,25,William & Mary
6,2022-11-23,,Radford,W,62,51,21,53,0.396,6,15,0.4,14,19,0.737,11,33,12,10,3,12,16,,20,49,0.408,3,17,0.176,8,12,0.667,6,27,7,3,3,16,18,William & Mary
7,2022-11-25,@,Pitt,L,64,80,25,60,0.417,5,19,0.263,9,18,0.5,11,30,16,4,1,11,16,,27,62,0.435,11,28,0.393,15,19,0.789,15,44,17,8,6,10,14,William & Mary
8,2022-11-29,@,NC State,L,64,85,22,57,0.386,7,19,0.368,13,20,0.65,10,32,8,11,2,16,17,,31,63,0.492,12,28,0.429,11,19,0.579,13,41,18,11,7,14,15,William & Mary
9,2022-12-03,,Richmond,W,58,57,23,51,0.451,9,21,0.429,3,4,0.75,4,26,13,6,1,10,12,,21,52,0.404,9,24,0.375,6,7,0.857,6,25,14,5,7,9,10,William & Mary
10,2022-12-07,@,Old Dominion,L,62,72,26,58,0.448,5,16,0.313,5,11,0.455,13,30,15,6,2,13,21,,25,51,0.49,4,9,0.444,18,26,0.692,11,32,11,11,8,10,11,William & Mary
11,2022-12-10,,Norfolk State,L,53,67,20,53,0.377,7,23,0.304,6,14,0.429,4,20,12,8,2,10,16,,25,55,0.455,7,24,0.292,10,16,0.625,12,39,16,4,7,13,16,William & Mary
12,2022-12-18,@,UMBC,L,62,78,23,56,0.411,6,19,0.316,10,14,0.714,11,31,13,3,2,11,14,,30,56,0.536,5,18,0.278,13,15,0.867,4,24,15,4,2,6,13,William & Mary
13,2022-12-21,,Randolph,W,90,56,30,69,0.435,7,31,0.226,23,33,0.697,19,44,17,12,5,8,15,,21,55,0.382,6,17,0.353,8,11,0.727,7,30,10,4,5,19,25,William & Mary
14,2022-12-31,@,Drexel,L,56,66,20,53,0.377,9,22,0.409,7,8,0.875,3,21,10,7,2,13,20,,25,55,0.455,1,13,0.077,15,24,0.625,15,41,8,7,7,11,13,William & Mary
15,2023-01-05,,Northeastern,W,69,66,25,56,0.446,6,16,0.375,13,18,0.722,8,25,9,8,4,10,10,,28,56,0.5,7,19,0.368,3,7,0.429,8,31,16,6,7,16,17,William & Mary
16,2023-01-07,,Hofstra,L,62,75,23,68,0.338,11,27,0.407,5,12,0.417,14,40,13,2,0,13,11,,33,60,0.55,7,23,0.304,2,2,1.0,1,32,16,7,12,7,12,William & Mary
17,2023-01-11,,Hampton,W,81,65,27,46,0.587,7,16,0.438,20,27,0.741,10,36,11,2,0,14,15,,27,60,0.45,7,27,0.259,4,9,0.444,9,19,9,6,3,8,21,William & Mary
18,2023-01-14,@,UNC Wilmington,W,69,67,24,56,0.429,2,14,0.143,19,28,0.679,8,27,7,5,1,8,35,,17,45,0.378,6,23,0.261,27,41,0.659,9,33,9,2,4,11,24,William & Mary
19,2023-01-16,@,College of Charleston,L,54,82,25,58,0.431,0,12,0.0,4,6,0.667,7,32,10,7,4,18,14,,29,76,0.382,16,45,0.356,8,11,0.727,18,44,17,10,7,9,11,William & Mary
20,2023-01-19,@,Delaware,L,53,80,19,45,0.422,8,19,0.421,7,13,0.538,3,24,13,4,0,15,15,,32,57,0.561,8,20,0.4,8,11,0.727,5,27,15,9,7,9,17,William & Mary
21,2023-01-21,,North Carolina A&T,L,86,90,33,73,0.452,9,31,0.29,11,20,0.55,10,42,14,4,2,13,20,,35,66,0.53,5,16,0.313,15,25,0.6,3,34,17,13,1,9,18,William & Mary
22,2023-01-26,,Stony Brook,W,77,74,27,47,0.574,13,16,0.813,10,17,0.588,6,24,11,6,1,7,17,,24,48,0.5,10,23,0.435,16,20,0.8,3,20,10,1,5,9,18,William & Mary
23,2023-01-28,@,Towson,L,73,92,26,53,0.491,12,21,0.571,9,13,0.692,7,22,15,1,4,13,14,,37,71,0.521,10,24,0.417,8,8,1.0,12,32,17,6,8,6,14,William & Mary
24,2023-02-02,@,Hampton,L,57,62,21,52,0.404,5,17,0.294,10,15,0.667,10,37,13,3,5,12,20,,20,59,0.339,4,18,0.222,18,23,0.783,10,32,8,6,4,9,14,William & Mary
25,2023-02-04,,UNC Wilmington,L,63,70,22,44,0.5,6,17,0.353,13,16,0.813,4,21,9,3,3,13,18,,26,50,0.52,5,13,0.385,13,15,0.867,5,18,11,7,2,9,16,William & Mary
26,2023-02-11,@,Elon,L,55,66,20,57,0.351,9,30,0.3,6,9,0.667,4,24,11,6,1,7,18,,25,50,0.5,4,17,0.235,12,18,0.667,5,35,9,4,4,10,8,William & Mary
27,2023-02-13,,Towson,W,68,66,23,52,0.442,10,19,0.526,12,17,0.706,6,23,14,3,1,9,17,,24,55,0.436,5,19,0.263,13,18,0.722,14,36,10,8,3,8,15,William & Mary
28,2023-02-16,@,Stony Brook,L (1 OT),66,71,25,62,0.403,8,25,0.32,8,11,0.727,7,30,10,8,0,9,16,,26,53,0.491,9,19,0.474,10,15,0.667,4,28,14,6,8,14,13,William & Mary
29,2023-02-18,@,Northeastern,L,57,69,20,47,0.426,6,22,0.273,11,15,0.733,3,26,5,7,1,15,14,,27,57,0.474,8,14,0.571,7,10,0.7,9,31,18,11,5,12,12,William & Mary
30,2023-02-23,,Elon,W,73,60,25,55,0.455,9,27,0.333,14,17,0.824,8,28,12,8,3,11,14,,24,52,0.462,4,21,0.19,8,11,0.727,7,30,7,7,1,16,16,William & Mary
31,2023-02-25,,Monmouth,W,74,62,21,47,0.447,11,26,0.423,21,28,0.75,3,27,15,9,2,14,19,,23,51,0.451,3,9,0.333,13,22,0.591,6,33,15,9,0,19,24,William & Mary
32,2023-03-04,N,Elon,W,73,51,23,57,0.404,14,32,0.438,13,17,0.765,12,35,17,7,1,7,13,,21,55,0.382,5,18,0.278,4,10,0.4,9,31,9,2,3,10,16,William & Mary
33,2023-03-05,N,Hofstra,L,46,94,18,60,0.3,6,25,0.24,4,5,0.8,4,23,9,4,4,9,7,,38,64,0.594,13,21,0.619,5,7,0.714,7,40,12,5,5,6,9,William & Mary
1,2022-11-07,,Coppin State,W,82,59,28,56,0.5,10,29,0.345,16,22,0.727,8,38,14,9,3,11,17,,22,54,0.407,3,22,0.136,12,17,0.706,3,28,6,7,0,12,20,Charlotte
2,2022-11-14,,Maryland-Eastern Shore,W,80,47,29,51,0.569,8,20,0.4,14,17,0.824,5,37,17,6,5,13,13,,14,52,0.269,6,17,0.353,13,15,0.867,5,23,8,12,1,15,14,Charlotte
