G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
17,2023-01-07,,St. John's (NY),W,83,80,27,53,0.509,7,17,0.412,22,34,0.647,5,33,12,6,5,15,15,,32,65,0.492,4,15,0.267,12,20,0.6,7,33,11,8,1,11,22,Providence
18,2023-01-14,@,Creighton,L,67,73,25,65,0.385,4,19,0.211,13,15,0.867,14,43,9,4,4,11,19,,26,54,0.481,3,16,0.188,18,23,0.783,4,29,13,6,5,7,15,Providence
19,2023-01-18,@,Marquette,L,75,83,29,61,0.475,4,18,0.222,13,19,0.684,15,32,13,2,1,13,14,,29,55,0.527,8,19,0.421,17,20,0.85,8,25,15,9,5,9,16,Providence
20,2023-01-21,,DePaul,W,75,64,28,61,0.459,10,23,0.435,9,12,0.75,10,37,15,4,7,11,12,,27,61,0.443,7,21,0.333,3,8,0.375,8,28,12,7,4,9,15,Providence
21,2023-01-25,,Butler,W,79,58,30,54,0.556,5,17,0.294,14,18,0.778,4,36,17,8,5,12,13,,22,58,0.379,8,19,0.421,6,12,0.5,6,23,10,9,3,10,15,Providence
22,2023-01-29,@,Villanova,W,70,65,28,56,0.5,6,18,0.333,8,8,1.0,5,28,19,5,7,8,13,,24,56,0.429,6,23,0.261,11,14,0.786,8,28,11,3,4,8,12,Providence
23,2023-02-01,@,Xavier,L (1 OT),83,85,30,69,0.435,9,20,0.45,14,18,0.778,10,39,18,5,3,6,20,,32,69,0.464,8,23,0.348,13,23,0.565,12,36,22,4,4,5,14,Providence
24,2023-02-08,,Georgetown,W,74,62,28,64,0.438,8,21,0.381,10,13,0.769,10,34,21,5,3,8,15,,22,55,0.4,3,15,0.2,15,18,0.833,7,31,13,1,5,10,14,Providence
25,2023-02-11,@,St. John's (NY),L,68,73,24,72,0.333,7,23,0.304,13,17,0.765,17,42,16,5,6,11,17,,27,61,0.443,4,18,0.222,15,18,0.833,6,35,19,4,7,10,16,Providence
26,2023-02-14,,Creighton,W (2 OT),94,86,34,76,0.447,8,19,0.421,18,21,0.857,6,36,14,7,4,6,16,,33,69,0.478,7,24,0.292,13,15,0.867,2,32,12,1,5,14,19,Providence
27,2023-02-18,,Villanova,W,85,72,27,48,0.563,7,18,0.389,24,32,0.75,7,36,12,6,4,10,19,,24,60,0.4,8,29,0.276,16,18,0.889,8,28,10,5,0,7,24,Providence
28,2023-02-22,@,UConn,L,69,87,22,53,0.415,8,20,0.4,17,20,0.85,7,19,9,5,4,9,12,,32,60,0.533,10,21,0.476,13,14,0.929,14,38,20,6,4,12,14,Providence
29,2023-02-26,@,Georgetown,W,88,68,35,69,0.507,10,19,0.526,8,12,0.667,13,40,23,10,7,8,10,,25,63,0.397,11,28,0.393,7,11,0.636,8,31,12,7,7,14,11,Providence
30,2023-03-01,,Xavier,L,89,94,26,64,0.406,11,22,0.5,26,34,0.765,12,34,12,5,3,7,17,,34,61,0.557,10,20,0.5,16,20,0.8,7,34,14,2,5,8,24,Providence
31,2023-03-04,,Seton Hall,L,58,82,23,57,0.404,4,23,0.174,8,13,0.615,12,24,13,6,3,9,13,,30,48,0.625,10,18,0.556,12,17,0.706,8,30,18,6,3,10,16,Providence
32,2023-03-09,N,UConn,L,66,73,24,58,0.414,6,23,0.261,12,17,0.706,10,22,13,12,0,9,12,,28,53,0.528,13,30,0.433,4,5,0.8,9,32,21,5,3,18,16,Providence
33,2023-03-17,N,Kentucky,L,53,61,21,58,0.362,5,24,0.208,6,11,0.545,7,27,12,5,1,9,16,,23,63,0.365,5,16,0.313,10,13,0.769,16,46,10,6,4,10,12,Providence
1,2022-11-09,,Monmouth,W,79,52,24,53,0.453,8,23,0.348,23,39,0.59,16,43,13,12,5,19,25,,17,57,0.298,2,20,0.1,16,24,0.667,13,38,7,7,3,23,26,Seton Hall
2,2022-11-12,,St. Peter's,W,80,44,23,44,0.523,5,14,0.357,29,38,0.763,9,39,10,4,5,16,19,,16,58,0.276,5,24,0.208,7,13,0.538,13,28,8,9,3,14,32,Seton Hall
3,2022-11-16,,Iowa,L,67,83,24,67,0.358,8,22,0.364,11,13,0.846,13,35,14,5,2,14,25,,25,58,0.431,5,16,0.313,28,33,0.848,12,36,10,8,5,7,15,Seton Hall
4,2022-11-20,,Wagner,W,82,44,28,54,0.519,11,23,0.478,15,21,0.714,9,40,13,9,4,12,14,,18,59,0.305,5,20,0.25,3,8,0.375,8,24,6,7,2,13,18,Seton Hall
5,2022-11-24,N,Memphis,W,70,69,21,51,0.412,7,24,0.292,21,30,0.7,7,28,14,12,7,16,25,,23,51,0.451,4,14,0.286,19,29,0.655,7,33,10,9,4,16,24,Seton Hall
6,2022-11-25,N,Oklahoma,L,64,77,23,52,0.442,5,13,0.385,13,18,0.722,6,27,14,5,4,14,15,,29,56,0.518,10,20,0.5,9,14,0.643,5,25,15,7,2,8,15,Seton Hall
7,2022-11-27,N,Siena,L,55,60,17,52,0.327,1,9,0.111,20,32,0.625,9,29,10,9,1,14,19,,21,49,0.429,2,16,0.125,16,23,0.696,9,35,9,9,8,16,21,Seton Hall
8,2022-12-01,@,Kansas,L,65,91,21,48,0.438,4,19,0.211,19,32,0.594,8,23,11,4,2,16,17,,33,58,0.569,7,17,0.412,18,21,0.857,10,33,16,15,3,10,22,Seton Hall
9,2022-12-07,,Lincoln (PA),W,82,55,27,53,0.509,5,21,0.238,23,32,0.719,13,41,12,11,10,19,14,,21,57,0.368,5,12,0.417,8,17,0.471,8,22,10,11,3,17,19,Seton Hall
10,2022-12-11,@,Rutgers,W,45,43,15,44,0.341,5,21,0.238,10,18,0.556,8,30,9,12,4,14,20,,14,43,0.326,5,17,0.294,10,11,0.909,6,30,11,6,3,18,16,Seton Hall
11,2022-12-14,,Drexel,W,66,49,23,53,0.434,5,17,0.294,15,19,0.789,10,43,10,9,8,14,14,,18,67,0.269,8,34,0.235,5,6,0.833,12,33,9,8,2,14,14,Seton Hall
12,2022-12-17,,Providence,L,67,71,24,57,0.421,5,22,0.227,14,21,0.667,6,30,10,4,6,14,22,,23,53,0.434,5,13,0.385,20,28,0.714,9,34,15,10,7,14,19,Seton Hall
13,2022-12-20,@,Xavier,L,70,73,26,57,0.456,4,17,0.235,14,23,0.609,9,31,14,7,6,14,23,,26,58,0.448,5,20,0.25,16,22,0.727,10,38,23,4,6,13,19,Seton Hall
14,2022-12-27,@,Marquette,L,69,83,25,54,0.463,7,23,0.304,12,22,0.545,13,34,15,5,6,12,12,,33,61,0.541,9,25,0.36,8,11,0.727,8,29,21,11,4,7,16,Seton Hall
15,2022-12-31,,St. John's (NY),W,88,66,33,61,0.541,7,19,0.368,15,20,0.75,8,37,17,9,5,10,13,,28,68,0.412,4,18,0.222,6,11,0.545,12,31,14,6,5,10,18,Seton Hall
16,2023-01-03,@,Creighton,L,61,83,22,60,0.367,5,19,0.263,12,14,0.857,9,29,8,3,2,12,16,,29,57,0.509,11,27,0.407,14,17,0.824,7,33,22,5,9,10,16,Seton Hall
17,2023-01-07,,Butler,W,76,51,29,55,0.527,7,16,0.438,11,18,0.611,6,34,17,10,2,12,19,,15,56,0.268,4,21,0.19,17,25,0.68,11,34,6,6,3,12,13,Seton Hall
18,2023-01-10,@,Georgetown,W,66,51,24,63,0.381,9,24,0.375,9,10,0.9,12,40,13,11,5,8,10,,20,64,0.313,4,24,0.167,7,9,0.778,13,35,8,4,4,12,7,Seton Hall
19,2023-01-14,@,DePaul,W,71,67,26,56,0.464,4,11,0.364,15,23,0.652,12,33,11,8,3,13,19,,22,49,0.449,9,26,0.346,14,16,0.875,7,27,18,7,4,14,16,Seton Hall
20,2023-01-18,,UConn,W,67,66,23,56,0.411,4,21,0.19,17,25,0.68,10,30,7,8,6,9,15,,22,56,0.393,9,23,0.391,13,14,0.929,12,38,16,4,2,17,21,Seton Hall
21,2023-01-21,,Marquette,L,53,74,17,37,0.459,5,12,0.417,14,20,0.7,6,26,14,11,3,22,13,,29,54,0.537,9,27,0.333,7,9,0.778,6,21,16,13,4,17,19,Seton Hall
22,2023-01-28,@,Butler,W,70,49,28,59,0.475,7,18,0.389,7,9,0.778,7,31,11,11,4,7,16,,19,51,0.373,4,17,0.235,7,14,0.5,9,27,8,4,9,13,14,Seton Hall
23,2023-02-01,@,St. John's (NY),W,84,72,31,62,0.5,9,20,0.45,13,22,0.591,8,32,19,11,2,14,24,,24,59,0.407,7,15,0.467,17,27,0.63,14,40,11,6,8,17,20,Seton Hall
24,2023-02-05,,DePaul,W,69,64,18,52,0.346,3,14,0.214,30,45,0.667,11,40,12,10,5,11,20,,26,65,0.4,5,21,0.238,7,15,0.467,10,33,12,6,4,12,29,Seton Hall
25,2023-02-08,,Creighton,L,62,75,24,56,0.429,6,11,0.545,8,14,0.571,5,15,7,12,6,5,15,,27,44,0.614,12,20,0.6,9,13,0.692,5,31,17,3,2,17,15,Seton Hall
26,2023-02-11,@,Villanova,L,54,58,21,53,0.396,7,20,0.35,5,7,0.714,6,29,15,9,5,16,20,,21,49,0.429,6,15,0.4,10,16,0.625,6,27,7,9,1,13,11,Seton Hall
27,2023-02-14,,Georgetown,W,76,68,22,53,0.415,4,12,0.333,28,37,0.757,5,33,9,12,5,14,17,,23,63,0.365,6,25,0.24,16,18,0.889,6,36,12,7,5,16,25,Seton Hall
28,2023-02-18,@,UConn,L,55,64,21,53,0.396,2,11,0.182,11,15,0.733,4,19,8,7,2,12,21,,22,52,0.423,4,22,0.182,16,22,0.727,13,37,12,5,7,15,15,Seton Hall
29,2023-02-24,,Xavier,L,60,82,22,57,0.386,5,20,0.25,11,18,0.611,9,24,12,6,8,12,18,,29,60,0.483,10,23,0.435,14,16,0.875,13,37,17,7,4,14,20,Seton Hall
30,2023-02-28,,Villanova,L,72,76,25,55,0.455,8,18,0.444,14,18,0.778,11,28,14,7,2,10,18,,22,41,0.537,10,23,0.435,22,23,0.957,2,21,9,7,6,13,16,Seton Hall
31,2023-03-04,@,Providence,W,82,58,30,48,0.625,10,18,0.556,12,17,0.706,8,30,18,6,3,10,16,,23,57,0.404,4,23,0.174,8,13,0.615,12,24,13,6,3,9,13,Seton Hall
32,2023-03-08,N,DePaul,L,65,66,25,50,0.5,4,15,0.267,11,18,0.611,4,27,8,8,4,14,16,,23,51,0.451,10,20,0.5,10,14,0.714,5,20,14,6,6,14,18,Seton Hall
33,2023-03-14,@,Colorado,L,64,65,22,60,0.367,4,18,0.222,16,18,0.889,7,33,12,5,1,6,16,,21,54,0.389,10,18,0.556,13,16,0.813,8,37,13,1,3,10,16,Seton Hall
1,2022-11-07,,Merrimack,W,97,72,37,65,0.569,10,26,0.385,13,15,0.867,14,46,22,14,4,29,21,,25,65,0.385,6,29,0.207,16,22,0.727,9,24,16,14,1,20,15,St. John's (NY)
2,2022-11-12,,Lafayette,W,83,68,28,54,0.519,10,20,0.5,17,20,0.85,6,33,19,5,2,10,13,,25,59,0.424,14,35,0.4,4,9,0.444,9,28,14,5,0,11,18,St. John's (NY)
3,2022-11-15,,Central Connecticut,W,91,74,38,69,0.551,8,22,0.364,7,12,0.583,12,35,19,8,4,7,9,,29,57,0.509,10,27,0.37,6,9,0.667,3,21,14,6,1,12,11,St. John's (NY)
4,2022-11-17,,Nebraska,W,70,50,29,74,0.392,5,21,0.238,7,14,0.5,19,47,14,10,7,13,17,,19,64,0.297,5,27,0.185,7,14,0.5,16,39,9,5,2,16,13,St. John's (NY)
5,2022-11-21,N,Temple,W,78,72,32,69,0.464,3,13,0.231,11,14,0.786,11,34,16,14,4,13,19,,25,56,0.446,8,24,0.333,14,16,0.875,6,31,15,4,0,21,16,St. John's (NY)
6,2022-11-23,N,Syracuse,W (1 OT),76,69,27,67,0.403,7,23,0.304,15,21,0.714,13,41,18,8,2,15,16,,26,67,0.388,3,16,0.188,14,18,0.778,10,34,13,5,9,12,15,St. John's (NY)
7,2022-11-26,,Niagara,W,78,70,26,66,0.394,3,15,0.2,23,38,0.605,13,40,9,10,5,7,17,,24,60,0.4,10,24,0.417,12,16,0.75,6,40,15,4,3,16,24,St. John's (NY)
8,2022-11-29,,LIU,W,95,68,43,71,0.606,5,17,0.294,4,10,0.4,9,43,26,10,3,14,17,,26,57,0.456,8,24,0.333,8,20,0.4,5,22,10,4,4,17,9,St. John's (NY)
9,2022-12-04,@,Iowa State,L,60,71,19,53,0.358,3,16,0.188,19,25,0.76,10,34,6,6,2,20,20,,24,56,0.429,5,13,0.385,18,28,0.643,9,33,17,13,1,12,22,St. John's (NY)
10,2022-12-07,,DePaul,W,86,67,33,65,0.508,5,18,0.278,15,19,0.789,14,41,17,10,3,12,18,,27,69,0.391,7,30,0.233,6,11,0.545,15,33,11,6,0,14,15,St. John's (NY)
11,2022-12-10,,New Hampshire,W,64,51,24,68,0.353,6,24,0.25,10,14,0.714,15,44,10,8,9,12,4,,22,66,0.333,5,24,0.208,2,2,1.0,9,39,11,8,2,11,11,St. John's (NY)
12,2022-12-17,N,Florida State,W,93,79,33,63,0.524,8,18,0.444,19,23,0.826,11,34,19,7,3,11,15,,27,57,0.474,11,19,0.579,14,19,0.737,5,22,17,6,1,15,18,St. John's (NY)
13,2022-12-21,@,Villanova,L,63,78,27,75,0.36,6,25,0.24,3,6,0.5,10,37,18,7,5,12,16,,28,59,0.475,6,19,0.316,16,17,0.941,4,37,12,7,1,11,10,St. John's (NY)
14,2022-12-28,,Xavier,L,79,84,31,72,0.431,8,18,0.444,9,16,0.563,12,35,15,12,5,12,15,,32,70,0.457,6,15,0.4,14,20,0.7,15,47,19,10,3,15,17,St. John's (NY)
15,2022-12-31,@,Seton Hall,L,66,88,28,68,0.412,4,18,0.222,6,11,0.545,12,31,14,6,5,10,18,,33,61,0.541,7,19,0.368,15,20,0.75,8,37,17,9,5,10,13,St. John's (NY)
16,2023-01-03,,Marquette,L,85,96,34,66,0.515,8,17,0.471,9,14,0.643,12,31,18,9,4,16,20,,33,62,0.532,10,23,0.435,20,26,0.769,9,28,18,12,2,13,15,St. John's (NY)
17,2023-01-07,@,Providence,L,80,83,32,65,0.492,4,15,0.267,12,20,0.6,7,33,11,8,1,11,22,,27,53,0.509,7,17,0.412,22,34,0.647,5,33,12,6,5,15,15,St. John's (NY)
18,2023-01-10,,Butler,W,77,61,30,57,0.526,8,18,0.444,9,11,0.818,6,30,12,16,2,17,15,,21,51,0.412,7,20,0.35,12,16,0.75,5,26,10,12,1,21,12,St. John's (NY)
19,2023-01-15,@,UConn,W,85,74,30,58,0.517,2,13,0.154,23,37,0.622,8,31,10,7,1,10,21,,23,55,0.418,8,26,0.308,20,27,0.741,11,38,13,4,1,20,30,St. John's (NY)
20,2023-01-20,,Villanova,L,49,57,18,56,0.321,3,12,0.25,10,12,0.833,12,36,13,9,4,17,14,,19,52,0.365,8,24,0.333,11,14,0.786,7,29,9,13,0,14,14,St. John's (NY)
21,2023-01-25,@,Creighton,L,76,104,31,67,0.463,6,13,0.462,8,14,0.571,11,31,13,2,1,12,15,,38,67,0.567,11,30,0.367,17,21,0.81,8,35,22,7,3,6,15,St. John's (NY)
22,2023-01-29,,Georgetown,W,75,73,29,70,0.414,7,17,0.412,10,17,0.588,16,39,19,6,2,12,12,,28,64,0.438,7,24,0.292,10,15,0.667,11,34,6,11,7,13,13,St. John's (NY)
23,2023-02-01,,Seton Hall,L,72,84,24,59,0.407,7,15,0.467,17,27,0.63,14,40,11,6,8,17,20,,31,62,0.5,9,20,0.45,13,22,0.591,8,32,19,11,2,14,24,St. John's (NY)
24,2023-02-04,@,Xavier,L,71,96,27,69,0.391,8,17,0.471,9,16,0.563,13,36,16,8,2,10,17,,32,59,0.542,15,28,0.536,17,23,0.739,4,32,26,7,2,11,16,St. John's (NY)
25,2023-02-07,@,Butler,L,66,68,29,59,0.492,4,10,0.4,4,6,0.667,5,31,16,8,3,10,16,,23,56,0.411,8,24,0.333,14,21,0.667,8,29,19,4,5,11,11,St. John's (NY)
26,2023-02-11,,Providence,W,73,68,27,61,0.443,4,18,0.222,15,18,0.833,6,35,19,4,7,10,16,,24,72,0.333,7,23,0.304,13,17,0.765,17,42,16,5,6,11,17,St. John's (NY)
27,2023-02-14,@,DePaul,W (2 OT),92,83,32,86,0.372,7,23,0.304,21,26,0.808,21,58,18,9,4,14,13,,30,76,0.395,11,26,0.423,12,17,0.706,11,38,19,9,13,15,19,St. John's (NY)
28,2023-02-18,,Creighton,L,67,77,25,56,0.446,4,10,0.4,13,16,0.813,5,31,13,9,5,15,16,,24,62,0.387,13,33,0.394,16,16,1.0,11,33,20,9,4,14,12,St. John's (NY)
29,2023-02-22,@,Georgetown,W,79,70,32,64,0.5,2,14,0.143,13,20,0.65,11,37,16,14,3,14,11,,26,61,0.426,9,22,0.409,9,13,0.692,8,33,17,9,4,19,14,St. John's (NY)
30,2023-02-25,,UConn,L,86,95,30,65,0.462,4,13,0.308,22,29,0.759,12,28,15,6,3,12,23,,30,64,0.469,9,25,0.36,26,33,0.788,15,36,17,9,11,14,21,St. John's (NY)
31,2023-03-04,@,Marquette,L,94,96,34,64,0.531,10,20,0.5,16,18,0.889,10,36,19,2,1,19,21,,32,64,0.5,11,31,0.355,21,28,0.75,8,25,24,13,1,8,22,St. John's (NY)
32,2023-03-08,,Butler,W,76,63,30,69,0.435,6,20,0.3,10,16,0.625,17,49,10,5,2,14,11,,25,65,0.385,7,27,0.259,6,7,0.857,8,26,14,11,5,11,15,St. John's (NY)
33,2023-03-09,,Marquette,L (1 OT),70,72,21,69,0.304,8,24,0.333,20,24,0.833,15,41,9,9,7,20,17,,27,69,0.391,9,34,0.265,9,12,0.75,11,35,18,13,3,19,21,St. John's (NY)
1,2022-11-07,,La Salle,W,81,68,29,52,0.558,13,20,0.65,10,11,0.909,5,30,13,4,4,9,18,,22,55,0.4,10,25,0.4,14,20,0.7,9,27,11,6,0,8,15,Villanova
2,2022-11-11,@,Temple,L,64,68,24,50,0.48,2,7,0.286,14,16,0.875,4,30,8,2,0,13,21,,23,60,0.383,5,23,0.217,17,21,0.81,8,28,7,8,6,7,16,Villanova
3,2022-11-14,,Delaware State,W,60,50,17,46,0.37,5,27,0.185,21,25,0.84,4,25,9,6,2,6,11,,20,45,0.444,6,15,0.4,4,4,1.0,3,20,11,2,2,14,19,Villanova
4,2022-11-18,@,Michigan State,L,71,73,24,53,0.453,8,29,0.276,15,19,0.789,4,24,15,7,0,6,10,,28,54,0.519,13,25,0.52,4,6,0.667,5,29,22,4,1,12,16,Villanova
5,2022-11-24,N,Iowa State,L (1 OT),79,81,23,57,0.404,13,36,0.361,20,25,0.8,8,33,17,8,0,18,19,,30,66,0.455,8,28,0.286,13,15,0.867,11,35,22,12,3,16,23,Villanova
6,2022-11-25,N,Portland,L,71,83,23,69,0.333,9,41,0.22,16,21,0.762,13,31,9,4,0,8,25,,27,48,0.563,11,24,0.458,18,23,0.783,3,35,19,3,3,13,17,Villanova
7,2022-11-27,N,Oregon,L,67,74,23,57,0.404,10,31,0.323,11,14,0.786,9,28,15,4,3,7,16,,26,59,0.441,11,29,0.379,11,16,0.688,12,36,14,3,2,10,15,Villanova
8,2022-12-03,,Oklahoma,W,70,66,25,44,0.568,7,17,0.412,13,16,0.813,1,18,10,6,1,7,15,,24,50,0.48,10,23,0.435,8,12,0.667,8,27,18,5,1,12,18,Villanova
9,2022-12-07,,Penn,W,70,59,21,50,0.42,10,30,0.333,18,21,0.857,4,22,12,10,2,5,13,,21,49,0.429,6,23,0.261,11,12,0.917,7,32,13,4,1,13,18,Villanova
10,2022-12-10,N,Boston College,W,77,56,24,54,0.444,13,27,0.481,16,20,0.8,6,36,10,6,2,5,15,,22,56,0.393,8,26,0.308,4,9,0.444,6,28,12,2,2,14,13,Villanova
11,2022-12-17,@,St. Joseph's,W,71,64,24,58,0.414,14,38,0.368,9,10,0.9,10,43,15,1,4,10,10,,24,62,0.387,9,29,0.31,7,11,0.636,4,24,13,3,3,7,12,Villanova
12,2022-12-21,,St. John's (NY),W,78,63,28,59,0.475,6,19,0.316,16,17,0.941,4,37,12,7,1,11,10,,27,75,0.36,6,25,0.24,3,6,0.5,10,37,18,7,5,12,16,Villanova
13,2022-12-28,@,UConn,L,66,74,22,51,0.431,5,22,0.227,17,18,0.944,5,26,7,3,0,18,23,,21,53,0.396,9,30,0.3,23,27,0.852,5,26,12,12,4,10,18,Villanova
14,2022-12-31,,Marquette,L,66,68,24,57,0.421,12,33,0.364,6,7,0.857,7,33,16,3,4,11,11,,27,57,0.474,10,26,0.385,4,7,0.571,3,24,16,7,3,8,11,Villanova
15,2023-01-04,@,Georgetown,W,73,57,23,54,0.426,9,27,0.333,18,18,1.0,5,32,8,9,1,9,15,,21,59,0.356,4,20,0.2,11,16,0.688,10,31,12,5,5,11,14,Villanova
16,2023-01-07,,Xavier,L,80,88,32,74,0.432,9,32,0.281,7,7,1.0,8,25,10,5,0,8,20,,31,57,0.544,9,19,0.474,17,21,0.81,4,35,22,5,2,14,13,Villanova
17,2023-01-10,@,DePaul,L,65,75,23,56,0.411,7,25,0.28,12,15,0.8,11,34,12,4,0,14,17,,25,55,0.455,9,23,0.391,16,20,0.8,6,29,14,7,5,9,14,Villanova
18,2023-01-13,@,Butler,L,71,79,25,48,0.521,7,22,0.318,14,20,0.7,7,26,9,8,0,13,19,,26,46,0.565,9,21,0.429,18,21,0.857,2,19,15,11,2,11,15,Villanova
19,2023-01-16,,Georgetown,W,77,73,23,47,0.489,8,16,0.5,23,31,0.742,0,17,9,9,2,7,16,,28,52,0.538,5,14,0.357,12,16,0.75,5,31,8,3,3,12,24,Villanova
20,2023-01-20,@,St. John's (NY),W,57,49,19,52,0.365,8,24,0.333,11,14,0.786,7,29,9,13,0,14,14,,18,56,0.321,3,12,0.25,10,12,0.833,12,36,13,9,4,17,14,Villanova
21,2023-01-29,,Providence,L,65,70,24,56,0.429,6,23,0.261,11,14,0.786,8,28,11,3,4,8,12,,28,56,0.5,6,18,0.333,8,8,1.0,5,28,19,5,7,8,13,Villanova
22,2023-02-01,@,Marquette,L,64,73,21,44,0.477,11,27,0.407,11,13,0.846,1,28,13,2,0,18,20,,22,52,0.423,10,27,0.37,19,25,0.76,5,26,15,9,2,6,12,Villanova
23,2023-02-04,@,Creighton,L,61,66,19,49,0.388,7,25,0.28,16,20,0.8,7,31,8,4,4,10,21,,20,53,0.377,7,24,0.292,19,23,0.826,7,26,14,7,4,8,15,Villanova
24,2023-02-08,,DePaul,W,81,65,31,60,0.517,11,32,0.344,8,11,0.727,6,31,12,4,3,6,15,,25,57,0.439,7,25,0.28,8,10,0.8,3,24,12,2,4,7,16,Villanova
25,2023-02-11,,Seton Hall,W,58,54,21,49,0.429,6,15,0.4,10,16,0.625,6,27,7,9,1,13,11,,21,53,0.396,7,20,0.35,5,7,0.714,6,29,15,9,5,16,20,Villanova
26,2023-02-14,,Butler,W,62,50,19,54,0.352,8,28,0.286,16,19,0.842,8,33,11,5,4,5,12,,20,53,0.377,5,23,0.217,5,7,0.714,6,31,8,1,2,10,15,Villanova
27,2023-02-18,@,Providence,L,72,85,24,60,0.4,8,29,0.276,16,18,0.889,8,28,10,5,0,7,24,,27,48,0.563,7,18,0.389,24,32,0.75,7,36,12,6,4,10,19,Villanova
28,2023-02-21,@,Xavier,W,64,63,25,56,0.446,6,19,0.316,8,9,0.889,3,24,13,7,1,7,16,,23,51,0.451,8,23,0.348,9,12,0.75,6,33,17,4,1,14,10,Villanova
29,2023-02-25,,Creighton,W,79,67,27,54,0.5,9,22,0.409,16,20,0.8,5,31,14,5,2,3,17,,23,59,0.39,5,26,0.192,16,20,0.8,10,29,13,1,3,6,10,Villanova
30,2023-02-28,@,Seton Hall,W,76,72,22,41,0.537,10,23,0.435,22,23,0.957,2,21,9,7,6,13,16,,25,55,0.455,8,18,0.444,14,18,0.778,11,28,14,7,2,10,18,Villanova
31,2023-03-04,,UConn,L,59,71,20,55,0.364,7,28,0.25,12,18,0.667,6,27,8,7,1,11,16,,25,56,0.446,8,27,0.296,13,14,0.929,8,34,15,7,5,12,17,Villanova
32,2023-03-08,N,Georgetown,W,80,48,28,60,0.467,15,35,0.429,9,11,0.818,9,42,14,4,1,6,6,,19,56,0.339,3,20,0.15,7,7,1.0,3,22,9,4,3,7,11,Villanova
33,2023-03-09,N,Creighton,L,74,87,26,62,0.419,13,30,0.433,9,12,0.75,4,27,14,4,2,7,19,,28,56,0.5,12,25,0.48,19,22,0.864,3,35,22,2,3,7,13,Villanova
34,2023-03-14,@,Liberty,L,57,62,24,65,0.369,4,26,0.154,5,7,0.714,9,37,8,9,3,8,15,,20,52,0.385,10,26,0.385,12,19,0.632,5,36,14,7,2,13,14,Villanova
1,2022-11-07,,Morgan State,W,96,73,32,62,0.516,5,14,0.357,27,36,0.75,17,43,24,15,10,20,20,,26,70,0.371,5,17,0.294,16,22,0.727,15,26,11,17,3,18,28,Xavier
2,2022-11-11,,Montana,W,86,64,32,50,0.64,8,14,0.571,14,19,0.737,2,20,23,11,2,9,16,,23,52,0.442,9,19,0.474,9,13,0.692,8,22,13,7,2,14,17,Xavier
3,2022-11-15,,Fairfield,W,78,65,30,57,0.526,7,16,0.438,11,20,0.55,10,36,23,6,8,17,18,,22,61,0.361,7,24,0.292,14,17,0.824,6,26,14,11,2,12,18,Xavier
4,2022-11-18,,Indiana,L,79,81,28,64,0.438,7,17,0.412,16,22,0.727,10,28,18,8,5,12,21,,30,58,0.517,4,12,0.333,17,26,0.654,11,36,16,6,7,11,20,Xavier
5,2022-11-24,N,Florida,W,90,83,33,59,0.559,10,20,0.5,14,20,0.7,6,37,19,6,4,15,11,,35,79,0.443,9,27,0.333,4,8,0.5,13,35,19,9,5,11,20,Xavier
6,2022-11-25,N,Duke,L,64,71,20,52,0.385,7,17,0.412,17,19,0.895,8,29,9,5,0,15,18,,27,54,0.5,5,11,0.455,12,19,0.632,8,29,9,9,4,11,17,Xavier
7,2022-11-27,N,Gonzaga,L,84,88,35,68,0.515,8,15,0.533,6,8,0.75,6,30,18,5,3,9,17,,31,62,0.5,13,24,0.542,13,19,0.684,8,35,23,6,4,13,13,Xavier
8,2022-11-30,,Southeastern Louisiana,W,95,63,36,67,0.537,8,26,0.308,15,22,0.682,12,46,27,7,8,15,19,,21,58,0.362,7,19,0.368,14,23,0.609,5,23,12,11,0,17,19,Xavier
9,2022-12-03,,West Virginia,W,84,74,28,52,0.538,5,12,0.417,23,30,0.767,8,33,20,3,3,15,19,,27,59,0.458,9,19,0.474,11,15,0.733,4,24,17,6,3,11,24,Xavier
10,2022-12-10,@,Cincinnati,W,80,77,28,62,0.452,8,23,0.348,16,21,0.762,8,35,18,9,0,12,16,,27,59,0.458,7,20,0.35,16,18,0.889,5,32,11,3,3,14,18,Xavier
11,2022-12-13,,Southern,W,79,59,29,60,0.483,9,27,0.333,12,18,0.667,7,38,27,7,7,18,12,,21,58,0.362,8,26,0.308,9,10,0.9,3,27,17,11,4,20,22,Xavier
12,2022-12-16,@,Georgetown,W,102,89,41,68,0.603,14,26,0.538,6,12,0.5,7,37,27,6,3,9,22,,32,62,0.516,6,17,0.353,19,32,0.594,5,27,13,6,3,6,10,Xavier
13,2022-12-20,,Seton Hall,W,73,70,26,58,0.448,5,20,0.25,16,22,0.727,10,38,23,4,6,13,19,,26,57,0.456,4,17,0.235,14,23,0.609,9,31,14,7,6,14,23,Xavier
