Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_OffEff,Aw_ShootEff,Aw_DefEff,Aw_OppShootEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_FGpct,Aw_3Ppct,Aw_FTpct,Aw_ORB,Aw_TRB,Aw_AST,Aw_STL,Aw_BLK,Aw_TOV,Aw_PF,Aw_OppFGpct,Aw_Opp3Ppct,Aw_OppFTpct,Aw_OppORB,Aw_OppTRB,Aw_OppAST,Aw_OppSTL,Aw_OppBLK,Aw_OppTOV,Aw_OppPF,Aw_TmLuck,Game Date,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_OffEff,Hm_ShootEff,Hm_DefEff,Hm_OppShootEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_FGpct,Hm_3Ppct,Hm_FTpct,Hm_ORB,Hm_TRB,Hm_AST,Hm_STL,Hm_BLK,Hm_TOV,Hm_PF,Hm_OppFGpct,Hm_Opp3Ppct,Hm_OppFTpct,Hm_OppORB,Hm_OppTRB,Hm_OppAST,Hm_OppSTL,Hm_OppBLK,Hm_OppTOV,Hm_OppPF,Hm_TmLuck,Matchup,Home Team,Away Team,Home W,Home Pt Diff
California,3.0,0.1,63.849,62.80224424552429,87.95347332006843,0.42432598039215685,109.8815413269395,0.5293785310734463,6.368079228075574,57.5,69.0,0.3835,0.2755,0.7415,7.0,29.0,9.5,4.5,3.0,10.0,16.0,0.3835,0.2755,0.7415,7.0,29.0,9.5,4.5,3.0,10.0,16.0,-3.3680792280755742,2023-03-04,Oregon State,10.0,0.3333333333333333,63.94896723646724,62.60151069518716,97.18559308275012,0.4658914728682171,107.63534771121024,0.5,10.811430089086588,61.5,66.5,0.4075,0.291,0.771,6.0,28.0,10.0,5.0,3.0,12.5,18.0,0.4075,0.291,0.771,6.0,28.0,10.0,5.0,3.0,12.5,18.0,-0.8114300890865884,California vs. Oregon State,Oregon State,California,1,3
California,3.0,0.0967741935483871,63.712999999999994,62.721428571428575,88.92881542741318,0.4270833333333333,110.0102494021182,0.5254237288135594,6.753466528945946,58.0,69.0,0.386,0.278,0.733,7.0,29.0,9.0,4.0,3.0,10.0,16.0,0.386,0.278,0.733,7.0,29.0,9.0,4.0,3.0,10.0,16.0,-3.753466528945946,2023-03-08,Washington State,16.0,0.5161290322580645,63.33913043478261,63.80533333333333,107.76331257891758,0.5,103.10321890273882,0.5172413793103449,16.56527210534255,66.0,64.0,0.429,0.348,0.667,9.0,31.0,12.0,5.0,3.0,12.0,15.0,0.429,0.348,0.667,9.0,31.0,12.0,5.0,3.0,12.0,15.0,-0.5652721053425509,California vs. Washington State,Washington State,California,1,15
California,3.0,0.0967741935483871,63.712999999999994,62.721428571428575,88.92881542741318,0.4270833333333333,110.0102494021182,0.5254237288135594,6.753466528945946,58.0,69.0,0.386,0.278,0.733,7.0,29.0,9.0,4.0,3.0,10.0,16.0,0.386,0.278,0.733,7.0,29.0,9.0,4.0,3.0,10.0,16.0,-3.753466528945946,2023-03-08,Washington State,16.0,0.5161290322580645,63.33913043478261,63.80533333333333,107.76331257891758,0.5,103.10321890273882,0.5172413793103449,16.56527210534255,66.0,64.0,0.429,0.348,0.667,9.0,31.0,12.0,5.0,3.0,12.0,15.0,0.429,0.348,0.667,9.0,31.0,12.0,5.0,3.0,12.0,15.0,-0.5652721053425509,California vs. Washington State,Washington State,California,1,17
NJIT,0.0,0.0,67.4375,64.89999999999999,87.48841519925857,0.3888888888888889,112.48073959938367,0.4915254237288136,0.09659177185501815,59.0,73.0,0.352,0.182,0.63,8.0,31.0,8.0,4.0,2.0,12.0,20.0,0.352,0.182,0.63,8.0,31.0,8.0,4.0,2.0,12.0,20.0,-0.09659177185501815,2022-11-11,California Baptist,0.0,0.0,68.56,67.94333333333333,93.34889148191365,0.3870967741935484,116.27336505911789,0.5396825396825397,0.09877324964650555,64.0,79.0,0.323,0.229,0.762,12.0,34.0,13.0,4.0,2.0,11.0,16.0,0.323,0.229,0.762,12.0,34.0,13.0,4.0,2.0,11.0,16.0,-0.09877324964650555,NJIT vs. California Baptist,California Baptist,NJIT,1,16
California Baptist,2.0,0.6666666666666666,67.1609756097561,67.30857142857144,93.34889148191365,0.4112903225806452,81.71321843959588,0.47560975609756095,1.8426002912608967,62.0,55.0,0.355,0.269,0.706,10.0,34.0,12.0,4.0,2.0,11.0,16.0,0.355,0.269,0.706,10.0,34.0,12.0,4.0,2.0,11.0,16.0,0.15739970873910325,2022-11-17,Washington,3.0,1.0,64.88214285714287,64.42833333333334,110.3180018549768,0.5294117647058824,97.63847816196541,0.40298507462686567,2.5484149870125377,75.0,67.0,0.471,0.316,0.667,10.0,35.0,13.0,5.0,8.0,11.0,17.0,0.471,0.316,0.667,10.0,35.0,13.0,5.0,8.0,11.0,17.0,0.45158501298746234,California Baptist vs. Washington,Washington,California Baptist,0,-9
California Baptist,3.0,0.75,66.90388780487805,67.46928571428572,101.44076610442514,0.4854070660522274,88.17288897730201,0.4605321507760532,2.6418403948246394,63.0,59.5,0.4155,0.3185,0.6635,8.5,32.0,12.0,4.5,3.0,11.0,15.5,0.4155,0.3185,0.6635,8.5,32.0,12.0,4.5,3.0,11.0,15.5,0.3581596051753606,2022-11-21,Minnesota,3.0,0.75,64.81522268907564,63.61256756756757,96.02328936628005,0.5309436274509804,90.49735515298316,0.4265827612509535,2.3439610556069805,64.5,60.0,0.45499999999999996,0.361,0.5605,8.5,32.0,15.5,4.5,4.5,14.0,13.0,0.45499999999999996,0.361,0.5605,8.5,32.0,15.5,4.5,4.5,14.0,13.0,0.6560389443930195,California Baptist vs. Minnesota,Minnesota,California Baptist,1,1
California Baptist,3.0,0.6,67.1609756097561,67.63,93.34889148191365,0.4830508474576271,91.53051912030492,0.4636363636363636,3.099259914530709,62.0,62.0,0.407,0.368,0.621,7.0,31.0,12.0,4.0,2.0,11.0,16.0,0.407,0.368,0.621,7.0,31.0,12.0,4.0,2.0,11.0,16.0,-0.09925991453070893,2022-11-24,Southern Illinois,3.0,0.6,68.32666666666667,68.74418604651163,84.91305265061331,0.4583333333333333,88.53474988933156,0.45614035087719296,2.708459464071644,57.0,60.0,0.383,0.29,0.75,4.0,26.0,11.0,8.0,3.0,16.0,19.0,0.383,0.29,0.75,4.0,26.0,11.0,8.0,3.0,16.0,19.0,0.2915405359283558,California Baptist vs. Southern Illinois,Southern Illinois,California Baptist,1,3
Central Michigan,2.0,0.4,70.1364705882353,74.38820512820513,95.52804616210413,0.5086206896551724,96.31996213465862,0.41935483870967744,2.5511098170257123,73.0,68.0,0.448,0.304,0.722,8.0,33.0,15.0,7.0,2.0,13.0,23.0,0.448,0.304,0.722,8.0,33.0,15.0,7.0,2.0,13.0,23.0,-0.5511098170257123,2022-11-26,California Baptist,3.0,0.5,66.90388780487805,67.46928571428572,93.8734553355096,0.4524629237288136,93.08153931765654,0.4696230598669623,3.4758383038917255,61.5,63.0,0.391,0.3185,0.6,8.5,32.5,11.5,4.0,3.0,11.0,15.5,0.391,0.3185,0.6,8.5,32.5,11.5,4.0,3.0,11.0,15.5,-0.47583830389172554,Central Michigan vs. California Baptist,California Baptist,Central Michigan,1,16
Weber State,2.0,0.25,67.54322177419354,67.48862787356322,96.82031509646731,0.5060444874274661,111.445211481736,0.5777358490566038,2.4068025092522003,65.0,73.5,0.4295,0.31699999999999995,0.853,5.5,22.5,9.5,5.5,1.0,13.5,15.5,0.4295,0.31699999999999995,0.853,5.5,22.5,9.5,5.5,1.0,13.5,15.5,-0.4068025092522003,2022-12-07,California Baptist,5.0,0.5555555555555556,66.6468,67.30857142857144,94.39801918910555,0.4444444444444444,91.53051912030492,0.4636363636363636,5.215947100946686,62.0,62.0,0.396,0.348,0.621,10.0,34.0,11.0,4.0,4.0,11.0,16.0,0.396,0.348,0.621,10.0,34.0,11.0,4.0,4.0,11.0,16.0,-0.21594710094668557,Weber State vs. California Baptist,California Baptist,Weber State,1,12
California Baptist,6.0,0.6,65.6334,67.01761904761905,99.06249152598488,0.4637476459510358,91.0116791390019,0.45454545454545453,6.1144056369846345,63.0,61.5,0.40149999999999997,0.31999999999999995,0.623,10.0,34.0,11.5,4.5,4.0,11.0,15.5,0.40149999999999997,0.31999999999999995,0.623,10.0,34.0,11.5,4.5,4.0,11.0,15.5,-0.11440563698463446,2022-12-10,San Diego,5.0,0.6,71.80129032258064,70.05375000000001,110.02587787082629,0.5350877192982456,104.20569919526076,0.5588235294117647,5.212958521011433,78.0,72.0,0.468,0.409,0.76,10.0,35.0,15.0,7.0,2.0,12.0,15.0,0.468,0.409,0.76,10.0,35.0,15.0,7.0,2.0,12.0,15.0,-0.21295852101143264,California Baptist vs. San Diego,San Diego,California Baptist,0,-3
Portland State,5.0,0.4166666666666667,71.78677419354838,71.62113500597371,106.75383281739363,0.5081967213114754,114.3236463799029,0.5095611285266458,5.5629144934866,76.5,75.0,0.4305,0.31699999999999995,0.734,9.5,27.5,14.5,8.0,2.5,12.5,24.0,0.4305,0.31699999999999995,0.734,9.5,27.5,14.5,8.0,2.5,12.5,24.0,-0.5629144934866002,2022-12-22,California Baptist,8.0,0.6666666666666666,65.6334,66.64747126436781,106.6298022949004,0.4915254237288136,93.08153931765654,0.4696230598669623,7.664551603748308,64.0,63.0,0.424,0.356,0.623,10.5,34.0,12.0,4.5,3.5,11.0,16.0,0.424,0.356,0.623,10.5,34.0,12.0,4.5,3.5,11.0,16.0,0.3354483962516923,Portland State vs. California Baptist,California Baptist,Portland State,0,-2
California Baptist,8.0,0.6153846153846154,66.6468,66.72666666666666,103.7269638628642,0.4830508474576271,94.63255951500814,0.47413793103448276,8.093121279702652,64.0,64.0,0.407,0.348,0.625,11.0,34.0,12.0,4.0,3.0,11.0,16.0,0.407,0.348,0.625,11.0,34.0,12.0,4.0,3.0,11.0,16.0,-0.09312127970265216,2022-12-29,Grand Canyon,9.0,0.6923076923076923,62.89615384615385,63.855555555555554,105.82797210358437,0.49056603773584906,101.06308949008105,0.4215686274509804,8.139595391373227,68.0,59.0,0.424,0.324,0.692,10.0,33.0,12.0,5.0,2.0,10.0,17.0,0.424,0.324,0.692,10.0,33.0,12.0,5.0,2.0,10.0,17.0,0.8604046086267729,California Baptist vs. Grand Canyon,Grand Canyon,California Baptist,1,14
California Baptist,8.0,0.5714285714285714,66.64856129032259,67.01761904761905,101.14704495050667,0.4637476459510358,97.79100677674757,0.4688871473354232,8.18971305155767,64.0,64.0,0.40149999999999997,0.32599999999999996,0.625,10.5,34.0,12.0,4.0,3.0,11.0,16.5,0.40149999999999997,0.32599999999999996,0.625,10.5,34.0,12.0,4.0,3.0,11.0,16.5,-0.1897130515576695,2022-12-31,Seattle,9.0,0.6923076923076923,71.80967741935484,71.67323529411763,108.82873078492723,0.5070422535211268,96.99190989138694,0.4716981132075472,8.143229498483207,80.0,71.0,0.434,0.321,0.684,11.0,35.0,12.0,5.0,3.0,12.0,20.0,0.434,0.321,0.684,11.0,35.0,12.0,5.0,3.0,12.0,20.0,0.8567705015167935,California Baptist vs. Seattle,Seattle,California Baptist,1,6
Utah Tech,9.0,0.6,70.822,71.09100000000001,114.37124057496257,0.525,98.59502095144195,0.5377358490566038,8.883030667424139,77.0,66.0,0.457,0.375,0.739,11.0,34.0,14.0,7.0,2.0,14.0,18.0,0.457,0.375,0.739,11.0,34.0,14.0,7.0,2.0,14.0,18.0,0.11696933257586117,2023-01-05,California Baptist,8.0,0.5333333333333333,66.65032258064517,67.30857142857144,98.56712603814914,0.48214285714285715,100.94945403848699,0.47413793103448276,8.47323209498199,64.0,64.0,0.396,0.333,0.625,10.0,34.0,12.0,4.0,3.0,11.0,17.0,0.396,0.333,0.625,10.0,34.0,12.0,4.0,3.0,11.0,17.0,-0.4732320949819897,Utah Tech vs. California Baptist,California Baptist,Utah Tech,1,14
California Baptist,9.0,0.5625,66.8294856146469,67.31441729323309,100.7903406569574,0.48259685230024213,97.79100677674757,0.46921182266009853,9.379622958495075,64.5,64.0,0.40149999999999997,0.3185,0.636,10.5,34.0,12.5,4.0,3.0,11.0,16.5,0.40149999999999997,0.3185,0.636,10.5,34.0,12.5,4.0,3.0,11.0,16.5,-0.37962295849507477,2023-01-07,New Mexico State,7.0,0.4117647058823529,69.37617647058823,70.63483870967741,105.927963981991,0.49137931034482757,106.38389734644709,0.49193548387096775,8.3620781255905,73.0,70.0,0.446,0.36,0.65,10.0,32.0,13.0,8.0,3.0,13.0,17.0,0.446,0.36,0.65,10.0,32.0,13.0,8.0,3.0,13.0,17.0,-1.3620781255905001,California Baptist vs. New Mexico State,New Mexico State,California Baptist,0,-9
Utah Valley,13.0,0.7647058823529411,71.58723404255319,70.63027027027027,103.91585350399191,0.5178571428571429,91.21878782584824,0.417910447761194,12.031111209776086,75.0,64.0,0.464,0.353,0.75,7.0,36.0,15.0,7.0,7.0,13.0,18.0,0.464,0.353,0.75,7.0,36.0,15.0,7.0,7.0,13.0,18.0,0.9688887902239145,2023-01-11,California Baptist,10.0,0.5882352941176471,66.65032258064517,67.30857142857144,103.01355527576565,0.4830508474576271,100.94945403848699,0.46875,10.188854471906003,65.0,64.0,0.407,0.324,0.647,11.0,34.0,13.0,4.0,3.0,11.0,17.0,0.407,0.324,0.647,11.0,34.0,13.0,4.0,3.0,11.0,17.0,-0.18885447190600324,Utah Valley vs. California Baptist,California Baptist,Utah Valley,0,-4
Grand Canyon,12.0,0.7058823529411765,64.16363636363636,63.855555555555554,106.29982804439581,0.5,92.72330595482545,0.425,11.00594866925709,69.0,59.0,0.433,0.324,0.692,10.0,34.0,12.0,5.0,2.0,10.0,17.0,0.433,0.324,0.692,10.0,34.0,12.0,5.0,2.0,10.0,17.0,0.9940513307429093,2023-01-14,California Baptist,10.0,0.5555555555555556,66.64856129032259,67.01761904761905,103.37025956931492,0.4915254237288136,101.99910594159486,0.4714439655172414,10.541172347079131,65.0,64.0,0.418,0.3285,0.636,10.5,34.0,13.0,4.0,3.0,11.0,17.0,0.418,0.3285,0.636,10.5,34.0,13.0,4.0,3.0,11.0,17.0,-0.5411723470791312,Grand Canyon vs. California Baptist,California Baptist,Grand Canyon,1,5
Tarleton State,10.0,0.5263157894736842,67.82208333333332,67.8203125,109.46091782722647,0.5,95.85122846064232,0.48936170212765956,9.986735780722759,70.0,65.0,0.444,0.333,0.704,7.0,29.0,12.0,9.0,3.0,12.0,20.0,0.444,0.333,0.704,7.0,29.0,12.0,9.0,3.0,12.0,20.0,0.013264219277241196,2023-01-21,California Baptist,11.0,0.5789473684210527,66.6468,66.72666666666666,103.7269638628642,0.5,103.04875784470273,0.47413793103448276,11.20636445501945,65.0,64.0,0.429,0.333,0.647,10.0,34.0,13.0,4.0,3.0,11.0,17.0,0.429,0.333,0.647,10.0,34.0,13.0,4.0,3.0,11.0,17.0,-0.20636445501945033,Tarleton State vs. California Baptist,California Baptist,Tarleton State,1,29
California Baptist,12.0,0.6,65.74932592592592,66.64747126436781,104.55300693929621,0.5,101.99910594159486,0.4714439655172414,12.199416573238826,66.0,64.0,0.435,0.3405,0.6505000000000001,10.0,34.0,13.0,4.0,3.0,11.0,16.5,0.435,0.3405,0.6505000000000001,10.0,34.0,13.0,4.0,3.0,11.0,16.5,-0.19941657323882644,2023-01-25,UT Arlington,7.0,0.3333333333333333,66.70642857142857,63.65172413793103,99.4733762434172,0.4491525423728814,102.3391812865497,0.5,8.386776741449458,64.0,66.0,0.407,0.304,0.667,12.0,35.0,12.0,6.0,2.0,13.0,18.0,0.407,0.304,0.667,12.0,35.0,12.0,6.0,2.0,13.0,18.0,-1.3867767414494576,California Baptist vs. UT Arlington,UT Arlington,California Baptist,0,-8
California Baptist,13.0,0.6190476190476191,65.14166666666667,66.56827586206896,105.37905001572823,0.5,103.04875784470273,0.47413793103448276,12.968174083128098,67.0,64.0,0.441,0.348,0.647,10.0,34.0,13.0,4.0,3.0,11.0,16.0,0.441,0.348,0.647,10.0,34.0,13.0,4.0,3.0,11.0,16.0,0.03182591687190239,2023-01-28,Texas-Rio Grande Valley,10.0,0.47619047619047616,74.565,74.3341935483871,103.31225345939517,0.5357142857142857,110.18747625269908,0.5178571428571429,9.462770974735333,77.0,82.0,0.5,0.368,0.7,9.0,33.0,15.0,5.0,3.0,17.0,20.0,0.5,0.368,0.7,9.0,33.0,15.0,5.0,3.0,17.0,20.0,0.5372290252646668,California Baptist vs. Texas-Rio Grande Valley,Texas-Rio Grande Valley,California Baptist,1,6
Southern Utah,15.0,0.6818181818181818,73.96461111111111,75.53895270270272,107.1532022482692,0.5523772204806687,101.20909550532198,0.5007650273224044,13.993721560537658,80.0,74.5,0.481,0.3385,0.691,9.0,36.5,12.0,7.5,3.0,12.0,18.0,0.481,0.3385,0.691,9.0,36.5,12.0,7.5,3.0,12.0,18.0,1.006278439462342,2023-02-01,California Baptist,13.0,0.5909090909090909,65.89423333333333,66.64747126436781,104.55300693929621,0.5,101.99910594159486,0.4714439655172414,13.230556828968862,66.0,64.0,0.435,0.3405,0.6505000000000001,9.5,34.0,13.0,4.0,3.0,11.0,16.5,0.435,0.3405,0.6505000000000001,9.5,34.0,13.0,4.0,3.0,11.0,16.5,-0.23055682896886154,Southern Utah vs. California Baptist,California Baptist,Southern Utah,0,-1
California Baptist,13.0,0.5416666666666666,66.6434,66.64747126436781,104.55300693929621,0.5,103.68417250747527,0.47487384356602186,13.799754431937385,68.5,64.0,0.435,0.3285,0.6495,9.0,33.5,13.0,4.0,3.0,11.0,16.5,0.435,0.3285,0.6495,9.0,33.5,13.0,4.0,3.0,11.0,16.5,-0.7997544319373855,2023-02-08,Utah Valley,18.0,0.75,71.28877831159917,71.58906794425087,107.21717932456,0.5136455525606469,93.79877553715988,0.45330638474295193,16.13859557959151,76.0,68.5,0.4655,0.353,0.7415,8.5,37.0,15.0,6.0,6.0,13.0,18.0,0.4655,0.353,0.7415,8.5,37.0,15.0,6.0,6.0,13.0,18.0,1.8614044204084905,California Baptist vs. Utah Valley,Utah Valley,California Baptist,1,16
Seattle,18.0,0.6923076923076923,70.84846153846152,70.49918402777777,105.94593513816648,0.4958288190682557,96.73466562427203,0.4822994987468672,15.437367324835428,72.0,67.5,0.418,0.3185,0.719,10.0,34.0,12.0,5.0,3.0,11.0,18.5,0.418,0.3185,0.719,10.0,34.0,12.0,5.0,3.0,11.0,18.5,2.562632675164572,2023-02-15,California Baptist,14.0,0.5185185185185185,66.6434,66.64747126436781,104.55300693929621,0.5,103.68417250747527,0.47487384356602186,14.863834280269865,68.5,64.0,0.435,0.3285,0.6495,9.0,34.0,13.0,4.0,3.0,11.0,16.5,0.435,0.3285,0.6495,9.0,34.0,13.0,4.0,3.0,11.0,16.5,-0.8638342802698649,Seattle vs. California Baptist,California Baptist,Seattle,1,21
California Baptist,15.0,0.5357142857142857,66.6468,66.56827586206896,105.37905001572823,0.5,103.04875784470273,0.47413793103448276,15.817333156219451,70.0,64.0,0.441,0.333,0.652,9.0,34.0,13.0,4.0,3.0,11.0,17.0,0.441,0.333,0.652,9.0,34.0,13.0,4.0,3.0,11.0,17.0,-0.8173331562194512,2023-02-23,Sam Houston,20.0,0.7407407407407407,65.80905303030303,65.87004926108375,110.58849098999589,0.5603448275862069,94.27916457651806,0.48464317976513094,18.207037472613067,74.5,60.5,0.4805,0.4145,0.6875,9.0,33.0,12.5,9.0,2.0,12.0,18.0,0.4805,0.4145,0.6875,9.0,33.0,12.5,9.0,2.0,12.0,18.0,1.7929625273869334,California Baptist vs. Sam Houston,Sam Houston,California Baptist,1,11
California Baptist,15.0,0.5357142857142857,66.6468,66.56827586206896,105.37905001572823,0.5,103.04875784470273,0.47413793103448276,15.817333156219451,70.0,64.0,0.441,0.333,0.652,9.0,34.0,13.0,4.0,3.0,11.0,17.0,0.441,0.333,0.652,9.0,34.0,13.0,4.0,3.0,11.0,17.0,-0.8173331562194512,2023-02-23,Sam Houston,20.0,0.7407407407407407,65.80905303030303,65.87004926108375,110.58849098999589,0.5603448275862069,94.27916457651806,0.48464317976513094,18.207037472613067,74.5,60.5,0.4805,0.4145,0.6875,9.0,33.0,12.5,9.0,2.0,12.0,18.0,0.4805,0.4145,0.6875,9.0,33.0,12.5,9.0,2.0,12.0,18.0,1.7929625273869334,California Baptist vs. Sam Houston,Sam Houston,California Baptist,1,13
California Baptist,15.0,0.5172413793103449,66.6434,66.02513793103448,104.55300693929621,0.5,101.99910594159486,0.4714439655172414,15.908768279529276,68.5,64.0,0.435,0.3285,0.6495,8.5,34.0,13.0,4.5,3.0,11.0,17.0,0.435,0.3285,0.6495,8.5,34.0,13.0,4.5,3.0,11.0,17.0,-0.9087682795292764,2023-02-26,Stephen F. Austin,18.0,0.6428571428571429,68.58992816091953,69.36771883289124,109.25510984646053,0.5377331825890334,98.68720066202732,0.5,17.294097546076358,77.0,69.0,0.491,0.406,0.7264999999999999,9.0,30.0,14.0,8.5,3.0,15.0,21.0,0.491,0.406,0.7264999999999999,9.0,30.0,14.0,8.5,3.0,15.0,21.0,0.7059024539236418,California Baptist vs. Stephen F. Austin,Stephen F. Austin,California Baptist,1,22
Texas-Rio Grande Valley,15.0,0.4838709677419355,73.3815982404692,73.30978723404255,105.671180037001,0.5382653061224489,110.86810439535475,0.5158770161290323,14.136548010637636,76.0,82.0,0.478,0.353,0.704,9.0,33.0,14.5,5.0,3.0,16.0,19.5,0.478,0.353,0.704,9.0,33.0,14.5,5.0,3.0,16.0,19.5,0.863451989362364,2023-03-01,California Baptist,15.0,0.5,66.64,65.482,103.7269638628642,0.5,103.04875784470273,0.47413793103448276,15.941802213954325,67.0,64.0,0.429,0.324,0.652,9.0,34.0,13.0,4.0,3.0,11.0,17.0,0.429,0.324,0.652,9.0,34.0,13.0,4.0,3.0,11.0,17.0,-0.9418022139543254,Texas-Rio Grande Valley vs. California Baptist,California Baptist,Texas-Rio Grande Valley,1,18
California Baptist,16.0,0.5161290322580645,66.6434,66.02513793103448,104.55300693929621,0.5,101.99910594159486,0.4714439655172414,16.858845559986612,68.5,64.0,0.4335,0.3285,0.653,9.0,34.0,13.0,4.0,3.0,11.0,17.0,0.4335,0.3285,0.653,9.0,34.0,13.0,4.0,3.0,11.0,17.0,-0.8588455599866123,2023-03-03,Southern Utah,19.0,0.6333333333333333,72.92475506756756,72.64586206896553,108.70247654783475,0.533270474137931,100.7878914855659,0.4928787878787879,18.104479645421655,79.0,74.5,0.4755,0.3495,0.7204999999999999,9.0,35.0,11.5,7.0,3.0,13.0,18.0,0.4755,0.3495,0.7204999999999999,9.0,35.0,11.5,7.0,3.0,13.0,18.0,0.8955203545783448,California Baptist vs. Southern Utah,Southern Utah,California Baptist,1,10
California Baptist,17.0,0.5151515151515151,66.64856129032259,66.02513793103448,104.55300693929621,0.5,101.99910594159486,0.4714439655172414,17.813863770332496,69.5,64.0,0.4335,0.333,0.653,8.5,33.5,13.0,4.0,3.0,11.0,17.0,0.4335,0.333,0.653,8.5,33.5,13.0,4.0,3.0,11.0,17.0,-0.813863770332496,2023-03-09,Sam Houston,24.0,0.7741935483870968,65.80905303030303,65.87004926108375,110.23103687725589,0.5567681584739546,88.40684375526484,0.4692891649413389,21.541933982183874,70.5,58.5,0.4655,0.3905,0.706,9.0,33.0,13.0,8.5,2.0,12.0,18.0,0.4655,0.3905,0.706,9.0,33.0,13.0,8.5,2.0,12.0,18.0,2.458066017816126,California Baptist vs. Sam Houston,Sam Houston,California Baptist,1,11
California Baptist,17.0,0.5151515151515151,66.64856129032259,66.02513793103448,104.55300693929621,0.5,101.99910594159486,0.4714439655172414,17.813863770332496,69.5,64.0,0.4335,0.333,0.653,8.5,33.5,13.0,4.0,3.0,11.0,17.0,0.4335,0.333,0.653,8.5,33.5,13.0,4.0,3.0,11.0,17.0,-0.813863770332496,2023-03-09,Sam Houston,24.0,0.7741935483870968,65.80905303030303,65.87004926108375,110.23103687725589,0.5567681584739546,88.40684375526484,0.4692891649413389,21.541933982183874,70.5,58.5,0.4655,0.3905,0.706,9.0,33.0,13.0,8.5,2.0,12.0,18.0,0.4655,0.3905,0.706,9.0,33.0,13.0,8.5,2.0,12.0,18.0,2.458066017816126,California Baptist vs. Sam Houston,Sam Houston,California Baptist,1,13
Campbell,1.0,1.0,66.62588235294118,67.05,118.57253849413758,0.5204081632653061,92.46830723340791,0.5288461538461539,0.9271890690177004,79.0,62.0,0.429,0.375,0.737,12.0,35.0,13.0,9.0,6.0,13.0,12.0,0.429,0.375,0.737,12.0,35.0,13.0,9.0,6.0,13.0,12.0,0.07281093098229963,2022-11-11,NC State,1.0,1.0,73.27272727272728,72.20235294117647,135.11166253101737,0.7,69.24982076516977,0.3173076923076923,0.9992331995531193,99.0,50.0,0.615,0.393,0.8,8.0,36.0,20.0,10.0,6.0,14.0,20.0,0.615,0.393,0.8,8.0,36.0,20.0,10.0,6.0,14.0,20.0,0.000766800446880711,Campbell vs. NC State,NC State,Campbell,1,6
Campbell,2.0,0.6666666666666666,66.62588235294118,67.05,103.95320242930065,0.54,92.46830723340791,0.5288461538461539,1.9205103591110144,67.0,62.0,0.46,0.375,0.563,6.0,32.0,15.0,8.0,1.0,13.0,12.0,0.46,0.375,0.563,6.0,32.0,15.0,8.0,1.0,13.0,12.0,0.07948964088898558,2022-11-19,Southeastern Louisiana,2.0,0.5,70.33203703703704,68.11230487804877,103.73048979305878,0.5515049678550555,105.74414863409328,0.5306318681318681,2.079546901308785,72.5,72.0,0.46699999999999997,0.441,0.6835,4.5,26.5,10.0,6.0,1.0,11.5,21.5,0.46699999999999997,0.441,0.6835,4.5,26.5,10.0,6.0,1.0,11.5,21.5,-0.07954690130878506,Campbell vs. Southeastern Louisiana,Southeastern Louisiana,Campbell,1,1
Kennesaw State,4.0,0.8,73.78918918918919,72.46785714285716,108.61251338534494,0.5535714285714286,96.61734060243752,0.5098039215686274,3.5106630942446424,78.0,67.0,0.446,0.405,0.65,9.0,34.0,15.0,8.0,3.0,11.0,19.0,0.446,0.405,0.65,9.0,34.0,15.0,8.0,3.0,11.0,19.0,0.4893369057553576,2022-11-20,Campbell,2.0,0.5,68.51358633776091,67.90875,99.56095634010623,0.5302040816326531,97.130289145842,0.4720501955671447,2.3828116043847936,68.0,66.0,0.4445,0.3695,0.6225,6.5,33.5,14.0,6.0,3.0,14.5,15.0,0.4445,0.3695,0.6225,6.5,33.5,14.0,6.0,3.0,14.5,15.0,-0.38281160438479356,Kennesaw State vs. Campbell,Campbell,Kennesaw State,1,24
Jacksonville,2.0,0.6666666666666666,63.845517241379305,67.03999999999999,130.43036008211425,0.5967741935483871,84.74797030347762,0.47540983606557374,1.9916916744567659,85.0,61.0,0.548,0.333,0.654,11.0,37.0,22.0,7.0,4.0,9.0,10.0,0.548,0.333,0.654,11.0,37.0,22.0,7.0,4.0,9.0,10.0,0.00830832554323413,2022-11-23,Campbell,3.0,0.6,66.62588235294118,67.05,103.95320242930065,0.54,95.30535209859259,0.5288461538461539,3.3530309339604205,69.0,62.0,0.46,0.375,0.682,6.0,32.0,13.0,8.0,1.0,13.0,18.0,0.46,0.375,0.682,6.0,32.0,13.0,8.0,1.0,13.0,18.0,-0.3530309339604205,Jacksonville vs. Campbell,Campbell,Jacksonville,0,-21
