Aw_Tm,Aw_W,Aw_Wpct,Aw_Poss,Aw_OppPoss,Aw_OffEff,Aw_ShootEff,Aw_DefEff,Aw_OppShootEff,Aw_TmLuckW,Aw_Pts,Aw_OppPts,Aw_FGpct,Aw_3Ppct,Aw_FTpct,Aw_ORB,Aw_TRB,Aw_AST,Aw_STL,Aw_BLK,Aw_TOV,Aw_PF,Aw_OppFGpct,Aw_Opp3Ppct,Aw_OppFTpct,Aw_OppORB,Aw_OppTRB,Aw_OppAST,Aw_OppSTL,Aw_OppBLK,Aw_OppTOV,Aw_OppPF,Aw_TmLuck,Game Date,Hm_Tm,Hm_W,Hm_Wpct,Hm_Poss,Hm_OppPoss,Hm_OffEff,Hm_ShootEff,Hm_DefEff,Hm_OppShootEff,Hm_TmLuckW,Hm_Pts,Hm_OppPts,Hm_FGpct,Hm_3Ppct,Hm_FTpct,Hm_ORB,Hm_TRB,Hm_AST,Hm_STL,Hm_BLK,Hm_TOV,Hm_PF,Hm_OppFGpct,Hm_Opp3Ppct,Hm_OppFTpct,Hm_OppORB,Hm_OppTRB,Hm_OppAST,Hm_OppSTL,Hm_OppBLK,Hm_OppTOV,Hm_OppPF,Hm_TmLuck,Matchup,Home Team,Away Team,Home W,Home Pt Diff
Stetson,3.0,0.8,60.5,60.81132860040569,118.72558189600628,0.5274203431372548,114.33056581001401,0.49528301886792453,2.4583335797239254,73.0,67.5,0.44,0.406,0.669,9.0,30.0,13.5,3.0,3.5,7.5,15.5,0.44,0.406,0.669,9.0,30.0,13.5,3.0,3.5,7.5,15.5,0.5416664202760746,2022-11-27,Campbell,3.0,0.5,66.46748663101604,65.67194444444445,99.56095634010623,0.5302040816326531,98.54881157843434,0.5297291993720565,3.3681633028858147,68.0,63.0,0.4445,0.3695,0.6225,5.0,30.0,13.0,8.5,3.0,12.5,15.5,0.4445,0.3695,0.6225,5.0,30.0,13.0,8.5,3.0,12.5,15.5,-0.36816330288581467,Stetson vs. Campbell,Campbell,Stetson,1,2
Campbell,4.0,0.5714285714285714,66.62588235294118,67.05,103.95320242930065,0.54,101.79227105827609,0.5306122448979592,3.9289109891501166,69.0,64.0,0.46,0.375,0.682,6.0,28.0,13.0,8.0,1.0,13.0,16.0,0.46,0.375,0.682,6.0,28.0,13.0,8.0,1.0,13.0,16.0,0.0710890108498834,2022-12-02,East Carolina,5.0,0.625,66.89120192307692,68.13191176470588,110.20381617989688,0.5220219435736677,104.25312085135366,0.4917349726775956,4.707171333769263,77.0,73.0,0.4395,0.3255,0.755,9.0,35.0,14.5,5.5,3.0,12.5,20.5,0.4395,0.3255,0.755,9.0,35.0,14.5,5.5,3.0,12.5,20.5,0.29282866623073733,Campbell vs. East Carolina,East Carolina,Campbell,1,10
Campbell,4.0,0.5,67.63919117647059,67.145,102.22968740961772,0.5302040816326531,103.5329489755191,0.5510204081632653,4.1234026680731155,69.0,67.0,0.4465,0.3695,0.687,5.0,27.0,13.5,8.5,3.0,12.5,16.0,0.4465,0.3695,0.687,5.0,27.0,13.5,8.5,3.0,12.5,16.0,-0.1234026680731155,2022-12-07,Evansville,2.0,0.2,69.81409090909091,67.8572972972973,85.24145558044334,0.41459672706019873,104.73904996615275,0.5105691056910568,2.1892839036573193,56.0,73.0,0.3675,0.2715,0.6905,7.5,29.5,9.5,6.5,2.0,11.5,16.0,0.3675,0.2715,0.6905,7.5,29.5,9.5,6.5,2.0,11.5,16.0,-0.18928390365731929,Campbell vs. Evansville,Evansville,Campbell,1,6
Campbell,5.0,0.5,67.48148148148148,67.45642857142857,102.22968740961772,0.5302040816326531,103.5329489755191,0.5510204081632653,5.405165316261731,69.0,67.0,0.451,0.3695,0.7144999999999999,5.0,28.0,13.5,8.5,2.5,12.5,15.5,0.451,0.3695,0.7144999999999999,5.0,28.0,13.5,8.5,2.5,12.5,15.5,-0.4051653162617308,2022-12-17,Georgia Southern,6.0,0.5454545454545454,65.75,64.14307692307693,102.4390243902439,0.48,98.21792627059696,0.5181818181818182,6.061216618202991,71.0,70.0,0.42,0.3,0.611,6.0,29.0,10.0,9.0,2.0,11.0,16.0,0.42,0.3,0.611,6.0,29.0,10.0,9.0,2.0,11.0,16.0,-0.06121661820299096,Campbell vs. Georgia Southern,Georgia Southern,Campbell,1,1
UNC Wilmington,9.0,0.75,62.304722222222225,64.52579310344828,107.53522957915109,0.48618007282356834,93.91082077520332,0.47013093289689034,7.369161574534594,68.0,59.5,0.4125,0.3165,0.7,9.5,31.0,11.5,8.0,3.0,9.0,20.0,0.4125,0.3165,0.7,9.5,31.0,11.5,8.0,3.0,9.0,20.0,1.6308384254654058,2022-12-21,Campbell,5.0,0.45454545454545453,66.80296296296297,67.24,100.50617238993482,0.5204081632653061,101.79227105827609,0.5306122448979592,5.856255370953851,69.0,64.0,0.442,0.364,0.692,6.0,28.0,13.0,9.0,1.0,13.0,15.0,0.442,0.364,0.692,6.0,28.0,13.0,9.0,1.0,13.0,15.0,-0.8562553709538507,UNC Wilmington vs. Campbell,Campbell,UNC Wilmington,0,-8
Campbell,5.0,0.4166666666666667,66.71442265795207,67.145,102.22968740961772,0.5302040816326531,103.5329489755191,0.5510204081632653,6.087497861064579,68.0,67.0,0.451,0.34199999999999997,0.692,5.5,27.5,13.0,9.0,2.0,12.5,15.5,0.451,0.34199999999999997,0.692,5.5,27.5,13.0,9.0,2.0,12.5,15.5,-1.0874978610645787,2022-12-29,Presbyterian,4.0,0.3076923076923077,65.46181818181819,62.91619047619047,97.78709680452454,0.4634146341463415,109.3957188861527,0.5181818181818182,5.164232355937958,63.0,68.0,0.418,0.3,0.6,11.0,31.0,11.0,6.0,3.0,13.0,19.0,0.418,0.3,0.6,11.0,31.0,11.0,6.0,3.0,13.0,19.0,-1.1642323559379584,Campbell vs. Presbyterian,Presbyterian,Campbell,1,10
Longwood,9.0,0.6428571428571429,68.06673015873017,66.99011363636365,120.01748754678616,0.5,100.04432477903106,0.5222608407811983,8.962612450051564,75.0,70.5,0.45399999999999996,0.3675,0.7655000000000001,9.5,32.0,14.0,6.5,3.0,11.0,16.0,0.45399999999999996,0.3675,0.7655000000000001,9.5,32.0,14.0,6.5,3.0,11.0,16.0,0.03738754994843596,2022-12-31,Campbell,5.0,0.38461538461538464,66.62588235294118,67.05,103.95320242930065,0.5204081632653061,105.27362689276214,0.55,6.290836352359488,69.0,70.0,0.456,0.32,0.692,6.0,28.0,13.0,9.0,3.0,12.0,16.0,0.456,0.32,0.692,6.0,28.0,13.0,9.0,3.0,12.0,16.0,-1.290836352359488,Longwood vs. Campbell,Campbell,Longwood,0,-25
Longwood,9.0,0.6428571428571429,68.06673015873017,66.99011363636365,120.01748754678616,0.5,100.04432477903106,0.5222608407811983,8.962612450051564,75.0,70.5,0.45399999999999996,0.3675,0.7655000000000001,9.5,32.0,14.0,6.5,3.0,11.0,16.0,0.45399999999999996,0.3675,0.7655000000000001,9.5,32.0,14.0,6.5,3.0,11.0,16.0,0.03738754994843596,2022-12-31,Campbell,5.0,0.38461538461538464,66.62588235294118,67.05,103.95320242930065,0.5204081632653061,105.27362689276214,0.55,6.290836352359488,69.0,70.0,0.456,0.32,0.692,6.0,28.0,13.0,9.0,3.0,12.0,16.0,0.456,0.32,0.692,6.0,28.0,13.0,9.0,3.0,12.0,16.0,-1.290836352359488,Longwood vs. Campbell,Campbell,Longwood,1,13
Gardner-Webb,7.0,0.5,68.52100496277916,67.90211111111111,102.4287801807599,0.5190631808278867,97.09263368250677,0.43522727272727274,7.8948639354548344,71.0,63.5,0.476,0.33399999999999996,0.684,9.0,32.0,12.5,8.0,5.5,13.0,19.5,0.476,0.33399999999999996,0.684,9.0,32.0,12.5,8.0,5.5,13.0,19.5,-0.8948639354548344,2023-01-04,Campbell,5.0,0.35714285714285715,66.71442265795207,66.04218750000001,102.22968740961772,0.5102040816326531,105.83391715962335,0.5403061224489796,6.298200493116914,68.0,68.5,0.449,0.32,0.692,6.0,27.5,13.0,8.5,2.5,12.5,16.0,0.449,0.32,0.692,6.0,27.5,13.0,8.5,2.5,12.5,16.0,-1.298200493116914,Gardner-Webb vs. Campbell,Campbell,Gardner-Webb,1,5
Campbell,6.0,0.4,66.62588235294118,65.24969696969697,101.25529969241,0.5106382978723404,105.27362689276214,0.5306122448979592,7.002584632459316,67.0,67.0,0.442,0.32,0.692,6.0,28.0,13.0,8.0,3.0,12.0,16.0,0.442,0.32,0.692,6.0,28.0,13.0,8.0,3.0,12.0,16.0,-1.0025846324593157,2023-01-07,UNC Asheville,10.0,0.625,71.14065555555555,71.22301075268818,103.58453213564485,0.5504477134633834,105.67220124549306,0.4955357142857143,8.8286337462747,73.5,73.5,0.475,0.384,0.6755,7.5,30.0,13.0,6.0,4.0,15.5,15.5,0.475,0.384,0.6755,7.5,30.0,13.0,6.0,4.0,15.5,15.5,1.1713662537252993,Campbell vs. UNC Asheville,UNC Asheville,Campbell,1,3
Campbell,6.0,0.4,66.62588235294118,65.24969696969697,101.25529969241,0.5106382978723404,105.27362689276214,0.5306122448979592,7.002584632459316,67.0,67.0,0.442,0.32,0.692,6.0,28.0,13.0,8.0,3.0,12.0,16.0,0.442,0.32,0.692,6.0,28.0,13.0,8.0,3.0,12.0,16.0,-1.0025846324593157,2023-01-07,UNC Asheville,10.0,0.625,71.14065555555555,71.22301075268818,103.58453213564485,0.5504477134633834,105.67220124549306,0.4955357142857143,8.8286337462747,73.5,73.5,0.475,0.384,0.6755,7.5,30.0,13.0,6.0,4.0,15.5,15.5,0.475,0.384,0.6755,7.5,30.0,13.0,6.0,4.0,15.5,15.5,1.1713662537252993,Campbell vs. UNC Asheville,UNC Asheville,Campbell,1,4
Winthrop,7.0,0.3888888888888889,67.20409090909091,67.96057027649769,102.86622715690537,0.5412414965986394,115.74626893482863,0.5338599204595669,7.3337148550419045,69.5,75.5,0.453,0.3425,0.718,7.0,27.5,12.0,5.0,3.0,14.0,15.0,0.453,0.3425,0.718,7.0,27.5,12.0,5.0,3.0,14.0,15.0,-0.33371485504190446,2023-01-14,Campbell,7.0,0.4117647058823529,66.62588235294118,65.24969696969697,101.25529969241,0.5106382978723404,101.79227105827609,0.5288461538461539,8.270679346746235,67.0,64.0,0.44,0.333,0.692,6.0,28.0,13.0,8.0,3.0,12.0,16.0,0.44,0.333,0.692,6.0,28.0,13.0,8.0,3.0,12.0,16.0,-1.2706793467462347,Winthrop vs. Campbell,Campbell,Winthrop,0,-4
Radford,10.0,0.5263157894736842,66.39500000000001,65.94200000000001,111.67966211825862,0.5230769230769231,101.4760147601476,0.5106382978723404,10.993433726597347,69.0,67.0,0.471,0.385,0.645,7.0,31.0,12.0,7.0,3.0,12.0,16.0,0.471,0.385,0.645,7.0,31.0,12.0,7.0,3.0,12.0,16.0,-0.9934337265973472,2023-01-18,Campbell,7.0,0.3888888888888889,66.53776876267747,65.14203598484849,102.60425106085532,0.5153191489361701,103.5329489755191,0.5297291993720565,8.635903837120182,68.0,65.5,0.441,0.3265,0.707,6.0,27.5,12.5,7.0,2.5,12.0,16.0,0.441,0.3265,0.707,6.0,27.5,12.5,7.0,2.5,12.0,16.0,-1.635903837120182,Radford vs. Campbell,Campbell,Radford,0,-8
Radford,10.0,0.5263157894736842,66.39500000000001,65.94200000000001,111.67966211825862,0.5230769230769231,101.4760147601476,0.5106382978723404,10.993433726597347,69.0,67.0,0.471,0.385,0.645,7.0,31.0,12.0,7.0,3.0,12.0,16.0,0.471,0.385,0.645,7.0,31.0,12.0,7.0,3.0,12.0,16.0,-0.9934337265973472,2023-01-18,Campbell,7.0,0.3888888888888889,66.53776876267747,65.14203598484849,102.60425106085532,0.5153191489361701,103.5329489755191,0.5297291993720565,8.635903837120182,68.0,65.5,0.441,0.3265,0.707,6.0,27.5,12.5,7.0,2.5,12.0,16.0,0.441,0.3265,0.707,6.0,27.5,12.5,7.0,2.5,12.0,16.0,-1.635903837120182,Radford vs. Campbell,Campbell,Radford,1,1
Campbell,7.0,0.3684210526315789,66.44965517241378,65.03437500000001,101.25529969241,0.5106382978723404,105.27362689276214,0.5288461538461539,8.829639625086804,67.0,64.0,0.44,0.32,0.722,6.0,27.0,12.0,6.0,2.0,12.0,16.0,0.44,0.32,0.722,6.0,27.0,12.0,6.0,2.0,12.0,16.0,-1.829639625086804,2023-01-21,Charleston Southern,7.0,0.3888888888888889,66.49957142857143,65.37591228070175,106.38361144871695,0.5,117.74307620633476,0.5431354359925789,7.979064449644325,71.5,75.5,0.432,0.345,0.7204999999999999,10.5,31.0,11.5,4.0,2.0,11.5,15.5,0.432,0.345,0.7204999999999999,10.5,31.0,11.5,4.0,2.0,11.5,15.5,-0.9790644496443246,Campbell vs. Charleston Southern,Charleston Southern,Campbell,0,-2
Campbell,8.0,0.4,66.53776876267747,65.14203598484849,102.60425106085532,0.5106382978723404,105.83391715962335,0.5297291993720565,9.397405711836024,68.0,65.5,0.4365,0.3265,0.721,6.0,27.5,12.5,6.0,2.0,12.0,16.0,0.4365,0.3265,0.721,6.0,27.5,12.5,6.0,2.0,12.0,16.0,-1.397405711836024,2023-01-25,High Point,10.0,0.5,73.59865853658536,73.12136363636364,104.02685040325233,0.5168364459535937,105.54798525685595,0.4756996268656717,9.404102435898457,75.0,79.0,0.461,0.306,0.6054999999999999,10.5,37.5,12.0,6.0,4.0,14.0,18.5,0.461,0.306,0.6054999999999999,10.5,37.5,12.0,6.0,4.0,14.0,18.5,0.5958975641015432,Campbell vs. High Point,High Point,Campbell,0,-8
UNC Asheville,16.0,0.7272727272727273,69.39029411764707,70.75533333333334,102.41425759916964,0.5221458266709307,102.24120381156433,0.46577509347138335,13.281639154448168,72.5,71.0,0.4585,0.384,0.6859999999999999,7.5,31.0,12.0,6.0,4.0,14.0,16.0,0.4585,0.384,0.6859999999999999,7.5,31.0,12.0,6.0,4.0,14.0,16.0,2.7183608455518318,2023-01-28,Campbell,9.0,0.42857142857142855,66.44965517241378,65.24969696969697,103.95320242930065,0.5106382978723404,105.27362689276214,0.5288461538461539,10.172398605494399,69.0,64.0,0.44,0.32,0.72,6.0,28.0,12.0,6.0,2.0,12.0,16.0,0.44,0.32,0.72,6.0,28.0,12.0,6.0,2.0,12.0,16.0,-1.172398605494399,UNC Asheville vs. Campbell,Campbell,UNC Asheville,0,-13
Campbell,10.0,0.43478260869565216,66.30909090909091,65.24969696969697,106.7097817299919,0.5106382978723404,106.39420742648456,0.5288461538461539,11.153353743139439,69.0,66.0,0.442,0.333,0.722,6.0,27.0,12.0,6.0,2.0,12.0,16.0,0.442,0.333,0.722,6.0,27.0,12.0,6.0,2.0,12.0,16.0,-1.153353743139439,2023-02-04,Longwood,15.0,0.625,66.434125,66.54930555555555,108.8673837646621,0.5,100.33760844693788,0.5222608407811983,14.58655343298561,70.5,69.0,0.432,0.36,0.702,9.0,32.0,12.0,6.0,2.0,11.0,16.0,0.432,0.36,0.702,9.0,32.0,12.0,6.0,2.0,11.0,16.0,0.41344656701438964,Campbell vs. Longwood,Longwood,Campbell,1,24
High Point,11.0,0.4583333333333333,73.26314285714285,71.64805405405406,102.24945694844936,0.5080645161290323,110.8344871494619,0.4935897435897436,10.419470049383285,73.0,79.0,0.451,0.306,0.618,9.5,36.5,12.0,6.0,4.0,14.0,19.0,0.451,0.306,0.618,9.5,36.5,12.0,6.0,4.0,14.0,19.0,0.5805299506167145,2023-02-08,Campbell,10.0,0.4166666666666667,66.37937304075234,65.5180303030303,105.33149207964627,0.5106382978723404,107.13629952886829,0.5297291993720565,11.169394654170745,68.0,66.5,0.441,0.3265,0.721,6.0,27.0,12.0,6.0,2.0,12.0,15.5,0.441,0.3265,0.721,6.0,27.0,12.0,6.0,2.0,12.0,15.5,-1.1693946541707447,High Point vs. Campbell,Campbell,High Point,1,16
Campbell,11.0,0.44,66.44965517241378,65.78636363636363,106.7097817299919,0.5106382978723404,106.39420742648456,0.5288461538461539,12.076532421391253,69.0,66.0,0.442,0.333,0.72,6.0,27.0,12.0,6.0,2.0,12.0,15.0,0.442,0.333,0.72,6.0,27.0,12.0,6.0,2.0,12.0,15.0,-1.0765324213912528,2023-02-11,Gardner-Webb,14.0,0.56,65.83703703703704,66.88695652173914,101.91778969666923,0.5196078431372549,97.12978903820952,0.4791666666666667,14.648516031154339,67.0,63.0,0.471,0.333,0.667,8.0,30.0,12.0,8.0,4.0,11.0,18.0,0.471,0.333,0.667,8.0,30.0,12.0,8.0,4.0,11.0,18.0,-0.6485160311543385,Campbell vs. Gardner-Webb,Gardner-Webb,Campbell,1,4
Charleston Southern,8.0,0.32,65.8728125,64.13866666666667,106.725393867525,0.5083333333333333,119.66828790370552,0.5408163265306123,10.018508016485246,71.0,76.0,0.433,0.364,0.722,10.0,29.0,12.0,4.0,2.0,12.0,18.0,0.433,0.364,0.722,10.0,29.0,12.0,4.0,2.0,12.0,18.0,-2.018508016485246,2023-02-15,Campbell,11.0,0.4230769230769231,66.46050326188256,65.79526515151515,105.33149207964627,0.5106382978723404,105.83391715962335,0.5297291993720565,12.440049154909282,69.0,66.5,0.441,0.3265,0.72,6.0,27.5,12.0,6.0,2.5,12.0,15.5,0.441,0.3265,0.72,6.0,27.5,12.0,6.0,2.5,12.0,15.5,-1.440049154909282,Charleston Southern vs. Campbell,Campbell,Charleston Southern,1,16
Presbyterian,5.0,0.17857142857142858,64.80309523809524,62.824633699633694,98.15821467387784,0.4635254988913525,110.24686881907581,0.5467657342657343,9.513209737306477,61.5,68.5,0.421,0.3065,0.619,10.0,31.0,11.0,5.0,3.0,13.0,19.0,0.421,0.3065,0.619,10.0,31.0,11.0,5.0,3.0,13.0,19.0,-4.513209737306477,2023-02-18,Campbell,12.0,0.4444444444444444,66.44965517241378,65.78636363636363,106.7097817299919,0.5106382978723404,105.27362689276214,0.5288461538461539,13.386143319083995,69.0,66.0,0.442,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,15.0,0.442,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,15.0,-1.3861433190839954,Presbyterian vs. Campbell,Campbell,Presbyterian,1,17
Presbyterian,5.0,0.17857142857142858,64.80309523809524,62.824633699633694,98.15821467387784,0.4635254988913525,110.24686881907581,0.5467657342657343,9.513209737306477,61.5,68.5,0.421,0.3065,0.619,10.0,31.0,11.0,5.0,3.0,13.0,19.0,0.421,0.3065,0.619,10.0,31.0,11.0,5.0,3.0,13.0,19.0,-4.513209737306477,2023-02-18,Campbell,12.0,0.4444444444444444,66.44965517241378,65.78636363636363,106.7097817299919,0.5106382978723404,105.27362689276214,0.5288461538461539,13.386143319083995,69.0,66.0,0.442,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,15.0,0.442,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,15.0,-1.3861433190839954,Presbyterian vs. Campbell,Campbell,Presbyterian,1,5
Campbell,13.0,0.4642857142857143,66.37937304075234,65.5180303030303,107.14324609984418,0.5153191489361701,103.5329489755191,0.5288461538461539,14.325526163710101,69.0,66.0,0.4455,0.333,0.712,6.0,28.0,12.5,6.0,3.0,12.0,15.5,0.4455,0.333,0.712,6.0,28.0,12.5,6.0,3.0,12.0,15.5,-1.3255261637101015,2023-02-22,Winthrop,13.0,0.4482758620689655,66.67166666666667,66.22999999999999,103.74010374010376,0.5416666666666666,113.5830242854545,0.5403225806451613,13.47189125452951,75.0,74.0,0.463,0.364,0.714,6.0,27.0,12.0,5.0,3.0,14.0,16.0,0.463,0.364,0.714,6.0,27.0,12.0,5.0,3.0,14.0,16.0,-0.47189125452950975,Campbell vs. Winthrop,Winthrop,Campbell,1,2
Campbell,13.0,0.4482758620689655,66.44965517241378,65.78636363636363,107.57671046969645,0.52,105.27362689276214,0.5288461538461539,14.769904156708446,69.0,66.0,0.449,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.449,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.7699041567084457,2023-02-25,Radford,17.0,0.5666666666666667,65.05848484848484,63.79692307692308,110.39056015322558,0.5215384615384615,101.9204113352553,0.5153191489361701,17.02476934142215,66.5,65.5,0.4665,0.378,0.667,8.0,30.5,11.5,7.0,3.0,11.0,16.0,0.4665,0.378,0.667,8.0,30.5,11.5,7.0,3.0,11.0,16.0,-0.02476934142215015,Campbell vs. Radford,Radford,Campbell,1,2
Presbyterian,5.0,0.16129032258064516,64.75,64.79666666666667,97.13799027885872,0.4634146341463415,111.09801875199894,0.5480769230769231,10.005448643294232,61.0,69.0,0.408,0.313,0.613,10.0,31.0,11.0,5.0,3.0,13.0,19.0,0.408,0.313,0.613,10.0,31.0,11.0,5.0,3.0,13.0,19.0,-5.005448643294232,2023-03-01,Campbell,13.0,0.43333333333333335,66.37937304075234,65.5180303030303,107.14324609984418,0.5153191489361701,105.83391715962335,0.5288461538461539,15.191017136848128,69.0,66.5,0.4525,0.333,0.712,6.0,28.0,12.5,6.0,3.0,12.0,16.0,0.4525,0.333,0.712,6.0,28.0,12.5,6.0,3.0,12.0,16.0,-2.191017136848128,Presbyterian vs. Campbell,Campbell,Presbyterian,1,17
Presbyterian,5.0,0.16129032258064516,64.75,64.79666666666667,97.13799027885872,0.4634146341463415,111.09801875199894,0.5480769230769231,10.005448643294232,61.0,69.0,0.408,0.313,0.613,10.0,31.0,11.0,5.0,3.0,13.0,19.0,0.408,0.313,0.613,10.0,31.0,11.0,5.0,3.0,13.0,19.0,-5.005448643294232,2023-03-01,Campbell,13.0,0.43333333333333335,66.37937304075234,65.5180303030303,107.14324609984418,0.5153191489361701,105.83391715962335,0.5288461538461539,15.191017136848128,69.0,66.5,0.4525,0.333,0.712,6.0,28.0,12.5,6.0,3.0,12.0,16.0,0.4525,0.333,0.712,6.0,28.0,12.5,6.0,3.0,12.0,16.0,-2.191017136848128,Presbyterian vs. Campbell,Campbell,Presbyterian,1,5
Longwood,20.0,0.6451612903225806,66.29,66.39111111111112,112.45488507566641,0.5,100.74659448131331,0.5094339622641509,19.352543455125765,70.0,67.0,0.431,0.36,0.708,9.0,33.0,12.0,6.0,2.0,11.0,16.0,0.431,0.36,0.708,9.0,33.0,12.0,6.0,2.0,11.0,16.0,0.6474565448742347,2023-03-03,Campbell,14.0,0.45161290322580644,66.30909090909091,65.24969696969697,107.57671046969645,0.5106382978723404,105.27362689276214,0.5288461538461539,15.881401378961849,69.0,66.0,0.449,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.449,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.881401378961849,Longwood vs. Campbell,Campbell,Longwood,0,-25
Longwood,20.0,0.6451612903225806,66.29,66.39111111111112,112.45488507566641,0.5,100.74659448131331,0.5094339622641509,19.352543455125765,70.0,67.0,0.431,0.36,0.708,9.0,33.0,12.0,6.0,2.0,11.0,16.0,0.431,0.36,0.708,9.0,33.0,12.0,6.0,2.0,11.0,16.0,0.6474565448742347,2023-03-03,Campbell,14.0,0.45161290322580644,66.30909090909091,65.24969696969697,107.57671046969645,0.5106382978723404,105.27362689276214,0.5288461538461539,15.881401378961849,69.0,66.0,0.449,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.449,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.881401378961849,Longwood vs. Campbell,Campbell,Longwood,1,13
Radford,19.0,0.59375,64.25,64.07742424242424,110.39056015322558,0.5215384615384615,101.9204113352553,0.5153191489361701,18.387350330049866,67.0,65.5,0.4665,0.378,0.6835,8.0,30.5,11.5,7.0,3.0,11.0,17.0,0.4665,0.378,0.6835,8.0,30.5,11.5,7.0,3.0,11.0,17.0,0.6126496699501338,2023-03-04,Campbell,15.0,0.46875,66.37937304075234,65.5180303030303,107.96470860582133,0.5153191489361701,103.5329489755191,0.5288461538461539,16.743981290188874,69.0,66.5,0.4525,0.3265,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.4525,0.3265,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.7439812901888736,Radford vs. Campbell,Campbell,Radford,0,-8
Radford,19.0,0.59375,64.25,64.07742424242424,110.39056015322558,0.5215384615384615,101.9204113352553,0.5153191489361701,18.387350330049866,67.0,65.5,0.4665,0.378,0.6835,8.0,30.5,11.5,7.0,3.0,11.0,17.0,0.4665,0.378,0.6835,8.0,30.5,11.5,7.0,3.0,11.0,17.0,0.6126496699501338,2023-03-04,Campbell,15.0,0.46875,66.37937304075234,65.5180303030303,107.96470860582133,0.5153191489361701,103.5329489755191,0.5288461538461539,16.743981290188874,69.0,66.5,0.4525,0.3265,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.4525,0.3265,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.7439812901888736,Radford vs. Campbell,Campbell,Radford,1,1
Campbell,16.0,0.48484848484848486,66.30909090909091,65.24969696969697,108.3527067419462,0.52,105.27362689276214,0.5288461538461539,17.28062933471161,69.0,67.0,0.456,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.456,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.280629334711609,2023-03-05,UNC Asheville,26.0,0.7878787878787878,68.71586206896552,70.524,105.61391618660343,0.5357142857142857,99.55358906490736,0.45901639344262296,21.66945362904023,74.0,66.0,0.475,0.385,0.708,7.0,32.0,13.0,6.0,3.0,13.0,15.0,0.475,0.385,0.708,7.0,32.0,13.0,6.0,3.0,13.0,15.0,4.33054637095977,Campbell vs. UNC Asheville,UNC Asheville,Campbell,1,3
Campbell,16.0,0.48484848484848486,66.30909090909091,65.24969696969697,108.3527067419462,0.52,105.27362689276214,0.5288461538461539,17.28062933471161,69.0,67.0,0.456,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,0.456,0.333,0.72,6.0,28.0,12.0,6.0,3.0,12.0,16.0,-1.280629334711609,2023-03-05,UNC Asheville,26.0,0.7878787878787878,68.71586206896552,70.524,105.61391618660343,0.5357142857142857,99.55358906490736,0.45901639344262296,21.66945362904023,74.0,66.0,0.475,0.385,0.708,7.0,32.0,13.0,6.0,3.0,13.0,15.0,0.475,0.385,0.708,7.0,32.0,13.0,6.0,3.0,13.0,15.0,4.33054637095977,Campbell vs. UNC Asheville,UNC Asheville,Campbell,1,4
St. Bonaventure,1.0,1.0,62.3,63.410666666666664,113.96468699839485,0.4915254237288136,91.46726102863872,0.4230769230769231,0.8931651290234454,71.0,58.0,0.458,0.211,0.65,10.0,33.0,13.0,5.0,2.0,6.0,19.0,0.458,0.211,0.65,10.0,33.0,13.0,5.0,2.0,6.0,19.0,0.10683487097655464,2022-11-12,Canisius,0.0,0.0,77.24,80.588,104.86794407042983,0.4855072463768116,114.16091725815258,0.6194029850746269,0.2079933080350109,81.0,92.0,0.406,0.333,0.824,8.0,26.0,13.0,7.0,4.0,10.0,14.0,0.406,0.333,0.824,8.0,26.0,13.0,7.0,4.0,10.0,14.0,-0.2079933080350109,St. Bonaventure vs. Canisius,Canisius,St. Bonaventure,1,4
Cleveland State,0.0,0.0,63.75999999999999,60.97,95.15078407720146,0.4918032786885246,114.08848057705623,0.5,0.6709505926026073,68.0,72.0,0.455,0.25,0.583,10.0,29.0,14.0,7.0,3.0,12.0,17.0,0.455,0.25,0.583,10.0,29.0,14.0,7.0,3.0,12.0,17.0,-0.6709505926026073,2022-11-16,Canisius,1.0,0.5,72.58153846153846,75.43710344827586,114.26862662185138,0.5240036231884058,113.9906288689821,0.5597014925373134,0.8333380336476676,82.5,86.0,0.43500000000000005,0.4165,0.74,8.0,26.5,13.5,4.5,3.5,9.5,15.0,0.43500000000000005,0.4165,0.74,8.0,26.5,13.5,4.5,3.5,9.5,15.0,0.16666196635233244,Cleveland State vs. Canisius,Canisius,Cleveland State,0,-1
